STOPPLACECODE;INSTAP_WERK;UITSTAP_WERK;INSTAP_ZA;UITSTAP_ZA;INSTAP_ZO;UITSTAP_ZO;NAME;TOWN;RD-X;RD-Y
NL:S:40551320;3.8;2.6;1.8;0.8;0.9;0.5;Jachtlaan;Apeldoorn;192275.0;469874.0
NL:S:40551323;2.2;1.5;0.0;0.0;0.0;0.0;Hezeweg;Apeldoorn;193756.5;468431.5
NL:S:40551327;0.8;0.5;0.0;0.0;0.0;0.0;Staalweg;Apeldoorn;193705.5;467512.5
NL:S:40551330;143.0;135.1;0.0;0.0;0.0;0.0;Erasmusstraat;Apeldoorn;194691.0;471438.0
NL:S:40551336;3.1;3.3;0.0;0.0;0.0;0.0;Einsteinlaan;Apeldoorn;194682.0;471226.0
NL:S:40551340;10.5;9.5;0.0;0.0;0.0;0.0;Curiestraat;Apeldoorn;194642.0;471790.5
NL:S:40551362;2.3;2.7;2.2;3.7;0.5;0.9;Auroralaan;Apeldoorn;195890.0;469535.0
NL:S:40551388;4.0;27.4;2.1;15.6;1.3;5.6;Ordenplein;Apeldoorn;192166.0;468276.0
NL:S:40551422;21.9;25.5;15.9;19.4;9.8;13.9;Tangostraat;Apeldoorn;196311.5;471815.5
NL:S:40551424;43.4;35.8;19.2;16.9;10.5;9.6;Citroenvlinder;Apeldoorn;196549.0;472180.5
NL:S:40551428;3.8;3.8;1.5;1.1;0.6;0.7;Zuidbroek;Apeldoorn;197261.0;472708.0
NL:S:40551445;0.5;0.8;0.0;0.0;0.0;0.0;Omnisport;Apeldoorn;196838.0;468988.5
NL:S:40551451;5.7;5.4;2.2;2.3;0.6;0.7;Prinses Beatrixlaan;Apeldoorn;193434.0;468872.5
NL:S:40551455;19.1;14.2;0.0;0.0;0.0;0.0;Lekstraat;Apeldoorn;195461.0;466905.0
NL:S:40551469;16.4;18.9;7.2;7.5;4.5;5.1;Bartelsweg;Apeldoorn;193429.5;469922.0
NL:S:40551473;79.2;88.0;0.0;0.0;0.0;0.0;Aidastraat;Apeldoorn;195827.5;471307.0
NL:S:40551476;15.3;5.3;13.8;1.0;5.1;0.2;De Veenkamp;Apeldoorn;194022.5;471403.0
NL:S:40551477;3.7;1.7;2.5;0.8;0.6;0.1;Bas Backerlaan;Apeldoorn;193902.0;470893.0
NL:S:40551490;16.0;13.9;9.7;8.3;2.8;3.1;De Groene Hoven;Apeldoorn;194129.0;471896.0
NL:S:40551513;26.0;25.2;15.7;15.7;7.0;7.7;Oesterzwam;Apeldoorn;196916.5;472520.0
NL:S:40551515;11.6;13.5;0.0;0.0;0.0;0.0;Saba;Apeldoorn;195730.0;466457.0
NL:S:40551994;0.4;0.5;1.4;0.9;0.0;0.0;Arendsburght;Apeldoorn;191685.0;470397.0
NL:S:40552220;0.5;1.0;0.2;1.0;0.3;0.6;Symfoniestraat;Apeldoorn;196350.5;471542.0
NL:S:40552240;5.2;7.3;4.5;6.7;3.5;3.5;Fugastraat;Apeldoorn;196585.5;471247.5
NL:S:40559001;1.3;1.3;0.0;0.0;0.0;0.0;Lange Amerikaweg;Apeldoorn;195914.5;465896.0
NL:S:40559003;0.8;1.2;0.0;0.0;0.0;0.0;Wkc Musketiersveld;Apeldoorn;196970.0;466831.0
NL:S:40559010;26.0;22.5;6.0;8.5;4.1;21.7;Willem III Kazerne;Apeldoorn;191914.0;468533.0
NL:S:40563005;1.3;0.8;0.5;0.8;0.2;0.2;Topperweg;Stroe;176730.5;464240.5
NL:S:40563007;0.5;0.3;1.0;0.5;0.2;0.2;Kootwijkerdijk;Stroe;176551.5;464513.0
NL:S:40563009;6.0;7.199999999999999;0.7;0.6;0.2;0.2;Ravenweg;Stroe;176003.5;465360.2
NL:S:40563011;10.6;11.100000000000001;2.8;3.0;2.5;2.2;Centrum;Stroe;175868.5;466488.0
NL:S:40563013;2.6;2.7;0.9;1.2;0.5;0.6;De Drie Musketiers;Stroe;175904.5;466820.5
NL:S:40563015;4.6;4.4;0.1;0.4;0.0;0.1;Majoor Mulder Kazerne;Stroe;176557.0;467879.5
NL:S:40569008;2.2;2.4;0.1;0.2;0.0;0.1;Militair tehuis;Wittenberg;176814.0;468663.5
NL:S:40612043;11.899999999999999;9.5;6.8;4.4;3.2;3.4;Tolhuislaan;Ede;174377.5;449684.5
NL:S:40612045;16.8;21.4;8.2;12.5;5.0;7.5;Ericalaan;Ede;174312.0;450025.5
NL:S:40612047;2.7;6.7;2.6;6.5;1.9;3.6;Maanderweg;Ede;174217.0;450345.5
NL:S:40612050;14.6;18.7;11.2;16.9;6.6;9.5;Station Ede Centrum;Ede;174278.5;450638.5
NL:S:40612051;2.6;3.4;1.7;2.5;0.8;1.3;Jadestraat;Ede;174132.0;450793.5
NL:S:40612053;1.2;2.2;0.5;0.9;0.6;1.0;Schaapsweg/Veenderweg;Ede;173848.0;450599.5
NL:S:40612055;7.6;11.0;4.8;6.4;4.4;5.8;Ganzeweide;Ede;173493.5;450335.0
NL:S:40612059;55.1;60.9;22.7;24.1;9.9;12.7;Mariendaal;Ede;172512.0;450270.0
NL:S:40612061;5.3;6.8;3.1;4.5;1.5;1.9;Durendaal;Ede;172252.5;450145.0
NL:S:40612063;6.2;6.7;3.8;5.3;2.3;2.8;Middelbeek;Ede;171789.5;450253.0
NL:S:40612065;3.3;5.3;2.9;2.7;1.2;1.3;Schoutenhof;Ede;171646.0;450390.0
NL:S:40612067;42.3;32.4;22.6;18.2;11.1;8.4;Aalbeek;Ede;171659.0;450528.5
NL:S:40612069;14.7;14.6;7.1;7.7;4.7;5.1;Nienhof;Ede;171978.0;450675.5
NL:S:40612071;14.2;15.3;9.4;9.1;3.9;4.3;Binnenhof;Ede;172096.5;450798.5
NL:S:40612073;49.6;39.5;25.2;21.9;12.1;10.1;Hogerhorst;Ede;172447.0;450872.0
NL:S:40612075;32.9;29.6;12.2;11.6;7.1;8.0;Hoekenburg;Ede;172734.0;450992.5
NL:S:40612077;26.1;21.5;16.6;13.7;7.9;7.5;Kranenburg;Ede;172831.5;450857.0
NL:S:40612079;6.1;6.2;2.3;2.7;1.5;1.9;Proosdijerveldweg;Ede;173250.5;450913.0
NL:S:40612081;23.6;31.3;14.1;23.6;3.7;5.5;Cultura;Ede;174099.0;450948.0
NL:S:40612083;65.3;54.1;60.7;39.6;15.0;12.4;Grotestraat;Ede;174531.0;451041.0
NL:S:40612085;99.39999999999999;103.2;45.7;49.9;26.6;28.6;Raadhuis;Ede;174705.0;450949.0
NL:S:40612087;29.3;35.4;21.7;29.7;9.6;12.9;Doelenstraat;Ede;174477.5;450603.0
NL:S:40612089;63.5;59.300000000000004;47.5;42.3;20.8;24.5;Politiebureau;Ede;174326.5;450377.0
NL:S:40612092;11.7;10.8;5.7;4.7;7.2;4.5;Hogewoud;Ede;172324.0;451542.0
NL:S:40612095;6.2;6.7;3.1;4.4;2.6;3.2;N224/Veldhuizen;Ede;173015.5;451350.0
NL:S:40612097;13.4;14.1;6.3;6.2;4.9;4.8;Stakenberg;Ede;172585.0;451560.5
NL:S:40612101;11.2;9.9;4.7;3.8;2.5;2.5;Schaapsweg/Molenstraat;Ede;173531.5;450918.0
NL:S:40612115;0.0;0.0;0.0;0.0;0.0;0.0;Eikenlaan;Ede;174697.0;449889.8
NL:S:40612118;7.2;9.9;4.9;6.5;4.3;4.9;De Bosrand;Ede;174970.0;451805.0
NL:S:40612119;3.2;4.1;0.2;0.1;0.1;0.1;Schutterweg;Ede;169813.0;449451.5
NL:S:40612121;4.5;5.5;2.2;1.8;1.6;1.3;Cannenburgerbos;Ede;172038.0;451459.0
NL:S:40612123;11.5;11.5;4.8;5.2;4.7;3.9;Lagewoud;Ede;171676.5;451359.5
NL:S:40612125;12.3;12.0;5.3;6.0;5.1;4.8;Dalerveen;Ede;171608.0;451130.5
NL:S:40612127;13.7;22.1;0.5;1.6;0.8;1.2;Darwinstraat;Ede;170234.5;449209.0
NL:S:40612180;0.0;0.0;0.0;0.0;0.0;0.0;Sijsselt;Ede;175429.5;450077.0
NL:S:40622119;11.8;14.4;5.4;6.2;4.0;3.5;Driesprong;Ede;175727.5;453060.0
NL:S:40622121;0.3;0.5;0.4;0.4;0.1;0.2;Hoge Valksedijk;Ede;175908.0;454062.0
NL:S:40622123;0.2;0.4;0.3;1.2;0.2;0.4;De Valouwe;Ede;176136.5;455185.0
NL:S:40631001;3.8000000000000003;2.4;0.0;0.0;0.0;0.0;School met de Bijbel;De Valk;175393.5;459024.5
NL:S:40631003;1.2;0.6;0.0;0.0;0.0;0.0;Geref. Gemeente;De Valk;176022.5;459268.5
NL:S:40631009;0.1;0.1;0.0;0.0;0.0;0.0;Cooperatie;De Valk;174436.5;459211.0
NL:S:40643008;2.4;4.2;1.5;1.5;1.4;1.1;Hoeve Oud Milligen;Nieuw Milligen;178048.5;470090.0
NL:S:40649001;135.8;132.4;31.599999999999998;31.5;22.200000000000003;30.0;Busstation;Wittenberg;176772.5;469461.0
NL:S:40649011;2.1;2.1;1.9;1.8;1.8;1.1;Tolnegenweg;Wittenberg;173882.0;468123.0
NL:S:40650001;11.0;9.4;3.6;4.1;3.0;2.7;Wieselseweg;Wenum;193916.0;472627.5
NL:S:40650003;13.0;12.1;5.0;7.0;3.1;3.5;Papegaaiweg;Wenum;193576.0;474122.0
NL:S:40650006;2.6;3.2;1.8;2.2;1.2;1.0;De Haere;Wenum;193953.0;475822.5
NL:S:40664001;0.2;0.2;0.0;0.0;0.0;0.0;Oosterbrinkweg;Kootwijkerbroek;175356.5;464517.5
NL:S:40664003;4.5;3.9;0.0;0.0;0.0;0.0;Garderbroekerweg;Kootwijkerbroek;175003.5;463764.5
NL:S:40664007;7.9;6.6;0.0;0.0;0.0;0.0;Kosterijweg;Kootwijkerbroek;174339.5;462804.5
NL:S:40664009;8.6;7.6;0.0;0.0;0.0;0.0;Essenerweg;Kootwijkerbroek;173819.5;462617.5
NL:S:40664011;2.7;3.3;0.0;0.0;0.0;0.0;Nachtegaalweg;Kootwijkerbroek;173474.0;462601.0
NL:S:40664013;1.9000000000000001;2.0;0.0;0.0;0.0;0.0;Wencopperweg;Kootwijkerbroek;172856.5;462566.5
NL:S:40664015;1.4;1.3;0.0;0.0;0.0;0.0;Gereformeerde Kerk;Kootwijkerbroek;174911.5;463319.0
NL:S:40665002;0.6;0.7;0.0;0.0;0.0;0.0;Esvelderweg;Barneveld;171886.0;462387.0
NL:S:40679006;3.8;4.3;3.9;5.1;2.1;1.7;Echoput;Hoog Soeren;188462.5;471750.0
NL:S:40680001;0.0;0.0;0.0;0.1;0.0;0.0;Huis Voorstonden;Voorstonden;207012.5;460199.0
NL:S:40680003;0.1;0.1;0.1;0.0;0.0;0.0;Halte de Molen;Voorstonden;207931.0;460058.0
NL:S:40682001;0.0;0.0;0.0;0.0;0.0;0.0;School met de Bijbel;Tonden;205876.0;461316.5
NL:S:40682003;0.1;0.5;0.1;0.4;0.0;0.0;ABK huis;Hall;203111.5;457777.0
NL:S:40682005;0.2;0.1;0.2;0.1;0.0;0.0;Hogestraat;Hall;203905.0;458196.0
NL:S:40682007;0.8;0.4;0.2;0.3;0.0;0.0;School;Hall;203985.0;458621.0
NL:S:40685001;0.0;0.0;0.0;0.0;0.0;0.0;Buurtweg;Oeken;206999.5;458689.5
NL:S:40712009;13.6;15.6;2.3;2.2;1.6;2.4;Pascalstraat;Ede;172764.0;448709.5
NL:S:40712011;13.8;14.0;1.5;1.2;0.7;1.5;Lumierestraat;Ede;172204.5;448767.5
NL:S:40712013;13.0;15.6;0.5;0.9;0.9;0.6;Niels Bohrstraat;Ede;171630.5;448890.5
NL:S:40712019;1.1;1.4;0.4;0.4;0.3;0.2;Pakhuisweg;Ede;169506.0;449532.0
NL:S:40712021;3.7;5.2;0.4;1.3;0.6;1.0;Kievitsmeent;Ede;170541.5;450819.5
NL:S:40712137;15.7;17.8;8.3;10.4;3.2;4.0;Einsteinstraat;Ede;172813.0;448998.0
NL:S:40712159;20.2;19.0;1.1;0.4;0.7;0.5;Amperestraat;Ede;170987.0;448858.5
NL:S:40715013;2.3;3.3;0.1;0.3;0.1;0.4;Buurtlaan-Oost;Veenendaal;168153.5;449599.0
NL:S:40726001;4.0;5.6;3.6;4.0;1.9;1.9;Hooiweg;Garderen;176952.0;470732.0
NL:S:40726003;34.8;34.4;7.9;9.6;5.1;5.4;Bakkerstraat;Garderen;177266.5;471627.5
NL:S:40726005;2.1;2.5;1.0;1.6;1.0;0.8;West-end;Garderen;176672.5;471996.5
NL:S:40726007;4.8;5.7;2.8;2.8;2.1;1.4;Heideheuvel;Garderen;176005.5;472032.5
NL:S:40726009;2.6;2.5;2.1;2.6;1.8;1.3;De Hertshoorn;Garderen;175643.5;472051.0
NL:S:40726011;0.5;0.7;0.6;1.0;0.6;0.6;Veluw Hul;Garderen;175294.0;472082.5
NL:S:40726013;0.1;0.3;0.1;0.1;0.0;0.0;Kastelenhof;Garderen;176965.0;472761.0
NL:S:40726015;0.0;0.0;0.0;0.0;0.0;0.0;Houtdorp;Garderen;176905.0;473425.5
NL:S:40746011;3.5;3.9;2.6;3.2;2.5;1.7;Bosweg;Voorthuizen;171312.5;466947.0
NL:S:40746013;2.5;2.8;0.3;1.0;0.4;0.5;Hunnenweg;Voorthuizen;172057.0;467285.0
NL:S:40746015;8.4;8.8;4.9;5.4;4.6;3.2;De Zanderij;Voorthuizen;173012.0;467720.5
NL:S:40746017;5.3;5.6;4.5;4.7;3.2;1.9;De IJsvogel;Voorthuizen;173464.5;467929.0
NL:S:40750001;8.0;2.2;1.1;0.7;0.0;0.0;Station;Lunteren;171226.5;455252.0
NL:S:40750003;0.3;0.2;0.0;0.2;0.0;0.0;Roskammersteeg;Lunteren;171083.0;455040.0
NL:S:40750005;0.2;0.2;0.0;0.2;0.0;0.0;Hertenlaan;Lunteren;170765.0;455021.0
NL:S:40750007;0.4;0.1;0.0;0.0;0.0;0.0;Everlaan;Lunteren;170595.0;454907.0
NL:S:40750009;0.2;0.4;0.1;0.2;0.0;0.0;Viaduct;Lunteren;169831.5;454245.0
NL:S:40750013;0.2;0.1;0.2;0.1;0.0;0.0;De Molen;Lunteren;170861.5;455731.5
NL:S:40750015;4.6;2.6;0.0;0.0;0.0;0.0;De Wormshoef;Lunteren;170807.5;456052.5
NL:S:40751003;0.8;0.5;0.0;0.2;0.0;0.0;Rehoboth;Meulunteren;173320.0;459118.0
NL:S:40751005;0.2;0.1;0.1;0.1;0.0;0.0;Bijweg;Meulunteren;172498.0;457829.5
NL:S:40751011;0.1;0.30000000000000004;0.1;0.0;0.0;0.0;Hessenweg;Meulunteren;172135.5;457390.0
NL:S:40755075;0.4;1.1;0.0;0.1;0.0;0.0;Schaffelaartheater;Barneveld;168575.0;460903.0
NL:S:40760005;5.0;5.1;1.3;1.7;0.8;1.0;Valkseweg;Barneveld;169807.0;460641.5
NL:S:40761001;0.6;0.7;0.0;0.0;0.0;0.0;Van Lodenstein College;Barneveld;168792.5;459543.5
NL:S:40761003;21.4;19.4;1.6;1.2;0.9;0.6;Lange Voren;Barneveld;169554.0;461188.0
NL:S:40765005;0.1;0.2;0.0;0.0;0.0;0.0;Norschoterweg;Barneveld;170121.0;462072.5
NL:S:40765007;11.5;22.1;0.0;0.0;0.0;0.0;Praktijkschool Barneveld;Barneveld;169488.0;461686.5
NL:S:40765009;2.3;6.6000000000000005;0.3;0.9;0.1;0.1;Julianaplein;Barneveld;169207.0;460967.5
NL:S:40765011;4.8;6.3999999999999995;0.6;1.1;0.5;0.5;Van Dompselaerstraat;Barneveld;168890.5;460824.0
NL:S:40765013;220.7;174.0;64.5;46.8;33.5;23.4;Station Barneveld Centrum;Barneveld;168856.3;461365.7
NL:S:40765015;6.5;7.6;1.2;1.2;0.9;0.7;Vliegersvelderlaan;Barneveld;168967.5;462157.5
NL:S:40765017;2.1;3.0;0.5;0.5;0.3;0.5;Van Wijnbergenlaan;Barneveld;169275.5;462636.0
NL:S:40765023;0.3;0.3;0.1;0.1;0.0;0.0;Torenplein;Barneveld;168371.5;461257.0
NL:S:40765029;2.2;1.7000000000000002;0.2;0.1;0.0;0.0;Narcissenstraat;Barneveld;167858.5;460944.5
NL:S:40765031;0.6000000000000001;0.6;0.0;0.0;0.0;0.0;Begraafplaats De Plantage;Barneveld;167592.0;460672.0
NL:S:40765041;0.3;0.1;0.0;0.0;0.0;0.0;Nijkerkerweg;Barneveld;167729.5;464159.0
NL:S:40765045;0.0;0.0;0.0;0.0;0.0;0.0;Evenementenhal;Barneveld;167458.0;462421.5
NL:S:40765047;0.4;0.30000000000000004;0.1;0.1;0.3;0.0;Troelstralaan;Barneveld;168017.5;461909.0
NL:S:40765061;0.3;0.5;0.0;0.2;0.0;0.0;Churchillstraat;Barneveld;168278.0;460648.0
NL:S:40765068;0.4;0.5;0.1;0.1;0.0;0.0;Nieuwe Markt;Barneveld;168482.0;461472.0
NL:S:40765073;0.9;1.3;0.0;0.0;0.0;0.0;Vellerselaan;Barneveld;168743.5;459858.5
NL:S:40779002;0.8;2.6;0.8;1.2;0.4;0.6;Het Aardhuis;Hoog Soeren;186514.0;471291.0
NL:S:40779003;1.0;1.1;0.5;0.9;0.4;0.2;Oranjeoord;Hoog Soeren;187514.5;471694.0
NL:S:40783001;12.7;14.7;12.5;14.8;7.9;8.4;Kruispunt;Nieuw Millingen;181793.0;470408.0
NL:S:40783003;1.8;2.2;0.1;0.3;0.6;0.3;Kon. Luchtmacht;Nieuw Milligen;179999.5;470293.0
NL:S:40783005;1.2;1.4;0.4;0.4;0.4;0.4;Ouwendorperweg;Nieuw Milligen;179038.5;470229.5
NL:S:40783010;2.0;1.5;1.2;0.8;0.4;0.3;Bos en Heide;Nieuw Milligen;180680.0;472541.5
NL:S:40783011;4.9;6.5;3.8;5.3;0.0;0.0;Meerveld;Nieuw Milligen;181197.5;471836.0
NL:S:40800321;0.0;0.0;0.0;0.0;0.0;0.0;Korte Dreef;Veenendaal;167050.0;449465.0
NL:S:40800325;1.2;1.4;0.2;0.5;0.0;0.0;Stationsstraat;Veenendaal;167301.5;449976.5
NL:S:40800370;0.4;0.7;0.1;0.1;0.0;0.0;Griftweg;De Klomp;167534.5;450453.0
NL:S:40800390;20.9;15.7;2.5;2.7;3.0;2.8;De Grote Pekken;Veenendaal;166576.5;447857.5
NL:S:40800410;12.6;9.2;2.3;1.8;0.0;0.0;Rembrandtpark;Veenendaal;165548.5;448330.5
NL:S:40800430;3.6;3.5;0.6;0.5;0.0;0.0;Rossiniweg;Veenendaal;165182.0;449730.0
NL:S:40800440;3.6;2.8;0.4;0.3;0.0;0.0;Jan Vermeerstraat;Veenendaal;165922.5;448112.5
NL:S:40800470;15.9;11.5;3.4;2.5;0.0;0.0;Station West;Veenendaal;165066.5;448916.5
NL:S:40800490;6.2;5.4;1.3;1.2;0.0;0.0;Boekvink;Veenendaal;164914.0;449083.0
NL:S:40800510;3.1;3.3;0.3;0.4;0.0;0.0;Tuinfluiter;Veenendaal;164777.0;449380.0
NL:S:40800610;10.5;8.7;1.8;2.2;2.0;1.7;Spitsbergenweg;Veenendaal;167733.0;449008.0
NL:S:40800630;8.8;8.3;1.4;1.3;1.9;1.5;De Meent;Veenendaal;167859.5;449304.5
NL:S:40800700;5.1;4.6;0.6;0.8;0.0;0.0;'t Kofschip;Veenendaal;165082.0;448226.0
NL:S:40800820;5.4;4.2;1.8;1.6;0.0;0.0;Zwaaiplein;Veenendaal;166832.0;448958.5
NL:S:40800910;3.9;3.9;0.4;0.7;0.0;0.0;Arsenaal;Veenendaal;166779.5;450622.0
NL:S:40800930;1.6;1.5;0.5;0.2;0.0;0.0;Kazemat;Veenendaal;167218.5;450669.5
NL:S:40800960;1.9;1.6;0.3;0.3;0.0;0.0;Händellaan;Veenendaal;164883.0;449670.0
NL:S:40800980;3.3;2.9;0.5;0.5;0.0;0.0;Smetanadreef;Veenendaal;164883.5;449853.5
NL:S:40801300;5.8;7.8;0.7;1.5;0.0;0.0;Landjuweel;Veenendaal;166374.5;450231.5
NL:S:40801320;3.2;4.1;0.2;0.7;0.0;0.0;Klovenier;Veenendaal;166095.5;450420.5
NL:S:40801350;4.6;4.9;1.2;1.6;0.0;0.0;De Schutterij;Veenendaal;165897.0;449994.0
NL:S:40801410;9.2;6.4;0.8;0.9;0.0;0.0;Regge;Veenendaal;164851.0;448517.5
NL:S:40801470;10.0;44.6;1.9;6.8;0.0;0.0;Stat. Centrum/Kerkewijk;Veenendaal;166152.5;447887.5
NL:S:40801510;10.2;9.3;0.9;1.0;0.0;0.0;Munnikenweg;Veenendaal;165433.0;449816.0
NL:S:40801540;1.1;2.8;0.2;0.7;0.0;0.0;Stat. Centrum/Rembrandtlaan;Veenendaal;166094.0;447901.0
NL:S:40802001;0.2;0.2;0.1;0.1;0.0;0.0;Heuvelsesteeg;Overberg;162262.0;450210.0
NL:S:40802003;0.2;0.1;0.0;0.1;0.0;0.0;Bergweg;Overberg;162067.0;449688.0
NL:S:40802005;1.0;0.5;0.5;0.5;0.0;0.0;De Ossenberg;Overberg;162100.0;449180.0
NL:S:40802007;0.2;0.1;0.1;0.0;0.0;0.0;Rijksinrichting de Overberg;Overberg;162416.0;449165.0
NL:S:40802009;0.2;0.1;0.2;0.2;0.0;0.0;Driesprong;Overberg;162623.0;449054.0
NL:S:40802011;0.1;0.0;0.0;0.0;0.0;0.0;Slaperdijk;Overberg;164187.0;449168.0
NL:S:40802014;0.1;0.1;0.0;0.0;0.0;0.0;Haarweg School;Overberg;162640.0;450031.0
NL:S:40802016;0.0;0.1;0.0;0.0;0.0;0.0;Haspel;Overberg;164225.0;449313.0
NL:S:40802018;0.1;0.1;0.0;0.1;0.0;0.0;Overweg;Overberg;162964.0;449874.0
NL:S:40805005;10.2;7.4;1.8;1.9;2.5;2.5;Prins Clauslaan;Veenendaal;167403.0;448233.0
NL:S:40805007;31.1;23.8;4.2;3.7;5.5;3.8;Sirius;Veenendaal;167489.5;448595.0
NL:S:40805015;0.3;0.4;0.1;0.2;0.0;0.0;Van Veldekelaan;Veenendaal;164663.5;448776.5
NL:S:40805017;1.7;2.3;0.7;0.9;0.0;0.0;Station West;Veenendaal;164929.0;448791.0
NL:S:40805027;63.1;43.3;9.6;10.1;9.2;7.7;Politiebureau;Veenendaal;166692.0;448257.5
NL:S:40805037;1.2;0.6;0.1;0.2;0.0;0.0;'t Boveneind;Veenendaal;166995.0;449336.5
NL:S:40805120;74.3;14.9;10.6;4.1;14.6;11.6;Stat. Centrum/Plein;Veenendaal;166128.0;447969.0
NL:S:40806010;4.2;2.9;1.6;1.6;0.0;0.0;Centrum/ Wolweg;Veenendaal;166773.5;448594.0
NL:S:40806150;0.0;0.0;0.0;0.0;0.0;0.0;Westersingel;Veenendaal;165403.0;448379.5
NL:S:40829001;1.3;1.6;0.5;0.7;0.8;0.5;De Rusthoeve;Koudhoorn;174306.0;472072.5
NL:S:40829003;6.2;7.0;4.8;6.5;4.3;3.2;Mooi Veluwe;Koudhoorn;173368.0;472216.5
NL:S:40829005;0.1;0.1;0.1;0.2;0.0;0.1;Landgoed Groot Spriel;Koudhoorn;172646.5;472846.5
NL:S:40829007;0.8;0.8;0.3;0.1;0.3;0.1;School Schovenhorst;Koudhoorn;172298.0;473093.0
NL:S:40829010;0.5;0.8;1.0;1.2;0.6;0.8;Landgoed Schovenhorst;Koudhoorn;171286.5;473758.5
NL:S:40885006;0.1;0.1;0.0;0.1;0.0;0.0;Openbare Basisschool;Oeken;206730.0;458760.0
NL:S:40887001;1.5;1.3;0.2;0.4;0.0;0.0;Garderenseweg;Uddel;179974.5;473115.0
NL:S:40887003;5.7;6.6;2.4;2.2;0.4;0.2;Cafe Uddelermeer;Uddel;180411.5;473366.5
NL:S:40887005;3.2;3.3;0.6;0.7;0.1;0.1;Bleeke Hoeve;Uddel;181016.0;473923.5
NL:S:40887007;35.7;34.3;8.5;7.5;0.7;0.8;Uttilochweg;Uddel;181820.5;474291.0
NL:S:40887009;18.4;14.5;4.5;3.3;0.3;0.8;Markveldweg;Uddel;182113.0;475053.5
NL:S:40887012;0.8;1.2;1.0;0.6;0.2;0.1;Noord Riezen;Uddel;182171.0;475788.5
NL:S:40982002;0.8;0.7;0.0;0.0;0.0;0.0;Hooiweg/Middenweg;Elspeet;180142.0;477913.5
NL:S:40982003;1.1;1.0;0.0;0.0;0.0;0.0;Veenweg;Elspeet;181592.0;478258.0
NL:S:40982005;3.8;3.8;0.2;0.0;0.0;0.0;Gerrit Mouwweg;Elspeet;182070.0;478275.5
NL:S:40982007;46.0;44.5;10.3;10.0;0.5;0.3;Centrum;Elspeet;182350.5;477980.5
NL:S:40982009;5.3;5.4;0.9;1.4;0.1;0.2;Kleine Kolonieweg;Elspeet;182297.0;477374.0
NL:S:40982011;0.7;1.1;0.3;0.4;0.1;0.0;Bosrand;Elspeet;183262.0;478926.5
NL:S:40982021;0.1;0.1;0.2;0.2;0.0;0.0;Landgoed Noorderheide;Elspeet;184222.5;480930.0
NL:S:40982025;3.0;3.2;0.8;0.9;0.0;0.0;Sluiterweg;Elspeet;182686.0;478618.0
NL:S:40982027;5.2;4.8;2.4;2.5;0.1;0.2;Vierhouterweg;Elspeet;182450.0;478313.0
NL:S:41110030;86.6;95.8;61.5;68.2;37.3;42.5;Grevenveld;Huissen;192292.5;440059.5
NL:S:41110050;169.1;165.5;118.0;110.4;67.5;73.2;Nielant;Huissen;191909.0;439584.0
NL:S:41110070;63.2;67.8;45.1;49.2;29.9;35.6;Heirweg;Huissen;192265.5;439344.0
NL:S:41110090;102.3;85.2;68.3;56.9;45.0;39.9;Bredestraat;Huissen;192519.0;439212.0
NL:S:41110110;116.5;111.3;89.2;85.4;48.3;49.6;Langekerkstraat;Huissen;192966.0;438967.5
NL:S:41110150;106.0;107.8;60.5;54.5;36.0;36.2;Stadswal;Huissen;192945.0;438715.0
NL:S:41110170;9.8;11.8;5.5;6.9;3.1;4.1;Binnenveld;Huissen;192678.5;438439.5
NL:S:41110210;15.2;22.1;8.6;13.2;6.1;8.0;Valom;Huissen;192560.5;437972.5
NL:S:41110230;50.4;47.5;28.1;24.1;16.7;15.9;Florapark;Huissen;192555.5;437590.0
NL:S:41110250;15.9;15.0;8.2;7.8;5.3;5.1;Nieuwediep;Huissen;192236.0;437258.0
NL:S:41110300;58.1;62.6;20.0;20.2;10.1;9.6;Agropark;Huissen;191731.0;436344.5
NL:S:41110310;14.1;14.7;0.0;0.0;0.0;0.0;Bergerden;Huissen;189796.0;437870.0
NL:S:41110330;1.8;2.8;1.3;1.9;0.6;1.4;Polseweg;Huissen;192957.0;437492.5
NL:S:41110360;1.9;1.5;1.1;0.9;0.8;0.5;Geldersch Oord;Angeren;193426.0;437161.5
NL:S:41110370;1.2;1.6;0.0;0.0;0.0;0.0;Hedera;Huissen;190571.0;438093.0
NL:S:41110390;68.8;64.2;47.5;41.6;24.2;25.1;Mea Vota;Huissen;192786.5;437946.0
NL:S:41150010;0.3;0.2;0.0;0.0;0.0;0.0;Dorpstraat/Hamersetraat;Westervoort;195028.5;441877.0
NL:S:41150050;4.4;3.4;2.6;2.3;0.7;0.6;Het Ambacht;Westervoort;195940.0;441358.0
NL:S:41150070;18.2;13.0;13.1;10.2;7.3;6.3;Leigraaf;Westervoort;195780.0;440856.0
NL:S:41150110;67.1;74.2;54.1;52.4;31.0;36.2;Sonnedach;Westervoort;195228.0;440896.5
NL:S:41150130;11.9;14.6;9.2;11.8;5.6;7.4;Sporthal de Pals;Westervoort;195084.0;441135.5
NL:S:41150150;14.3;16.6;12.9;14.3;9.0;9.6;Vredenburg;Westervoort;194845.5;441397.0
NL:S:41151010;6.9;9.7;5.1;9.4;2.7;4.3;Lange Maat;Westervoort;195655.5;440457.5
