QUAYCODE;NAME;TOWN;INSTAP_WERK;UITSTAP_WERK;INSTAP_ZA;UITSTAP_ZA;INSTAP_ZO;UITSTAP_ZO
DE:Q:80000510;Markt;Elten;0,0;0,2;0,0;0,0;0,0;0,0
DE:Q:80000530;Neustadt;Elten;0,0;0,0;0,0;0,0;0,0;0,0
DE:Q:80000540;Neustadt;Elten;0,0;0,0;0,0;0,0;0,0;0,0
DE:Q:80000560;Hauberg;Elten;0,0;0,0;0,0;0,0;0,0;0,0
DE:Q:80000580;Feldhausener Weg;Elten;0,0;0,1;0,0;0,0;0,0;0,0
DE:Q:80000590;Hauberg;Elten;0,4;0,4;0,0;0,0;0,0;0,0
NL:Q:16000030;Station;Meppel;9,0;5,5;1,2;0,9;0,0;0,0
NL:Q:16000040;Ziekenhuis;Meppel;1,5;0,8;0,1;0,1;0,0;0,0
NL:Q:16000250;Station;Meppel;0,0;5,1;0,0;0,0;0,0;0,0
NL:Q:16000260;Medisch Centrum;Meppel;0,3;0,4;0,0;0,0;0,0;0,0
NL:Q:16000280;Gemeenteweg;Halfweg;0,0;0,0;0,0;0,0;0,0;0,0
NL:Q:16000290;Gemeenteweg;Halfweg;0,1;0,1;0,0;0,0;0,0;0,0
NL:Q:16000600;Burg. Knopperslaan;Meppel;0,0;0,1;0,0;0,0;0,0;0,0
NL:Q:16000610;Burg. Knopperslaan;Meppel;0,2;0,0;0,0;0,0;0,0;0,0
NL:Q:16000710;Steenwijkerstraatweg;Meppel;0,1;0,0;0,0;0,0;0,0;0,0
NL:Q:16000720;Steenwijkerstraatweg;Meppel;0,0;0,1;0,0;0,0;0,0;0,0
NL:Q:16000770;Reestplantsoen;Meppel;0,3;0,4;0,1;0,1;0,0;0,0
NL:Q:16000780;Reestplantsoen;Meppel;1,0;0,6;0,0;0,1;0,0;0,0
NL:Q:16000800;De Stouwe;Meppel;5,0;3,1;0,0;0,2;0,0;0,0
NL:Q:16000810;De Stouwe;Meppel;2,8;5,8;0,3;0,3;0,0;0,0
NL:Q:16000870;Station;Meppel;78,4;72,4;14,8;11,3;0,0;0,0
NL:Q:16000910;Leonard Springerlaan;Meppel;0,4;0,1;0,5;0,0;0,0;0,0
NL:Q:16000920;Leonard Springerlaan;Meppel;0,0;0,5;0,1;0,1;0,0;0,0
NL:Q:16000931;Prinsengracht;Meppel;1,5;1,2;0,4;0,3;0,0;0,0
NL:Q:16001010;Hugo de Grootstraat;Meppel;3,0;0,0;0,0;0,0;0,0;0,0
NL:Q:16001020;Hugo de Grootstraat;Meppel;0,1;3,6;0,0;0,0;0,0;0,0
NL:Q:16110060;Heerenweg;IJhorst;2,9;2,3;0,3;0,5;0,0;0,0
NL:Q:16110081;Havixhorst;De Schiphorst;0,0;0,1;0,0;0,1;0,0;0,0
NL:Q:16110090;Wiltenweg;De Wijk;0,0;0,6;0,0;0,0;0,0;0,0
NL:Q:16110220;Willem Koopsweg;De Wolden;0,8;1,2;0,2;0,3;0,0;0,0
NL:Q:16110230;Oosterakker;De Wijk;0,0;0,1;0,0;0,0;0,0;0,0
NL:Q:16110240;Verzorgingstehuis;De Wijk;1,4;0,6;0,7;0,2;0,0;0,0
NL:Q:16110260;Sparrenlaan;IJhorst;0,8;0,6;0,1;0,1;0,0;0,0
NL:Q:16180100;Vlakkenweg;Staphorst;0,7;1,3;0,1;0,2;0,0;0,0
NL:Q:16180110;Vlakkenweg;Staphorst;0,4;0,6;0,0;0,0;0,0;0,0
NL:Q:16180120;Geerligsland;Staphorst;0,7;1,4;0,0;0,1;0,0;0,0
NL:Q:16180130;Geerligsland;Staphorst;0,9;0,6;0,1;0,0;0,0;0,0
NL:Q:16180140;Jan Arendsland;Staphorst;0,3;2,1;0,1;0,2;0,0;0,0
NL:Q:16180150;Jan Arendsland;Staphorst;1,8;0,5;0,2;0,1;0,0;0,0
NL:Q:16180160;Snelweg;Staphorst;0,4;0,6;0,1;0,2;0,0;0,0
NL:Q:16180170;Snelweg;Staphorst;0,7;0,5;0,2;0,0;0,0;0,0
NL:Q:16180180;Achthoevenweg;Staphorst;4,6;6,6;0,5;0,2;0,0;0,0
NL:Q:16180190;Achthoevenweg;Staphorst;5,1;4,3;0,3;0,7;0,0;0,0
NL:Q:16180200;Hoogeweg;Staphorst;5,1;7,8;0,5;0,9;0,0;0,0
NL:Q:16180210;Hoogeweg;Staphorst;11,1;5,1;1,3;0,9;0,0;0,0
NL:Q:16180220;Bergerslag;Staphorst;8,9;9,0;1,4;0,9;0,0;0,0
NL:Q:16180230;Bergerslag;Staphorst;10,4;8,0;1,3;1,5;0,0;0,0
NL:Q:16180240;Gemeentehuis;Staphorst;6,7;11,8;1,3;0,7;0,0;0,0
NL:Q:16180250;Gemeentehuis;Staphorst;12,3;7,0;1,2;1,4;0,0;0,0
NL:Q:16180260;Lindenlaan;Staphorst;3,8;3,6;0,6;0,7;0,0;0,0
NL:Q:16180270;Lindenlaan;Staphorst;3,6;6,1;0,5;1,0;0,0;0,0
NL:Q:16180280;Bejaardenhuis;Staphorst;1,3;1,9;0,7;0,4;0,0;0,0
NL:Q:16180290;Bejaardenhuis;Staphorst;2,4;1,0;0,1;0,4;0,0;0,0
NL:Q:16180300;Prinses Beatrixstraat;Staphorst;3,2;2,1;1,3;0,2;0,0;0,0
NL:Q:16180310;Prinses Beatrixstraat;Staphorst;2,4;3,0;0,3;1,1;0,0;0,0
NL:Q:16180320;Boldewijnhuizen;Staphorst;0,0;0,1;0,0;0,0;0,0;0,0
NL:Q:16180330;Boldewijnhuizen;Staphorst;0,1;0,1;0,0;0,0;0,0;0,0
NL:Q:16280100;Oostermenneweg;Rouveen;1,0;1,6;0,0;0,2;0,0;0,0
NL:Q:16280110;Oostermenneweg;Rouveen;1,6;0,4;0,2;0,0;0,0;0,0
NL:Q:16280120;Zuideindigerweg;Rouveen;0,8;2,1;0,0;0,2;0,0;0,0
NL:Q:16280130;Zuideindigerweg;Rouveen;2,4;0,6;0,2;0,0;0,0;0,0
NL:Q:16280140;Stadsweg;Rouveen;0,1;0,2;0,0;0,0;0,0;0,0
NL:Q:16280150;Stadsweg;Rouveen;0,1;0,2;0,0;0,0;0,0;0,0
NL:Q:16280160;Oude Rijksweg 485;Rouveen;0,4;0,7;0,0;0,2;0,0;0,0
NL:Q:16280170;Oude Rijksweg 485;Rouveen;0,9;0,5;0,1;0,0;0,0;0,0
NL:Q:16280180;Hervormde Kerk;Rouveen;4,6;15,4;0,7;1,7;0,0;0,0
NL:Q:16280190;Hervormde Kerk;Rouveen;17,5;4,5;2,5;0,9;0,0;0,0
NL:Q:16280200;Oude Rijksweg 415;Rouveen;0,9;1,4;0,1;0,2;0,0;0,0
NL:Q:16280210;Oude Rijksweg 415;Rouveen;1,5;0,9;0,1;0,2;0,0;0,0
NL:Q:16280220;Oud Gereformeerde Kerk;Rouveen;0,5;1,5;0,0;0,1;0,0;0,0
NL:Q:16280230;Oud Gereformeerde Kerk;Rouveen;1,5;0,4;0,2;0,1;0,0;0,0
NL:Q:16280240;Conradsweg;Rouveen;0,5;1,1;0,0;0,0;0,0;0,0
NL:Q:16280250;Conradsweg;Rouveen;1,0;0,5;0,0;0,1;0,0;0,0
NL:Q:16280260;Schoolwijksweg;Rouveen;0,4;1,6;0,0;0,1;0,0;0,0
NL:Q:16280270;Schoolwijksweg;Rouveen;1,5;0,6;0,1;0,0;0,0;0,0
NL:Q:16280280;Dekkersweg;Rouveen;1,6;1,7;0,1;0,1;0,0;0,0
NL:Q:16280290;Dekkersweg;Rouveen;1,7;1,0;0,2;0,1;0,0;0,0
NL:Q:16300010;Gemeentehuis;Steenwijk;0,8;18,4;0,0;0,4;0,1;0,4
NL:Q:16300020;Gemeentehuis;Steenwijk;8,9;0,6;0,3;0,0;0,4;0,0
NL:Q:16300030;Vendelweg;Steenwijk;1,5;10,399999999999999;0,2;3,2;0,1;1,5
NL:Q:16300040;Vendelweg;Steenwijk;11,0;1,0;3,3;0,2;2,8;0,1
NL:Q:16300050;Matthijs Kiersstraat;Steenwijk;4,1000000000000005;9,8;0,3;3,5;0,3;1,3
NL:Q:16300070;Matthijs Kiersstraat;Steenwijk;5,6000000000000005;0,5;2,6;0,1;1,7;0,1
NL:Q:16301020;Station;Steenwijk;24,700000000000003;19,900000000000002;0,0;0,0;0,0;0,0
NL:Q:16380100;Haersterbroekweg;Zwolle;0,7;1,1;0,1;0,1;0,0;0,0
NL:Q:16380110;Haersterbroekweg;Zwolle;0,3;1,2;0,0;0,1;0,0;0,0
NL:Q:16380120;Steenwetering;Lichtmis;0,1;0,4;0,1;0,2;0,0;0,0
NL:Q:16380130;Steenwetering;Lichtmis;0,5;0,0;0,2;0,0;0,0;0,0
NL:Q:16380140;Meeleweg;Lichtmis;0,3;0,4;0,0;0,1;0,0;0,0
NL:Q:16380150;Meeleweg;Lichtmis;0,3;0,4;0,1;0,0;0,0;0,0
NL:Q:16380190;Busstation;Lichtmis;13,7;15,9;2,2;2,6;0,0;0,0
NL:Q:16580010;Noordeinde;Zwolle;0,1;1,2;0,0;0,6;0,0;0,4
NL:Q:16580020;Noordeinde;Zwolle;1,3;0,1;0,6;0,0;0,2;0,0
NL:Q:16580030;Westeinde;Zwolle;0,1;2,5;0,2;0,5;0,0;0,4
NL:Q:16580040;Westeinde;Zwolle;2,3;0,2;0,5;0,1;0,3;0,0
NL:Q:16580050;Markteweg;Zwolle;1,2;2,2;0,7;3,6;0,4;2,7
NL:Q:16580060;Markteweg;Zwolle;7,2;2,7;3,7;0,8;2,7;0,7
NL:Q:16580070;Kleefstraat;Zwolle;4,9;13,5;0,8;3,7;0,5;2,1
NL:Q:16580080;Kleefstraat;Zwolle;28,3;6,9;3,3;1,0;0,6;0,6
NL:Q:16680010;Dedemsweg;Ruitenveen;0,2;5,6;0,0;1,2;0,0;0,8
NL:Q:16680020;Dedemsweg;Ruitenveen;5,5;0,5;3,0;0,1;0,9;0,1
NL:Q:16680030;Kuitermansweg;Ruitenveen;0,1;2,6;0,1;0,8;0,0;0,5
NL:Q:16680040;Kuitermansweg;Ruitenveen;2,3;0,1;1,0;0,0;0,5;0,0
NL:Q:16680050;Nieuwe Kreuleweg;Ruitenveen;0,1;1,1;0,7;0,4;0,1;0,2
NL:Q:16680060;Nieuwe Kreuleweg;Ruitenveen;1,0;0,2;0,6;0,8;0,2;0,1
NL:Q:16680070;Hoevenweg;Ruitenveen;0,7;2,9;0,1;1,3;0,1;1,4
NL:Q:16680080;Hoevenweg;Ruitenveen;3,0;0,6;1,7;0,0;1,2;0,0
NL:Q:16680090;Middenweg;Ruitenveen;0,3;0,6;0,0;0,3;0,0;0,2
NL:Q:16680100;Middenweg;Ruitenveen;0,6;0,3;0,3;0,0;0,4;0,0
NL:Q:16680110;Nieuwendijk;Ruitenveen;0,7;0,9;0,3;0,8;0,0;0,3
NL:Q:16680120;Nieuwendijk;Ruitenveen;0,8;0,6;0,7;0,3;0,3;0,0
NL:Q:16780001;Schuilhut;Nieuwleusen;0,8;0,4;0,1;0,1;0,0;0,0
NL:Q:16780010;De Vlijt;Nieuwleusen;0,4;4,4;0,1;0,8;0,1;0,9
NL:Q:16780020;De Vlijt;Nieuwleusen;4,8;0,5;1,1;0,2;1,1;0,1
NL:Q:16780030;Oosterhulst;Nieuwleusen;0,1;2,3;0,1;0,5;0,0;0,4
NL:Q:16780040;Oosterhulst;Nieuwleusen;1,6;0,3;0,2;0,0;0,2;0,0
NL:Q:16780050;Den Hulst;Nieuwleusen;7,2;38,7;1,6;6,6;1,8;3,7
NL:Q:16780060;Den Hulst;Nieuwleusen;28,4;6,4;4,5;1,4;2,9;1,7
NL:Q:16780070;Bejaardencentrum;Nieuwleusen;2,7;17,5;0,9;7,5;0,6;6,5
NL:Q:16780080;Baron van Dedemstraat;Nieuwleusen;5,1;0,6;2,5;0,2;1,2;0,1
NL:Q:16780090;Gereformeerde Kerk;Nieuwleusen;3,5;22,3;1,0;7,7;0,6;4,7
NL:Q:16780100;Bejaardencentrum;Nieuwleusen;16,8;2,7;8,1;1,0;4,9;0,4
NL:Q:16780110;Zwembad;Nieuwleusen;1,8;22,2;0,9;5,8;0,2;4,1
NL:Q:16780120;Gereformeerde Kerk;Nieuwleusen;25,1;2,5;8,2;0,9;4,7;0,7
NL:Q:16780130;Centrum;Nieuwleusen;4,5;49,0;2,1;17,4;0,8;11,0
NL:Q:16780140;Zwembad;Nieuwleusen;25,1;2,0;7,3;1,0;3,9;0,4
NL:Q:16780150;Westeinde;Nieuwleusen;0,6;13,8;0,2;3,5;0,1;3,0
NL:Q:16780160;Centrum;Nieuwleusen;47,7;4,1;22,0;2,0;13,7;0,8
NL:Q:16780170;Bouwhuisweg;Nieuwleusen;0,4;6,4;0,2;1,8;0,1;1,1
NL:Q:16780180;Westeinde;Nieuwleusen;14,6;0,4;4,5;0,2;3,2;0,3
NL:Q:16780190;Molen;Nieuwleusen;0,2;4,8;0,1;1,6;0,1;1,4
NL:Q:16780200;Bouwhuisweg;Nieuwleusen;6,5;0,4;2,7;0,2;1,1;0,3
NL:Q:16780220;Molen;Nieuwleusen;4,2;0,3;1,4;0,2;1,4;0,1
NL:Q:16780300;Grote Markt;Nieuwleusen;1,8;0,1;0,5;0,0;0,0;0,0
NL:Q:16780310;Grote Markt;Nieuwleusen;0,0;1,0;0,0;0,2;0,0;0,0
NL:Q:16780560;Rollecater Brug;Nieuwleusen;1,5;1,5;0,0;0,0;0,0;0,0
NL:Q:16780570;Rollecater Brug;Nieuwleusen;1,2;1,6;0,0;0,0;0,0;0,0
NL:Q:17000040;Station;Hoogeveen;100,0;89,9;18,8;16,9;11,2;14,6
NL:Q:17000210;Buizerdlaan;Hoogeveen;11,3;10,4;1,6;1,0;1,5;0,5
NL:Q:17000220;Buizerdlaan;Hoogeveen;9,3;10,3;2,0;1,8;1,2;1,4
NL:Q:17000710;Mr. Cramerweg P+R;Hoogeveen;2,9;4,6;0,9;0,8;0,9;0,2
NL:Q:17000730;Mr. Cramerweg P+R;Hoogeveen;4,1;3,5;1,9;1,0;0,9;1,0
NL:Q:17000750;Buitenvaart;Hoogeveen;0,2;0,0;0,0;0,0;0,0;0,0
NL:Q:17000760;Buitenvaart;Hoogeveen;0,0;0,0;0,0;0,0;0,0;0,0
NL:Q:17001650;Willemskade;Hoogeveen;0,3;1,1;0,1;0,1;0,0;0,1
NL:Q:17001660;Willemskade;Hoogeveen;1,1;0,5;0,2;0,2;0,1;0,0
NL:Q:17003020;Industrieweg;Hoogeveen;1,9;0,1;0,0;0,0;0,1;0,0
NL:Q:17003030;Industrieweg;Hoogeveen;0,1;3,1;0,0;0,1;0,0;0,1
NL:Q:17003040;Tamboerpassage;Hoogeveen;10,0;2,9;2,6;0,4;1,0;0,1
NL:Q:17003050;Tamboerpassage;Hoogeveen;1,5;8,2;0,2;3,9;0,2;1,2
NL:Q:17003120;Wolfsbosstraat;Hoogeveen;4,1;5,9;0,4;0,7;0,5;0,1
NL:Q:17003130;Wolfsbosstraat;Hoogeveen;4,4;3,8;1,5;0,7;0,5;0,3
NL:Q:17003140;Valkenlaan;Hoogeveen;1,8;4,2;0,2;0,5;0,1;0,1
NL:Q:17003150;Valkenlaan;Hoogeveen;2,8;1,9;0,5;0,4;0,2;0,1
NL:Q:17003200;'t Haagje;Hoogeveen;9,6;6,5;1,8;0,6;0,8;0,5
NL:Q:17003210;'t Haagje;Hoogeveen;5,2;9,1;0,9;2,4;0,8;0,9
NL:Q:17190010;Buitenvaart;Hollandscheveld;2,5;1,6;0,1;0,2;0,1;0,0
NL:Q:17190020;Buitenvaart;Hollandscheveld;1,0;2,7;0,1;0,2;0,1;0,1
NL:Q:17190030;Opgaande 71;Hollandscheveld;0,6;0,5;0,0;0,1;0,0;0,0
NL:Q:17190040;Opgaande 71;Hollandscheveld;0,4;0,4;0,0;0,1;0,0;0,0
NL:Q:17190050;'t Hoekje;Hollandscheveld;6,7;8,0;0,2;1,2;0,2;0,6
NL:Q:17190060;'t Hoekje;Hollandscheveld;7,7;6,3;1,0;0,3;0,4;0,1
NL:Q:17190150;Carstensdijk;Zuideropgaande;1,4;2,5;0,1;0,3;0,1;0,1
NL:Q:17190160;Carstensdijk;Zuideropgaande;2,0;1,4;0,4;0,2;0,1;0,2
NL:Q:17190190;Schooldijkje;Zuideropgaande;0,0;0,0;0,0;0,0;0,0;0,0
NL:Q:17190200;Schooldijkje;Zuideropgaande;0,1;0,0;0,0;0,0;0,0;0,0
NL:Q:17290010;Riegshoogtendijk;Kerkenveld;0,0;0,0;0,0;0,0;0,0;0,0
NL:Q:17290020;Riegshoogtendijk;Kerkenveld;0,0;0,1;0,0;0,0;0,0;0,0
NL:Q:17290030;Gedempte Wijde Wijk;Kerkenveld;2,0;0,9;0,2;0,4;0,3;0,0
NL:Q:17290040;Gedempte Wijde Wijk;Kerkenveld;1,0;1,8;0,3;0,2;0,1;0,2
NL:Q:17290050;Ritmeesterweg;Kerkenveld;0,2;0,4;0,0;0,0;0,0;0,0
NL:Q:17290060;Ritmeesterweg;Kerkenveld;0,4;0,2;0,2;0,0;0,0;0,0
NL:Q:17290070;Riegshoogtendijk 3;Kerkenveld;0,0;0,0;0,0;0,0;0,0;0,0
NL:Q:17290080;Riegshoogtendijk 3;Kerkenveld;0,0;0,1;0,0;0,0;0,0;0,0
NL:Q:17290090;Hoogeveenseweg 33;Kerkenveld;0,2;0,1;0,0;0,0;0,0;0,0
NL:Q:17290100;Hoogeveenseweg 33;Kerkenveld;0,0;0,2;0,0;0,0;0,0;0,0
NL:Q:17290110;Braambergerweg;Kerkenveld;0,9;0,3;0,1;0,1;0,1;0,0
NL:Q:17290120;Braambergerweg;Kerkenveld;0,4;0,9;0,1;0,1;0,0;0,0
NL:Q:17290130;Hoogeveenseweg 11;Kerkenveld;0,1;0,1;0,0;0,1;0,0;0,0
NL:Q:17290140;Hoogeveenseweg 11;Kerkenveld;0,0;0,3;0,0;0,1;0,0;0,1
NL:Q:17350030;Riegshoogtendijk;Hollandscheveld;3,9;5,4;0,6;0,5;0,3;0,4
NL:Q:17350040;Riegshoogtendijk;Hollandscheveld;5,4;4,3;0,9;0,4;0,4;0,4
NL:Q:17350050;Jan Wintersdijkje;Zuideropgaande;0,9;0,9;0,1;0,2;0,0;0,1
NL:Q:17350060;Jan Wintersdijkje;Zuideropgaande;0,8;0,8;0,1;0,1;0,1;0,0
NL:Q:17480010;Centrum;Balkbrug;10,5;55,0;3,3;12,0;1,9;8,0
NL:Q:17480020;Centrum;Balkbrug;53,2;10,5;14,1;2,9;9,7;1,9
NL:Q:17480030;Zwolseweg;Balkbrug;0,2;3,9;0,0;1,8;0,1;1,6
NL:Q:17480040;Zwolseweg;Balkbrug;3,2;0,4;1,4;0,1;1,5;0,1
NL:Q:17480050;d 'Olde Heerd;Balkbrug;0,9;8,1;0,5;2,6;0,2;2,4
NL:Q:17480060;d 'Olde Heerd;Balkbrug;9,1;0,8;3,0;0,3;2,5;0,2
NL:Q:17480070;Zelhorstweg;Balkbrug;0,4;1,2;0,1;0,9;0,0;0,3
NL:Q:17480080;Zelhorstweg;Balkbrug;1,4;0,4;0,4;0,2;0,2;0,0
NL:Q:17480090;Nieuweweg (Sluis 4);Balkbrug;0,7;3,1;0,1;1,0;0,2;1,2
NL:Q:17480100;Nieuweweg (Sluis 4);Balkbrug;3,3;0,6;1,0;0,2;1,0;0,3
NL:Q:17481010;Ommerweg/Centrum;Balkbrug;0,0;0,0;0,0;0,0;0,0;0,0
NL:Q:17481020;Ommerweg/Centrum;Balkbrug;0,0;0,0;0,0;0,0;0,0;0,0
NL:Q:19000320;Trageldijk;Coevorden;0,7;0,1;0,0;0,0;0,0;0,0
NL:Q:19000330;Trageldijk;Coevorden;0,3;0,8;0,0;0,0;0,0;0,0
NL:Q:19001420;Station;Coevorden;17,9;17,6;0,0;0,0;0,0;0,0
NL:Q:19180200;Scheidijk;De Krim;0,1;0,1;0,0;0,0;0,0;0,0
NL:Q:19180210;Scheidijk;De Krim;0,0;0,0;0,0;0,0;0,0;0,0
NL:Q:19180220;Dommerskanaal;De Krim;0,5;0,4;0,0;0,0;0,0;0,0
NL:Q:19180230;Dommerskanaal;De Krim;0,7;0,5;0,0;0,0;0,0;0,0
NL:Q:19180260;Nieuwlandseweg;De Krim;0,2;0,2;0,0;0,0;0,0;0,0
NL:Q:19180270;Nieuwlandseweg;De Krim;0,2;0,3;0,0;0,0;0,0;0,0
NL:Q:19180280;N.H. Kerk;De Krim;1,5;3,4;0,0;0,0;0,0;0,0
NL:Q:19180290;N.H. Kerk;De Krim;3,6;0,8;0,0;0,0;0,0;0,0
NL:Q:19180300;Horstra's Wijk;De Krim;1,1;2,0;0,0;0,0;0,0;0,0
NL:Q:19180330;Horstra's Wijk;De Krim;2,7;1,0;0,0;0,0;0,0;0,0
NL:Q:19180332;Horstra's Wijk/Marsstraat;De Krim;0,0;0,2;0,0;0,0;0,0;0,0
NL:Q:19180335;Horstra's Wijk/Marsstraat;De Krim;0,1;0,0;0,0;0,0;0,0;0,0
NL:Q:19180350;Marsstraat;De Krim;0,8;0,3;0,0;0,0;0,0;0,0
NL:Q:19180450;Slagenweg/Lutteresweg;Ane;0,0;0,1;0,0;0,0;0,0;0,0
NL:Q:19180500;Hoofdweg;De Krim;0,1;0,1;0,0;0,0;0,0;0,0
NL:Q:19280010;Molenweg;De Krim;0,1;0,1;0,0;0,0;0,0;0,0
NL:Q:19280020;Molenweg;De Krim;0,2;0,2;0,0;0,0;0,0;0,0
NL:Q:19280030;Coevorderweg 171;De Krim;0,0;0,1;0,0;0,0;0,0;0,0
NL:Q:19280040;Coevorderweg 171;De Krim;0,2;0,0;0,0;0,0;0,0;0,0
NL:Q:19280050;Drukkerij Seinen;De Krim;0,2;0,1;0,0;0,0;0,0;0,0
NL:Q:19280060;Drukkerij Seinen;De Krim;0,1;0,1;0,0;0,0;0,0;0,0
NL:Q:19280070;Coevorderweg 105;De Krim;0,0;0,0;0,0;0,0;0,0;0,0
NL:Q:19280080;Coevorderweg 105;De Krim;0,0;0,0;0,0;0,0;0,0;0,0
NL:Q:19380010;Schuineslootweg;Slagharen;7,8;4,9;0,3;1,0;0,5;0,5
NL:Q:19380020;Schuineslootweg;Slagharen;4,8;7,6;0,5;0,7;0,7;0,6
NL:Q:19380030;Herenstraat 108;Slagharen;0,5;0,2;0,1;0,2;0,0;0,0
NL:Q:19380040;Herenstraat 108;Slagharen;0,1;0,9;0,0;0,1;0,0;0,0
NL:Q:19380050;Witmanweg;Slagharen;1,8;2,2;0,3;0,3;0,2;0,1
NL:Q:19380060;Witmanweg;Slagharen;1,3;3,1;0,0;0,3;0,1;0,2
NL:Q:19380070;Vergouwlaan;Slagharen;21,0;7,9;2,5;1,0;1,6;0,4
NL:Q:19380080;Vergouwlaan;Slagharen;9,2;15,9;1,2;1,7;0,7;1,2
NL:Q:19380151;Centrum;Lutten;94,5;9,7;13,3;2,0;8,5;1,1
NL:Q:19380162;Centrum;Lutten;9,5;97,1;2,6;14,7;2,5;9,4
NL:Q:19380191;Viaduct;Lutten;6,2;0,8;1,6;0,2;1,1;0,2
NL:Q:19380202;Viaduct;Lutten;0,7;5,9;0,1;2,1;0,1;0,9
NL:Q:19380280;Coevorderweg 89;Slagharen;0,1;0,4;0,0;0,0;0,0;0,0
NL:Q:19380290;Coevorderweg 89;Slagharen;0,3;0,1;0,0;0,0;0,0;0,0
NL:Q:19380301;Centrum;Slagharen;13,2;8,2;3,3;1,7;2,2;0,9
NL:Q:19380312;Centrum;Slagharen;7,5;14,5;1,2;4,2;1,2;2,0
NL:Q:19380313;Centrum;Slagharen;7,7;4,6;2,6;0,1;0,9;0,0
NL:Q:19380314;Centrum;Slagharen;3,4;7,3;0,0;2,6;0,0;1,2
NL:Q:19380320;Attractiepark;Slagharen;14,3;12,4;11,9;7,4;14,7;6,4
NL:Q:19380330;Attractiepark;Slagharen;11,8;14,2;8,1;12,2;6,6;7,3
NL:Q:19380340;Dedemsvaartseweg 84;Lutten;0,7;0,1;0,1;0,0;0,1;0,0
NL:Q:19380350;Dedemsvaartseweg 84;Lutten;0,0;0,5;0,0;0,1;0,0;0,0
NL:Q:19380360;Coevorderweg;Lutten;0,1;0,1;0,0;0,1;0,0;0,0
NL:Q:19380370;Coevorderweg;Lutten;0,1;0,1;0,0;0,0;0,0;0,0
NL:Q:19380380;Tottenhamstraat/Proatkoele;Lutten;0,1;0,2;0,0;0,1;0,0;0,0
NL:Q:19380390;Tottenhamstraat/Proatkoele;Lutten;0,3;0,0;0,0;0,0;0,0;0,0
NL:Q:19380400;Ongelukkige Wijk;Lutten;0,8;1,6;0,0;0,1;0,1;0,1
NL:Q:19380410;Ongelukkige Wijk;Lutten;1,3;0,5;0,0;0,0;0,1;0,0
NL:Q:19480010;Rheezerend 162;Dedemsvaart;0,8;0,2;0,1;0,0;0,2;0,0
NL:Q:19480020;Rheezerend 162;Dedemsvaart;0,3;0,6;0,0;0,0;0,0;0,1
NL:Q:19480030;Rheezerend;Dedemsvaart;0,5;0,6;0,1;0,3;0,0;0,1
NL:Q:19480040;Rheezerend;Dedemsvaart;0,7;0,6;0,3;0,1;0,1;0,0
NL:Q:19480050;Rheezerend 60;Dedemsvaart;0,3;0,2;0,2;0,1;0,0;0,0
NL:Q:19480060;Rheezerend 60;Dedemsvaart;0,2;0,5;0,1;0,1;0,1;0,0
NL:Q:19480070;Industrieweg;Dedemsvaart;1,5;0,9;0,1;0,0;0,0;0,0
NL:Q:19480080;Industrieweg;Dedemsvaart;0,7;1,8;0,0;0,1;0,0;0,0
NL:Q:19480090;Celsiusstraat;Dedemsvaart;3,2;0,3;0,4;0,0;0,1;0,0
NL:Q:19480100;Celsiusstraat;Dedemsvaart;0,2;3,0;0,1;0,3;0,0;0,0
NL:Q:19480110;Van Haeringenstraat;Dedemsvaart;1,2;0,1;0,1;0,0;0,0;0,0
NL:Q:19480120;Van Haeringenstraat;Dedemsvaart;0,0;1,5;0,0;0,2;0,0;0,1
NL:Q:19480130;De Magnolia;Dedemsvaart;6,4;22,1;3,3;4,4;1,6;3,4
NL:Q:19480140;De Magnolia;Dedemsvaart;26,1;8,8;4,4;2,3;4,5;1,3
NL:Q:19480150;Hazelaar;Dedemsvaart;4,3;21,5;0,5;4,4;0,2;2,7
NL:Q:19480160;Hazelaar;Dedemsvaart;20,0;3,9;4,4;0,9;2,6;0,4
NL:Q:19480170;Krikkenstraat;Dedemsvaart;3,7;7,2;0,5;2,2;0,4;0,9
NL:Q:19480180;Krikkenstraat;Dedemsvaart;6,1;4,6;1,3;0,7;0,9;0,6
NL:Q:19480190;Haitjema;Dedemsvaart;10,9;22,6;3,4;5,8;2,0;3,6
NL:Q:19480200;Haitjema;Dedemsvaart;23,2;11,0;6,9;3,0;4,8;1,5
NL:Q:19480230;Adelaarweg;Dedemsvaart;8,4;37,8;1,9;6,3;1,0;4,0
NL:Q:19480240;Adelaarweg;Dedemsvaart;40,4;7,4;6,3;1,7;5,2;0,6
NL:Q:19480250;Sportlaan;Dedemsvaart;7,7;16,8;1,2;3,9;0,5;2,9
NL:Q:19480260;Sportlaan;Dedemsvaart;14,2;7,6;3,0;1,1;2,7;1,0
NL:Q:19480290;Busstation;Dedemsvaart;19,5;69,3;1,3;11,6;1,4;9,7
NL:Q:19480300;Hoofdvaart 115;Dedemsvaart;1,8;0,1;0,3;0,0;0,3;0,1
NL:Q:19480310;Hoofdvaart 115;Dedemsvaart;0,3;1,7;0,0;0,7;0,0;0,3
NL:Q:19480320;Hoofdvaart 207;Dedemsvaart;1,5;0,1;0,3;0,0;0,3;0,0
NL:Q:19480330;Hoofdvaart 207;Dedemsvaart;0,0;1,5;0,0;0,5;0,0;0,2
