QUAYCODE;NAME;TOWN;INSTAP_WERK;UITSTAP_WERK;INSTAP_ZA;UITSTAP_ZA;INSTAP_ZO;UITSTAP_ZO
NL:Q:61400230;;;0,1;0,5;0,0;0,0;0,0;0,0
NL:Q:61400390;Vogelenzang;Andelst;0,0;0,0;0,0;0,0;0,0;0,0
NL:Q:61401001;Station Zetten-Andelst;Zetten;0,30000000000000004;19,400000000000002;0,0;0,0;0,0;0,0
NL:Q:61401002;Station Zetten-Andelst;Zetten;11,0;5,8;0,0;0,0;0,0;0,0
NL:Q:61401170;Monument;Andelst;0,6;0,1;0,0;0,0;0,0;0,0
NL:Q:61401210;Brittanjesingel;Zetten;0,7;9,2;0,0;0,0;0,0;0,0
NL:Q:61401230;Brittanjesingel;Zetten;0,0;0,1;0,0;0,0;0,0;0,0
NL:Q:61401240;Brittanjesingel;Zetten;7,2;0,30000000000000004;0,0;0,0;0,0;0,0
NL:Q:61401270;Stationsstraat;Zetten;0,0;0,3;0,0;0,0;0,0;0,0
NL:Q:61401280;Stationsstraat;Zetten;5,6;3,4;0,0;0,0;0,0;0,0
NL:Q:61401310;Hoofdstraat;Zetten;0,0;0,1;0,0;0,0;0,0;0,0
NL:Q:61401320;Hoofdstraat;Zetten;8,2;5,8999999999999995;0,0;0,0;0,0;0,0
NL:Q:61402230;Wilhelminastraat;Andelst;2,1;4,4;0,0;0,0;0,0;0,0
NL:Q:61402240;Wilhelminastraat;Andelst;4,8;2,2;0,0;0,0;0,0;0,0
NL:Q:61402270;Monument;Andelst;0,7999999999999999;2,0;0,0;0,0;0,0;0,0
NL:Q:61402280;Monument;Andelst;2,8000000000000003;0,5;0,0;0,0;0,0;0,0
NL:Q:61403230;Planetenlaan;Herveld;1,8;6,2;0,0;0,0;0,0;0,0
NL:Q:61403240;Planetenlaan;Herveld;7,3;1,6;0,0;0,0;0,0;0,0
NL:Q:61403270;Stenenkamerstraat;Herveld;2,3;9,3;0,0;0,0;0,0;0,0
NL:Q:61403280;Stenenkamerstraat;Herveld;10,5;2,4;0,0;0,0;0,0;0,0
NL:Q:61403310;De Hoge Hof;Herveld;2,8;7,4;0,0;0,0;0,0;0,0
NL:Q:61403320;De Hoge Hof;Herveld;9,4;3,1;0,0;0,0;0,0;0,0
NL:Q:61404230;'t Hoeveslag;Herveld;0,1;2,4;0,0;0,0;0,0;0,0
NL:Q:61404240;'t Hoeveslag;Herveld;2,6;0,1;0,0;0,0;0,0;0,0
NL:Q:61404310;Lechstraat;Herveld;0,4;3,4;0,0;0,0;0,0;0,0
NL:Q:61404320;Lechstraat;Herveld;2,8;0,4;0,0;0,0;0,0;0,0
NL:Q:61404350;Molen de Vink;Herveld;1,5;2,1;0,0;0,0;0,0;0,0
NL:Q:61404360;Molen de Vink;Herveld;2,4;1,3;0,0;0,0;0,0;0,0
NL:Q:61410010;Station;Tiel;11,3;4,9;1,3;0,8;1,0;1,0
NL:Q:61410030;Veemarkt;Tiel;12,2;35,6;1,5;23,900000000000002;1,2;11,700000000000001
NL:Q:61410040;;;4,4;0,3;0,1;3,7;0,0;1,0
NL:Q:61410050;Lingedijk;Tiel;1,8;0,7;0,8;0,3;0,3;0,1
NL:Q:61410070;Station Noordzijde;Tiel;19,3;6,3;9,9;2,5;7,3;1,2
NL:Q:61410080;Vrijthof;Tiel;2,2;2,1;0,0;0,0;0,0;0,0
NL:Q:61410090;Prinses Marijkelaan;Tiel;0,8;0,7;0,5;0,3;0,1;0,1
NL:Q:61410100;Latenstein;Tiel;0,1;0,1;0,0;0,0;0,0;0,0
NL:Q:61410110;Latenstein;Tiel;0,1;0,1;0,0;0,0;0,0;0,0
NL:Q:61410120;Prinses Marijkelaan;Tiel;0,2;1,4;0,1;0,6;0,0;0,1
NL:Q:61410130;Vrijthof;Tiel;2,7;2,0;0,0;0,0;0,0;0,0
NL:Q:61410140;Station Noordzijde;Tiel;2,2;30,5;1,0;17,6;0,6;11,7
NL:Q:61410160;Lingedijk;Tiel;0,2;3,7;0,1;1,9;0,0;1,1
NL:Q:61410180;Sportpark Ridderweide;Tiel;1,5;1,4;0,0;0,0;0,0;0,0
NL:Q:61410200;Sporthal de Betuwe;Tiel;6,7;1,1;0,0;0,0;0,0;0,0
NL:Q:61410210;Hoog Kellenseweg;Tiel;1,0;2,4;0,3;0,3;0,2;0,1
NL:Q:61410220;Batouwe;Tiel;0,6;0,2;0,0;0,0;0,0;0,0
NL:Q:61410240;Westlede;Tiel;0,5;1,2;0,0;0,0;0,0;0,0
NL:Q:61410250;Grote Brugse Grintweg;Tiel;2,7;1,7;0,9;0,7;0,8;0,4
NL:Q:61410260;Teisterbantlaan;Tiel;5,7;1,9;0,0;0,0;0,0;0,0
NL:Q:61410280;Papesteeg;Tiel;0,5;3,8;0,0;0,0;0,0;0,0
NL:Q:61410290;Station;Tiel;26,1;13,0;8,4;1,3;5,9;1,3
NL:Q:61410300;Heiligestraat;Tiel;0,2;0,6;0,0;0,0;0,0;0,0
NL:Q:61410310;Station;Tiel;31,8;5,5;9,9;1,2;8,6;1,8
NL:Q:61410320;Station;Tiel;17,9;4,4;12,6;0,9;10,7;1,1
NL:Q:61410330;Veemarkt;Tiel;38,0;22,0;22,5;4,1;13,6;2,7
NL:Q:61410340;Station;Tiel;14,1;4,2;1,3;0,8;1,0;1,0
NL:Q:61410350;;;0,2;0,0;3,3;0,1;1,2;0,1
NL:Q:61410380;Grote Brugse Grintweg;Tiel;2,1;2,2;0,8;1,3;0,9;0,8
NL:Q:61410390;Heiligestraat;Tiel;0,3;0,8;0,0;0,0;0,0;0,0
NL:Q:61410410;Papesteeg;Tiel;0,6;3,5;0,0;0,0;0,0;0,0
NL:Q:61410420;Hoog Kellenseweg;Tiel;0,2;1,2;0,1;0,2;0,0;0,0
NL:Q:61410430;Teisterbantlaan;Tiel;5,7;1,3;0,0;0,0;0,0;0,0
NL:Q:61410450;Westlede;Tiel;1,7;0,8;0,0;0,0;0,0;0,0
NL:Q:61410470;Batouwe;Tiel;0,3;0,8;0,0;0,0;0,0;0,0
NL:Q:61410490;Sporthal de Betuwe;Tiel;0,5;1,1;0,0;0,0;0,0;0,0
NL:Q:61410510;Sportpark Ridderweide;Tiel;0,1;2,1;0,0;0,0;0,0;0,0
NL:Q:61410530;Lingecollege;Tiel;1,8;4,9;0,0;0,0;0,0;0,0
NL:Q:61410580;Lingecollege;Tiel;4,5;2,3;0,0;0,0;0,0;0,0
NL:Q:61410610;De Hennepe;Tiel;1,5;3,4;0,5;1,3;0,5;1,3
NL:Q:61410640;Laan van Westroijen;Tiel;5,6;2,9;1,5;0,5;2,0;0,6
NL:Q:61410690;Laan van Westroijen;Tiel;5,4;6,0;3,6;1,7999999999999998;2,5;2,1
NL:Q:61410720;Rauwenhof;Tiel;0,6;0,4;0,0;0,1;0,0;0,1
NL:Q:61410730;Rauwenhof;Tiel;0,6;2,1;0,3;0,2;0,2;0,2
NL:Q:61410740;ROC Rivor;Tiel;8,5;17,1;0,2;0,2;0,1;0,0
NL:Q:61410750;Rauwenhof;Tiel;3,0;1,2;0,2;0,7;0,3;0,5
NL:Q:61410770;ROC Rivor;Tiel;13,7;12,1;0,0;0,2;0,1;0,0
NL:Q:61410970;Groenendaal Plus;Tiel;2,4;0,5;1,8;0,3;1,2;0,1
NL:Q:61410980;Groenendaal Plus;Tiel;0,7;1,2;0,4;1,0;0,3;0,7
NL:Q:61411000;Inundatiekanaal;Tiel;1,7;0,1;0,0;0,0;0,0;0,0
NL:Q:61411010;Inundatiekanaal;Tiel;0,1;0,6;0,0;0,0;0,0;0,0
NL:Q:61411050;Jhr. P.A. Reuchlinlaan;Tiel;0,2;0,6;0,0;0,0;0,0;0,0
NL:Q:61411060;Jhr. P.A. Reuchlinlaan;Tiel;0,1;0,5;0,0;0,0;0,0;0,0
NL:Q:61411070;Sportpark Rauwenhof;Tiel;1,4;0,4;0,4;0,1;0,5;0,1
NL:Q:61411080;Sportpark Rauwenhof;Tiel;0,3;1,4;0,0;0,2;0,1;0,5
NL:Q:61411100;Station;Tiel;22,6;59,5;8,5;20,9;5,1;20,9
NL:Q:61411101;;;21,3;2,1;6,8;0,3;11,2;1,4
NL:Q:61412090;Elzenpasch Zuid;Tiel;0,0;0,0;0,0;0,0;0,0;0,1
NL:Q:61412100;Elzenpasch Zuid;Tiel;0,0;0,0;0,2;0,0;0,2;0,1
NL:Q:61412110;Ziekenhuis Rivierenland;Tiel;4,3;1,6;0,2;0,2;0,3;0,1
NL:Q:61412120;Ziekenhuis Rivierenland;Tiel;1,1;4,5;0,2;0,4;0,0;0,4
NL:Q:61412130;Elzenpasch West;Tiel;0,0;0,0;0,3;0,2;0,1;0,1
NL:Q:61412140;Elzenpasch West;Tiel;0,0;0,0;0,2;0,3;0,1;0,2
NL:Q:61412150;Predikbroedersweg;Tiel;2,6;6,2;1,9;1,2000000000000002;1,5;1,4000000000000001
NL:Q:61412160;Predikbroedersweg;Tiel;8,3;2,3;2,0;1,2;1,5999999999999999;0,9
NL:Q:61412190;Waardenburglaan;Tiel;2,8;0,5;0,0;0,0;0,0;0,0
NL:Q:61412200;Waardenburglaan;Tiel;0,4;1,9;0,0;0,0;0,0;0,0
NL:Q:61412210;Wadenoijenlaan;Tiel;2,6;0,2;0,0;0,0;0,0;0,0
NL:Q:61412220;Wadenoijenlaan;Tiel;0,3;0,4;0,0;0,0;0,0;0,0
NL:Q:61420010;Pax Christi College;Druten;1,7000000000000002;16,4;0,1;8,4;0,2;4,7
NL:Q:61420030;Hermes Garage;Druten;1,8;9,2;0,4;6,5;0,5;5,0
NL:Q:61420050;Markt;Druten;4,699999999999999;28,700000000000003;2,2;23,5;1,4;14,3
NL:Q:61420070;Javaplein;Druten;2,3;6,5;0,4;6,2;0,3;4,5
NL:Q:61420100;Markt;Druten;27,5;5,8;24,200000000000003;3,8000000000000003;12,899999999999999;2,8
NL:Q:61420120;Hermes Garage;Druten;10,8;2,1;8,4;0,7;5,199999999999999;0,6
NL:Q:61420140;Pax Christi College;Druten;13,3;2,5;6,4;0,8999999999999999;3,8000000000000003;0,7999999999999999
NL:Q:61420160;Gemeentehuis;Druten;1,9;12,8;0,6000000000000001;10,7;0,5;8,2
NL:Q:61420180;Gemeentehuis;Druten;9,3;3,3;9,3;0,9;7,9;1,3
NL:Q:61420190;Kerkstraat;Puiflijk;1,0;4,6;0,4;1,6;0,3;1,0
NL:Q:61420200;Kerkstraat;Puiflijk;5,0;1,8;1,2;0,6;2,0;0,4
NL:Q:61420290;Javaplein;Druten;4,699999999999999;0,7;4,8;0,2;3,8;0,6
NL:Q:61420300;Koekoeksnest;Druten;9,6;3,5;4,8;1,7;4,0;1,3
NL:Q:61420310;Koekoeksnest;Druten;2,0;8,8;0,5;4,9;0,7;3,3
NL:Q:61420320;Westerhout;Puiflijk;4,7;6,5;1,3;1,7;1,5;1,5
NL:Q:61420330;Westerhout;Puiflijk;5,3;4,9;1,1;1,2;0,7;1,5
NL:Q:61420510;Scharenburg/N322;Druten;32,2;0,7;0,0;0,0;0,0;0,0
NL:Q:61420520;Scharenburg/N322;Druten;2,8;32,1;0,0;0,0;0,0;0,0
NL:Q:61421000;Busstation;Druten;193,5;145,5;29,0;2,6;43,1;3,8
NL:Q:61421001;Busstation;Druten;60,699999999999996;99,0;90,5;78,8;40,6;49,7
NL:Q:61421002;Busstation;Druten;236,8;233,5;1,0;0,8;2,5;1,9
NL:Q:61421004;Busstation;Druten;169,8;82,0;45,1;34,6;36,1;21,8
NL:Q:61421010;Busstation;Druten;24,9;98,1;7,3;29,5;10,9;24,8
NL:Q:61440010;Schaarsestraat;Bergharen;0,0;1,1;0,0;0,0;0,0;0,0
NL:Q:61440020;Schaarsestraat;Bergharen;1,7;0,0;0,0;0,0;0,0;0,0
NL:Q:61440030;De Weem;Bergharen;0,1;4,2;0,0;0,0;0,0;0,0
NL:Q:61440040;De Weem;Bergharen;4,6;0,1;0,0;0,0;0,0;0,0
NL:Q:61440070;Grotestraat;Bergharen;0,6;1,8;0,0;0,0;0,0;0,0
NL:Q:61440080;Grotestraat;Bergharen;2,3;0,0;0,0;0,0;0,0;0,0
NL:Q:61450020;Waalbandijk;Tuil;2,6;1,3;0,9;0,4;0,5;0,1
NL:Q:61450060;Achterweg;Waardenburg;5,4;2,8;1,0;0,6;0,4;0,2
NL:Q:61450090;Busstation;Waardenburg;9,4;11,8;1,5;2,5;0,6;1,2
NL:Q:61450130;Achterweg;Waardenburg;3,1;5,5;0,5;1,2;0,2;0,3
NL:Q:61450170;Waalbandijk;Tuil;1,1;2,4;0,2;0,8;0,1;0,3
NL:Q:61451010;McDonalds;Waardenburg;1,2;0,8;0,0;0,0;0,0;0,0
NL:Q:61451190;Busstation;Waardenburg;11,5;10,9;2,8;1,2;1,1;0,5
NL:Q:61451290;Rijweg;Waardenburg;1,9;0,8;0,2;0,8;0,0;0,1
NL:Q:61451300;Rijweg;Neerijnen;0,9;1,7;1,6;0,2;0,3;0,0
NL:Q:61470010;Lutterveld;Erichem;0,8;0,5;0,2;0,2;0,3;0,2
NL:Q:61470020;Oranjehof;Buren;1,5;3,9;1,5;1,2;0,3;1,0
NL:Q:61470030;Binnenstraat;Erichem;0,8;0,3;0,2;0,2;0,2;0,1
NL:Q:61470050;Kerk;Erichem;1,0;0,5;0,3;0,5;0,2;0,2
NL:Q:61470060;Kerk;Erichem;0,6;0,9;0,3;0,4;0,1;0,2
NL:Q:61470070;Erichemseweg;Erichem;0,2;0,1;0,1;0,0;0,0;0,0
NL:Q:61470080;Ridder Alartlaan;Buren;4,8;8,7;1,9;1,2;1,4;1,1
NL:Q:61470090;Ridder Alartlaan;Buren;9,2;4,9;1,7;1,5;1,2;0,8
NL:Q:61470100;Erichemseweg;Erichem;0,1;0,3;0,0;0,1;0,0;0,0
NL:Q:61470120;Plantsoen;Buren;4,1;4,9;3,4;3,9;2,4;2,9
NL:Q:61470130;Plantsoen;Buren;4,5;3,6;4,2;2,8;4,5;1,7
NL:Q:61470140;Binnenstraat;Erichem;0,2;0,7;0,3;0,3;0,1;0,1
NL:Q:61470150;Oranjehof;Buren;4,1;1,3;1,5;1,1;1,0;0,3
NL:Q:61470160;Lutterveld;Erichem;0,4;0,8;0,2;0,1;0,1;0,3
NL:Q:61490010;Tielsestraat 43;Maurikseveld;0,0;0,2;0,0;0,1;0,0;0,0
NL:Q:61490020;Mauriksestraat;Maurikseveld;0,1;0,1;0,0;0,1;0,0;0,0
NL:Q:61490030;Tielsestraat 68;Maurikseveld;0,1;0,0;0,0;0,0;0,0;0,0
NL:Q:61490040;Tielsestraat 68;Maurikseveld;0,1;0,0;0,0;0,0;0,0;0,0
NL:Q:61490050;Mauriksestraat;Maurikseveld;0,0;0,1;0,1;0,1;0,0;0,0
NL:Q:61490060;Tielsestraat 43;Maurikseveld;0,0;0,2;0,0;0,1;0,1;0,0
NL:Q:61490070;Beldert;Maurik;0,4;2,1;0,3;2,4;0,1;0,8
NL:Q:61490080;Beldert;Maurik;1,4;0,7;2,0;0,8;1,2;0,3
NL:Q:61500010;Waggelekooy;Andelst;0,0;0,0;0,0;0,0;0,0;0,0
NL:Q:61500030;De Drie Akkers;Dodewaard;0,0;0,0;0,0;0,0;0,0;0,0
NL:Q:61500040;Betonfabriek;Dodewaard;0,7;1,3;0,0;0,0;0,0;0,0
NL:Q:61500050;Molenhofstraat;Wely;0,1;0,0;0,0;0,0;0,0;0,0
NL:Q:61500060;De Maten;Dodewaard;0,7;1,2;0,0;0,0;0,0;0,0
NL:Q:61500070;Smalleweg;Hien;0,1;0,0;0,0;0,0;0,0;0,0
NL:Q:61500080;Molenpol;Dodewaard;1,6;1,2;0,0;0,0;0,0;0,0
NL:Q:61500090;Welysestraat;Hien;0,0;0,0;0,0;0,0;0,0;0,0
NL:Q:61500100;Pluimenburgsestraat;Dodewaard;0,2;0,3;0,0;0,0;0,0;0,0
NL:Q:61500110;Kerk;Hien;0,0;0,0;0,0;0,0;0,0;0,0
NL:Q:61500120;Kerk;Hien;0,0;0,0;0,0;0,0;0,0;0,0
NL:Q:61500130;Pluimenburgsestraat;Dodewaard;0,1;0,4;0,0;0,0;0,0;0,0
NL:Q:61500140;Welysestraat;Hien;0,0;0,1;0,0;0,0;0,0;0,0
NL:Q:61500150;Molenpol;Dodewaard;1,5;1,2;0,0;0,0;0,0;0,0
NL:Q:61500160;Smalleweg;Hien;0,0;0,1;0,0;0,0;0,0;0,0
NL:Q:61500170;De Maten;Dodewaard;1,2;0,4;0,0;0,0;0,0;0,0
NL:Q:61500180;Molenhofstraat;Dodewaard;0,1;0,1;0,0;0,0;0,0;0,0
NL:Q:61500190;Betonfabriek;Dodewaard;0,4;0,8;0,0;0,0;0,0;0,0
NL:Q:61500200;De Drie Akkers;Dodewaard;0,0;0,0;0,0;0,0;0,0;0,0
NL:Q:61500220;Waggelekooy;Andelst;0,0;0,0;0,0;0,0;0,0;0,0
NL:Q:61510050;Voorstraat;Echteld;3,2;3,1;2,0;1,5;2,1;0,7
NL:Q:61510120;Voorstraat;Echteld;2,4;2,7;0,7;2,5;0,6;1,1
NL:Q:61520040;Veesteeg;Boven-Leeuwen;0,7;1,6;0,1;0,3;0,1;0,2
NL:Q:61520050;Veesteeg;Boven-Leeuwen;0,7;1,6;0,1;0,3;0,1;0,2
NL:Q:61520210;Molenstraat;Boven-Leeuwen;14,7;18,1;4,1;4,3;4,2;3,4
NL:Q:61520220;Molenstraat;Boven-Leeuwen;19,0;14,7;5,1;4,0;3,8;3,0
NL:Q:61520230;Akkerstraat;Beneden-Leeuwen;44,3;48,8;14,0;14,4;16,4;11,2
NL:Q:61520240;Akkerstraat;Beneden-Leeuwen;53,7;40,7;17,9;9,6;14,7;10,1
NL:Q:61520250;Veesteeg;Boven-Leeuwen;19,6;13,2;4,6;2,6;3,9000000000000004;2,0
NL:Q:61520260;Veesteeg;Boven-Leeuwen;13,3;19,3;2,8;4,4;3,4;2,9
NL:Q:61520350;Prins Willem Alexanderbrug;Beneden-Leeuwen;11,8;13,799999999999999;3,2;3,3;3,5;3,0
NL:Q:61520360;Prins Willem Alexanderbrug;Beneden-Leeuwen;15,9;11,8;3,8;2,5;2,5;3,2
NL:Q:61550060;Zorgcentrum Wittenberg;Haaften;11,0;5,5;3,4;1,1;2,1;1,0
NL:Q:61550080;Dorp;Haaften;11,4;4,7;3,7;1,8;2,4;1,2
NL:Q:61550130;;;0,0;1,3;0,0;0,0;0,0;0,0
NL:Q:61550150;Dorp;Haaften;4,8;11,9;1,7;2,4;0,9;2,4
NL:Q:61550170;Zorgcentrum Wittenberg;Haaften;7,6;7,7;2,0;2,2;1,2;1,1
NL:Q:61550310;Hertog Karelweg/Kerkewaard;Haaften;0,8;1,3;0,1;0,2;0,0;0,1
NL:Q:61550320;Hertog Karelweg/Kerkewaard;Haaften;1,4;1,6;0,3;0,1;0,2;0,1
NL:Q:61550330;;;0,4;0,6;0,0;0,0;0,0;0,0
NL:Q:61551060;Marijkestraat;Haaften;1,3;0,9;0,6;0,4;0,2;0,1
NL:Q:61551170;Marijkestraat;Haaften;1,2;1,4;0,3;0,4;0,1;0,1
NL:Q:61570030;Krupheulstraat;Asch;0,4;0,1;0,3;0,1;0,1;0,0
NL:Q:61570040;De Kamp;Zoelmond;0,3;0,9;0,1;0,4;0,2;0,2
NL:Q:61570050;Kerkpad;Asch;1,5;0,6;0,4;0,2;0,2;0,4
NL:Q:61570060;Kerk;Zoelmond;5,2;8,3;1,2;2,3;0,6;1,8
NL:Q:61570070;Kerk;Zoelmond;8,5;4,0;2,6;1,1;1,9;0,6
NL:Q:61570080;Kerkpad;Asch;0,7;0,9;0,2;0,4;0,4;0,3
NL:Q:61570090;De Kamp;Zoelmond;1,0;0,1;0,4;0,0;0,3;0,0
NL:Q:61570100;Krupheulstraat;Asch;0,1;0,4;0,0;0,3;0,0;0,2
NL:Q:61570120;'t Hanenest;Asch;0,1;0,1;0,0;0,0;0,2;0,0
NL:Q:61570130;'t Hanenest;Asch;0,1;0,0;0,0;0,0;0,1;0,0
NL:Q:61570210;Het Molenhuis;Beusichem;1,3;0,3;0,5;0,3;0,4;0,1
NL:Q:61570220;Het Molenhuis;Beusichem;0,3;1,1;0,2;0,4;0,1;0,2
NL:Q:61580010;De Heuvel;Rijswijk;0,1;0,0;0,0;0,0;0,0;0,0
NL:Q:61580020;De Heuvel;Rijswijk;0,1;0,1;0,0;0,0;0,0;0,0
NL:Q:61580030;De Kleine Taveerne;Rijswijk;0,1;0,0;0,0;0,0;0,0;0,0
NL:Q:61580040;De Kleine Taveerne;Rijswijk;0,0;0,1;0,0;0,0;0,0;0,0
NL:Q:61580050;Prinses Marijkesluis;Rijswijk;0,2;0,1;0,0;0,0;0,0;0,0
NL:Q:61580060;Prinses Marijkesluis;Rijswijk;0,0;0,3;0,0;0,0;0,0;0,0
NL:Q:61589010;Vlierenhut;Zoelmond;0,1;0,1;0,0;0,0;0,0;0,0
NL:Q:61589020;Vlierenhut;Zoelmond;0,0;0,2;0,0;0,0;0,0;0,0
NL:Q:61589030;van Dieen;Ravenswaaij;0,0;0,1;0,0;0,0;0,0;0,0
NL:Q:61589040;van Dieen;Ravenswaaij;0,0;0,1;0,0;0,0;0,0;0,0
NL:Q:61589050;Donkerstraat;Ravenswaaij;0,2;0,0;0,0;0,0;0,0;0,0
NL:Q:61589060;Donkerstraat;Ravenswaaij;0,1;0,2;0,0;0,0;0,0;0,0
NL:Q:61589070;Ravenswaaijse steeg;Ravenswaaij;0,1;0,0;0,0;0,0;0,0;0,0
NL:Q:61589080;Ravenswaaijse steeg;Ravenswaaij;0,0;0,0;0,0;0,0;0,0;0,0
NL:Q:61589100;Anna's Hoeve;Ravenswaaij;0,0;0,0;0,0;0,0;0,0;0,0
NL:Q:61589110;Anna's Hoeve;Ravenswaaij;0,0;0,0;0,0;0,0;0,0;0,0
NL:Q:61589140;Hoekenburgplein;Rijswijk;0,6;0,6;0,0;0,0;0,0;0,0
NL:Q:61589150;Hoekenburgplein;Rijswijk;0,3;0,5;0,0;0,0;0,0;0,0
NL:Q:61590020;Tielsestraat;Maurik;3,0;1,8;1,4;0,4;0,5;0,1
NL:Q:61590030;Patrijs;Maurik;0,0;0,0;0,0;0,0;0,0;0,0
NL:Q:61590040;Meidoornstraat;Maurik;11,4;3,9;3,5;1,0;2,9;0,9
NL:Q:61590060;Raadhuisstraat;Maurik;5,0;11,7;1,5;4,0;1,4;2,7
NL:Q:61590070;Muziektent;Eck En Wiel;5,2;6,7;1,2;2,4;0,5;1,7
NL:Q:61590080;Brandweerkazerne;Maurik;14,9;4,8;5,4;1,2;2,5;1,1
NL:Q:61590090;Gemeentehuis;Maurik;0,0;0,3;0,0;0,0;0,0;0,0
NL:Q:61590100;Sportpark;Maurik;0,6;0,9;0,7;0,4;0,2;0,1
NL:Q:61590110;Homoetsestraat;Eck En Wiel;1,2;0,5;0,2;0,0;0,2;0,1
NL:Q:61590120;Homoetsestraat;Eck En Wiel;0,5;0,8;0,2;0,1;0,1;0,1
NL:Q:61590130;Sportpark;Maurik;0,3;1,0;0,2;0,9;0,1;0,3
NL:Q:61590150;Brandweerkazerne;Maurik;5,6;11,9;2,0;3,4;0,9;2,4
NL:Q:61590160;Muziektent;Eck En Wiel;7,8;4,2;3,8;1,8;2,5;0,9
NL:Q:61590170;Raadhuisstraat;Maurik;13,6;4,4;6,7;1,8;5,0;1,4
NL:Q:61590180;Patrijs;Maurik;0,0;0,0;0,0;0,0;0,0;0,0
NL:Q:61590210;Tielsestraat;Maurik;1,7;3,4;0,2;1,2;0,2;0,4
NL:Q:61590230;Doejenburg;Maurik;0,1;0,2;0,0;0,1;0,1;0,1
NL:Q:61590240;Doejenburg;Maurik;0,8;0,3;0,3;0,0;0,0;0,0
NL:Q:61590270;Meidoornstraat;Maurik;3,0;9,6;0,8;3,3;0,5;2,2
NL:Q:61590340;Dorpsstraat;Ingen;4,5;4,5;1,1;2,3;0,6;1,2
NL:Q:61590350;Dorpsstraat;Ingen;3,4;5,2;2,2;1,8;1,6;1,2
NL:Q:61590400;Zorgcentrum De Valentijn;Maurik;0,2;0,0;0,0;0,0;0,0;0,0
NL:Q:61599010;Parkstraat;Maurik;0,0;0,0;0,0;0,0;0,0;0,0
NL:Q:61599020;Parkstraat;Maurik;0,0;0,0;0,0;0,0;0,0;0,0
NL:Q:61599030;Van de Geerstraat;Maurik;0,2;0,1;0,0;0,0;0,0;0,0
NL:Q:61599040;Van de Geerstraat;Maurik;0,0;0,3;0,0;0,0;0,0;0,0
NL:Q:61599050;Cafe van Dijk;Maurik;0,4;0,1;0,0;0,0;0,0;0,0
NL:Q:61599060;Cafe van Dijk;Maurik;0,0;0,8;0,0;0,0;0,0;0,0
NL:Q:61599100;Ibisstraat;Maurik;0,1;0,2;0,0;0,0;0,0;0,0
NL:Q:61599110;Prinses Marijkelaan;Maurik;0,1;0,2;0,0;0,0;0,0;0,0
NL:Q:61599120;Prinses Marijkelaan;Maurik;0,0;1,7;0,0;0,0;0,0;0,0
NL:Q:61600020;Tielsestraat;Opheusden;0,0;0,0;0,0;0,0;0,0;0,0
NL:Q:61600030;Station;Opheusden;0,3;0,9;0,0;0,0;0,0;0,0
NL:Q:61600040;De Oude Stomerij;Opheusden;0,0;0,0;0,0;0,0;0,0;0,0
NL:Q:61600050;Tolsestraat;Opheusden;0,1;0,3;0,0;0,0;0,0;0,0
NL:Q:61600060;Opheusdenseveer;Opheusden;0,1;0,1;0,0;0,0;0,0;0,0
NL:Q:61600070;Dalwagenseweg;Opheusden;0,1;0,3;0,0;0,0;0,0;0,0
NL:Q:61600090;Gemeentehuis;Opheusden;0,4;0,9;0,0;0,0;0,0;0,0
NL:Q:61600120;Gemeentehuis;Opheusden;0,4;0,4;0,0;0,0;0,0;0,0
NL:Q:61600140;Dalwagenseweg;Opheusden;0,0;0,2;0,0;0,0;0,0;0,0
NL:Q:61600150;Opheusdenseveer;Opheusden;0,1;0,1;0,0;0,0;0,0;0,0
NL:Q:61600160;Tolsestraat;Opheusden;0,4;0,2;0,0;0,0;0,0;0,0
NL:Q:61600180;Station;Opheusden;2,5;0,6;0,0;0,0;0,0;0,0
NL:Q:61600190;Tielsestraat;Opheusden;0,0;0,0;0,0;0,0;0,0;0,0
NL:Q:61600210;De Oude Stomerij;Opheusden;0,0;0,0;0,0;0,0;0,0;0,0
NL:Q:61610030;Keizerstraat;Ijzendoorn;2,6;2,7;1,5;0,5;1,0;0,4
NL:Q:61610040;Keizerstraat;Ijzendoorn;3,0;2,1;0,6;0,9;0,2;0,9
NL:Q:61610130;De Heuning;Ochten;1,8;3,2;0,1;0,2;0,2;0,1
NL:Q:61610140;De Heuning;Ochten;2,7;1,9;0,2;0,2;0,0;0,2
NL:Q:61610400;Brandweerkazerne;Ochten;5,7;5,5;3,9;1,5;2,2;0,5
NL:Q:61610410;Brandweerkazerne;Ochten;5,6;5,9;1,3;2,5;0,6;1,8
NL:Q:61610420;Burgemeester Houtkoperlaan;Ochten;5,7;5,9;2,9;0,9;1,4;0,7
NL:Q:61610430;Burgemeester Houtkoperlaan;Ochten;7,2;4,9;1,8;1,2;1,4;0,9
NL:Q:61610440;Carpoolplaats;Ochten;2,4;3,8;0,3;1,3;0,4;0,6
NL:Q:61610450;Carpoolplaats;Ochten;2,4;2,2;0,7;0,5;0,3;0,7
NL:Q:61650160;Irenestraat;Hellouw;2,8;4,6;1,5;1,0;0,8;0,6
NL:Q:61650170;Irenestraat;Hellouw;4,3;2,9;1,5;1,2;0,5;0,9
NL:Q:61650180;Zandsteeg;Herwijnen;1,4;1,6;0,1;1,0;0,1;0,3
