CONCESSIE;QUAYCODE;NAME;TOWN;INSTAP_WERK;UITSTAP_WERK;INSTAP_ZA;UITSTAP_ZA;INSTAP_ZO;UITSTAP_ZO
20;NL:Q:40008840;Brekelenkampstraat;Arnhem;2,2;1,6;2,6;1,6;1,2;0,4
20;NL:Q:40120010;Aansluiting A12;Duiven;3,9;1,0;11,2;2,0;3,2;0,6
20;NL:Q:40120030;Hotel De Roskam;Rheden;0,2;0,2;0,0;0,0;0,0;0,0
20;NL:Q:40120050;Beekhuizenseweg;Velp;1,1;1,0;0,0;0,0;0,0;0,0
20;NL:Q:40120060;Beekhuizenseweg;Velp;1,9;2,2;0,0;0,0;0,0;0,0
20;NL:Q:40120250;Nordlaan;Velp;0,9;8,3;0,0;0,0;0,0;0,0
20;NL:Q:40120260;Nordlaan;Velp;7,3;1,0;0,0;0,0;0,0;0,0
20;NL:Q:40120290;Emmastraat;Velp;2,5;3,5;0,0;0,0;0,0;0,0
20;NL:Q:40120300;Emmastraat;Velp;3,3;2,3;0,0;0,0;0,0;0,0
20;NL:Q:40123950;Velperbroek;Velp;3,0;3,0;2,5;7,0;0,7;2,1
20;NL:Q:40123960;Velperbroek;Velp;4,1;11,3;7,0;3,3;2,6;1,6
20;NL:Q:40123990;Ziekenhuis/Waterstraat;Velp;2,9;5,2;1,1;7,4;0,4;3,3
20;NL:Q:40124000;Ziekenhuis/Waterstraat;Velp;3,6;0,5;4,4;1,0;1,6;0,2
20;NL:Q:40124030;Haverland;Velp;0,2;3,9;0,6;7,6;0,2;2,4
20;NL:Q:40124040;Haverland;Velp;2,6;0,2;4,5;0,6;1,4;0,2
20;NL:Q:40124050;Graaf Ottostraat;Velp;0,5;4,5;1,7;5,7;0,7;2,3
20;NL:Q:40124060;Graaf Ottostraat;Velp;3,1;0,9;5,1;2,0;1,9;0,8
20;NL:Q:40124070;Graaf Gerhardstraat;Velp;1,1;3,8;0,8;3,2;0,2;1,8
20;NL:Q:40124080;Graaf Gerhardstraat;Velp;3,1;1,1;1,9;0,7;1,0;0,2
20;NL:Q:40124090;Brekelenkampstraat;Arnhem;1,6;1,8;1,9;4,0;0,4;1,3
20;NL:Q:41220220;Hotel De Roskam;Rheden;0,1;0,3;0,0;0,0;0,0;0,0
20;NL:Q:41220550;NH Kerk;Rheden;1,6;0,9;0,0;0,0;0,0;0,0
20;NL:Q:41220560;NH Kerk;Rheden;0,7;2,0;0,0;0,0;0,0;0,0
20;NL:Q:41220570;Oranjeweg;Rheden;4,7;0,7;0,0;0,0;0,0;0,0
20;NL:Q:41220580;Oranjeweg;Rheden;0,7;5,2;0,0;0,0;0,0;0,0
20;NL:Q:41220590;v. Heerdtplein;Rheden;3,0;0,2;0,0;0,0;0,0;0,0
20;NL:Q:41220600;v. Heerdtplein;Rheden;0,2;3,9;0,0;0,0;0,0;0,0
20;NL:Q:41220650;Overweg;Rheden;1,5;1,6;0,0;0,0;0,0;0,0
20;NL:Q:41230010;Groenestraat;Giesbeek;2,0;0,6;2,4;0,5;0,8;0,1
20;NL:Q:41230030;Kerkstraat;Lathum;2,1;0,3;2,9;0,2;0,5;0,1
20;NL:Q:41230040;Kerkstraat;Lathum;0,3;2,1;0,3;3,6;0,1;1,2
20;NL:Q:41230050;Rijderbosweg;Lathum;0,1;0,1;0,1;0,0;0,0;0,0
20;NL:Q:41230060;Rijderbosweg;Lathum;0,1;0,1;0,1;0,2;0,0;0,1
20;NL:Q:41230080;Aansluiting A12;Duiven;0,8;3,0;1,4;11,8;0,4;3,2
20;NL:Q:41270010;Eikenlaan;Kranenburg;0,6;0,4;0,0;0,0;0,0;0,0
20;NL:Q:41270020;Eikenlaan;Kranenburg;0,1;0,1;0,0;0,0;0,0;0,0
20;NL:Q:41270030;Heiligenbeeldenmuseum;Kranenburg;0,2;0,0;0,0;0,0;0,0;0,0
20;NL:Q:41270040;Heiligenbeeldenmuseum;Kranenburg;0,1;0,5;0,0;0,0;0,0;0,0
20;NL:Q:41270060;;;0,0;0,0;0,0;0,0;0,0;0,0
20;NL:Q:41310020;Raadhuisstraat;Vorden;0,0;0,2;0,0;0,0;0,0;0,0
20;NL:Q:41310030;Centrum;Vorden;0,1;1,7;0,0;0,0;0,0;0,0
20;NL:Q:41310040;Centrum;Vorden;1,8;0,7;0,0;0,0;0,0;0,0
20;NL:Q:41310050;De Horsterkamp Zuid;Vorden;1,2;3,6;0,3;1,1;0,1;0,4
20;NL:Q:41310060;De Horsterkamp Zuid;Vorden;3,7;1,8;1,0;0,4;0,2;0,3
20;NL:Q:41310070;Villa Nuova;Vorden;0,1;0,8;0,0;0,0;0,0;0,0
20;NL:Q:41310080;Villa Nuova;Vorden;0,9;0,2;0,0;0,0;0,0;0,0
20;NL:Q:41310090;Raadhuisstraat;Vorden;0,3;0,2;0,0;0,0;0,0;0,0
20;NL:Q:41310290;Station;Vorden;147,3;125,3;40,1;30,0;26,8;31,4
20;NL:Q:41310293;Station;Vorden;0,2;0,1;0,0;0,0;0,0;0,0
20;NL:Q:41310330;De Bleek;Vorden;0,0;5,4;0,0;2,7;0,0;1,0
20;NL:Q:41310340;De Bleek;Vorden;3,3;0,3;1,4;0,4;1,0;0,2
20;NL:Q:41310350;De Wehme;Vorden;0,1;0,2;0,0;0,0;0,0;0,0
20;NL:Q:41310360;De Wehme;Vorden;0,1;0,1;0,0;0,0;0,0;0,0
20;NL:Q:41310400;Netwerkweg;Vorden;0,0;0,0;0,0;0,0;0,0;0,0
20;NL:Q:41310420;Handelsweg;Vorden;0,0;0,0;0,0;0,0;0,0;0,0
20;NL:Q:41310440;Ambachtsweg;Vorden;0,0;0,0;0,0;0,0;0,0;0,0
20;NL:Q:41310480;Dienstenweg;Vorden;0,2;0,0;0,0;0,0;0,0;0,0
20;NL:Q:41310500;;;0,1;0,8;0,0;0,0;0,0;0,0
20;NL:Q:41330030;Wielbergen;Angerlo;0,2;0,1;0,2;0,2;0,2;0,0
20;NL:Q:41330040;Wielbergen;Angerlo;0,1;0,2;0,5;0,3;0,0;0,2
20;NL:Q:41330050;Bingerdenseweg;Angerlo;0,0;0,1;0,2;0,1;0,1;0,1
20;NL:Q:41330060;Bingerdenseweg;Angerlo;0,0;0,2;0,1;0,3;0,0;0,1
20;NL:Q:41330070;Tutenburgsestraat;Giesbeek;0,4;0,2;0,5;0,4;0,2;0,0
20;NL:Q:41330080;Tutenburgsestraat;Giesbeek;0,1;0,4;0,1;0,9;0,0;0,3
20;NL:Q:41330090;Zwalmstraat;Giesbeek;13,0;10,9;12,5;12,6;3,9;3,9
20;NL:Q:41330120;Groenestraat;Giesbeek;0,5;2,1;0,3;3,2;0,1;1,3
20;NL:Q:41330170;Beumerskamp;Doesburg;8,7;3,6;9,8;2,8;3,6;0,5
20;NL:Q:41400010;De Boggelaar;Warnsveld;0,8;0,4;0,0;0,0;0,0;0,0
20;NL:Q:41400020;De Boggelaar;Warnsveld;0,3;0,7;0,0;0,0;0,0;0,0
20;NL:Q:41400110;Kasteel Hackfort;Vorden;0,2;0,1;0,0;0,0;0,0;0,0
20;NL:Q:41400120;Kasteel Hackfort;Vorden;0,1;0,2;0,0;0,0;0,0;0,0
20;NL:Q:41410030;Gemeentehuis;Hengelo;11,4;19,2;2,6;6,2;3,8;3,1
20;NL:Q:41410040;Gemeentehuis;Hengelo;18,0;11,9;5,8;3,3;3,6;2,6
20;NL:Q:41410150;Van Neck;Hengelo;1,1;1,9;0,2;0,3;0,4;0,1
20;NL:Q:41410160;Van Neck;Hengelo;2,1;1,4;0,2;0,6;0,1;0,5
20;NL:Q:41410190;Vordenseweg;Hengelo;9,0;9,5;2,7;2,8;2,0;1,6
20;NL:Q:41410210;Banninkstraat;Hengelo;11,3;15,2;2,5;5,0;3,6;3,0
20;NL:Q:41410230;Vordenseweg;Hengelo;8,8;8,3;2,2;3,2;1,9;1,4
20;NL:Q:41410250;Banninkstraat;Hengelo;15,3;12,3;4,7;4,3;2,9;3,2
20;NL:Q:41420010;NH Kerk;Drempt;1,9;1,8;1,1;1,1;0,4;0,4
20;NL:Q:41420110;Beinum;Doesburg;1,8;1,7;2,5;1,9;1,0;0,4
20;NL:Q:41420120;Beinum;Doesburg;2,0;0,6;1,4;1,6;0,4;0,8
20;NL:Q:41420130;Potsmaat;Doesburg;1,9;2,0;2,8;1,2;0,4;0,4
20;NL:Q:41420140;Potsmaat;Doesburg;1,7;1,5;0,9;2,2;0,2;0,6
20;NL:Q:41420150;tunnel Angerlo;Doesburg;3,4;2,8;4,2;2,2;1,2;0,6
20;NL:Q:41420160;tunnel Angerlo;Doesburg;4,4;3,3;1,7;4,3;0,4;1,2
20;NL:Q:41420180;Beumerskamp;Doesburg;6,2;6,5;2,9;11,8;0,6;3,4
20;NL:Q:41420210;Kraakselaan;Doesburg;26,6;8,0;12,4;8,3;2,7;2,6
20;NL:Q:41420220;Kraakselaan;Doesburg;7,2;33,4;9,2;10,9;3,1;3,2
20;NL:Q:41420230;Meipoort;Doesburg;9,4;8,4;11,7;5,1;3,0;1,1
20;NL:Q:41420240;Meipoort;Doesburg;12,1;7,7;5,3;10,2;1,0;2,3
20;NL:Q:41420250;Karel Doormansingel;Doesburg;1,7;5,2;0,0;0,0;0,0;0,0
20;NL:Q:41420260;Karel Doormansingel;Doesburg;3,2;1,5;0,0;0,0;0,0;0,0
20;NL:Q:41420270;Koepoortwal;Doesburg;3,3;3,9;0,0;0,0;0,0;0,0
20;NL:Q:41420290;Haven;Doesburg;2,2;0,5;6,4;0,4;1,4;0,1
20;NL:Q:41420300;Haven;Doesburg;0,3;3,0;0,5;6,5;0,1;1,6
20;NL:Q:41430070;Cafe Den Bremer;Toldijk;3,2;2,0;2,9;0,5;1,7;0,5
20;NL:Q:41430110;Zuivelfabriek;Steenderen;0,2;0,1;0,1;0,0;0,1;0,1
20;NL:Q:41430120;Zuivelfabriek;Steenderen;0,1;0,4;0,0;0,3;0,0;0,1
20;NL:Q:41430130;Gemeentehuis;Steenderen;2,3;1,8;0,7;0,7;1,0;0,4
20;NL:Q:41430140;Gemeentehuis;Steenderen;1,6;2,5;0,6;1,2;0,4;0,9
20;NL:Q:41430150;Dorp;Steenderen;9,7;9,0;4,3;1,9;2,9;1,0
20;NL:Q:41430160;Dorp;Steenderen;9,3;9,4;2,3;3,9;1,3;2,5
20;NL:Q:41430170;Aviko;Steenderen;11,3;2,4;4,4;0,3;2,5;0,2
20;NL:Q:41430180;Aviko;Steenderen;3,1;10,9;0,6;4,1;0,3;2,5
20;NL:Q:41470010;Station;Didam;1,5;1,5;0,0;0,0;0,0;0,0
20;NL:Q:41470050;Raadhuisstraat;Didam;0,2;0,0;0,0;0,0;0,0;0,0
20;NL:Q:41470060;Raadhuisstraat;Didam;0,0;0,2;0,0;0,0;0,0;0,0
20;NL:Q:41470070;De Hoevert;Didam;0,2;0,3;0,0;0,0;0,0;0,0
20;NL:Q:41470080;De Hoevert;Didam;0,4;0,3;0,0;0,0;0,0;0,0
20;NL:Q:41470110;Gemeentehuis;Didam;0,0;0,0;0,0;0,0;0,0;0,0
20;NL:Q:41470120;Gemeentehuis;Didam;0,0;0,2;0,0;0,0;0,0;0,0
20;NL:Q:41470130;De Linde;Didam;0,3;0,1;0,0;0,0;0,0;0,0
20;NL:Q:41470140;De Linde;Didam;0,3;0,3;0,0;0,0;0,0;0,0
20;NL:Q:41470210;Kapelstraat;Loil;0,0;0,1;0,0;0,0;0,0;0,0
20;NL:Q:41470220;Kapelstraat;Loil;0,1;0,0;0,0;0,0;0,0;0,0
20;NL:Q:41471130;Kerk;Didam;0,4;0,3;0,0;0,0;0,0;0,0
20;NL:Q:41471140;Kerk;Didam;0,4;0,1;0,0;0,0;0,0;0,0
20;NL:Q:41480010;Elver;Nieuw-Wehl;0,3;0,6;0,0;0,0;0,0;0,0
20;NL:Q:41480020;Elver;Nieuw-Wehl;0,5;0,4;0,0;0,0;0,0;0,0
20;NL:Q:41490030;Centrum;Wehl;0,1;0,0;0,0;0,0;0,0;0,0
20;NL:Q:41490040;Centrum;Wehl;0,0;0,1;0,0;0,0;0,0;0,0
20;NL:Q:41490050;Station;Wehl;4,9;5,8;0,0;0,0;0,0;0,0
20;NL:Q:41490070;Brandweerkazerne;Wehl;0,0;0,1;0,0;0,0;0,0;0,0
20;NL:Q:41490080;Brandweerkazerne;Wehl;0,0;0,0;0,0;0,0;0,0;0,0
20;NL:Q:41500010;Gelre ziekenhuizen;Zutphen;14,8;17,3;2,9;1,6;1,8;1,4
20;NL:Q:41500020;Gelre ziekenhuizen;Zutphen;16,5;15,3;1,8;2,7;1,3;2,5
20;NL:Q:41500030;Bieshorstlaan;Warnsveld;1,7;3,5;0,6;1,8;0,3;1,1
20;NL:Q:41500050;'t Horseler;Warnsveld;22,8;20,8;7,6;9,1;5,2;4,6
20;NL:Q:41500060;'t Horseler;Warnsveld;1,2;0,4;0,0;0,0;0,0;0,0
20;NL:Q:41500070;GGNet;Warnsveld;1,0;1,4;0,0;0,0;0,0;0,0
20;NL:Q:41500080;GGNet;Warnsveld;1,8;1,1;0,0;0,0;0,0;0,0
20;NL:Q:41500090;Winkelcentrum Dreiumme;Warnsveld;9,0;24,8;3,7;14,6;2,8;7,8
20;NL:Q:41500150;Havepad;Warnsveld;0,0;0,1;0,0;0,1;0,0;0,1
20;NL:Q:41500151;Havepad;Warnsveld;3,9;6,8;2,8;5,0;1,6;3,1
20;NL:Q:41500160;Overkamp;Warnsveld;41,1;38,7;15,8;16,3;9,8;10,1
20;NL:Q:41500170;Overkamp;Warnsveld;0,7;0,7;0,0;0,0;0,0;0,0
20;NL:Q:41500180;Oude Begraafplaats;Zutphen;0,4;0,4;0,1;0,1;0,1;0,1
20;NL:Q:41500190;Ooyerhoekseweg;Warnsveld;1,3;3,7;0,2;1,7;0,4;0,9
20;NL:Q:41500200;Ooyerhoekseweg;Warnsveld;3,7;0,8;0,9;0,2;0,6;0,3
20;NL:Q:41500251;Rhienderinklaan;Warnsveld;0,4;1,2;0,3;1,0;0,0;0,0
20;NL:Q:41500261;Rhienderinklaan;Warnsveld;0,9;0,4;0,5;0,4;0,0;0,0
20;NL:Q:41500270;Den Bouw;Warnsveld;0,5;0,1;0,0;0,0;0,0;0,0
20;NL:Q:41500280;Den Bouw;Warnsveld;0,0;0,6;0,0;0,0;0,0;0,0
20;NL:Q:41500310;Martinuskerk;Warnsveld;0,5;0,1;0,0;0,0;0,0;0,0
20;NL:Q:41500320;Martinuskerk;Warnsveld;0,1;0,8;0,0;0,0;0,0;0,0
20;NL:Q:41500450;Winkelcentrum Dreiumme;Warnsveld;0,1;1,4;0,1;0,3;0,1;0,3
20;NL:Q:41500470;Welgelegen;Warnsveld;13,7;16,1;5,3;5,8;3,7;4,2
20;NL:Q:41500480;Welgelegen;Warnsveld;0,1;0,6;0,0;0,2;0,0;0,3
20;NL:Q:41500550;Kerkpad;Warnsveld;0,7;7,1;0,6;4,4;0,0;0,0
20;NL:Q:41500560;Kerkpad;Warnsveld;7,2;0,6;4,0;0,5;0,6;0,0
20;NL:Q:41501010;De Groene Jager;Wichmond;0,2;0,1;0,2;0,0;0,3;0,0
20;NL:Q:41501100;De Vlieg;Vierakker;0,0;0,3;0,0;0,0;0,0;0,0
20;NL:Q:41501410;Leesten Oost;Warnsveld;0,5;0,2;0,1;0,0;0,0;0,0
20;NL:Q:41501420;Leesten Oost;Warnsveld;0,1;0,5;0,0;0,0;0,0;0,0
20;NL:Q:41501430;Winkelcentrum Dreiumme;Warnsveld;0,6;0,3;0,0;0,0;0,0;0,0
20;NL:Q:41501440;Winkelcentrum Dreiumme;Warnsveld;20,3;7,5;10,2;2,5;6,6;2,0
20;NL:Q:41501450;Klooster;Warnsveld;3,5;4,3;1,2;1,8;0,7;1,6
20;NL:Q:41501460;Klooster;Warnsveld;15,1;7,8;8,0;6,0;6,0;2,7
20;NL:Q:41501470;Leesten;Warnsveld;9,2;12,0;1,2;3,9;0,7;2,7
20;NL:Q:41501480;Leesten;Warnsveld;10,8;8,6;4,2;1,3;1,9;0,6
20;NL:Q:41503001;Gelderhorst;Zutphen;1,6;0,1;0,0;0,0;0,0;0,0
20;NL:Q:41503010;Den Elter;Zutphen;0,0;0,1;0,2;0,0;0,1;0,0
20;NL:Q:41504001;Gelderhorst;Zutphen;0,2;2,3;0,0;0,0;0,0;0,0
20;NL:Q:41504060;Den Elter;Zutphen;0,1;0,2;0,0;0,4;0,0;0,1
20;NL:Q:41504070;Bronsbergen;Zutphen;2,3;1,9;0,5;0,5;0,6;0,2
20;NL:Q:41504080;Bronsbergen;Zutphen;1,9;1,9;0,6;0,6;0,1;0,6
20;NL:Q:41504090;Revelhorst;Zutphen;0,9;3,9;0,2;1,8;0,6;1,9
20;NL:Q:41504100;Revelhorst;Zutphen;2,3;0,9;1,6;0,2;1,5;0,3
20;NL:Q:41509030;Prins Bernhardlaan;Zutphen;0,7;0,6;0,3;0,3;0,0;0,0
20;NL:Q:41509040;Prins Bernhardlaan;Zutphen;0,4;0,6;0,2;1,2;0,0;0,7
20;NL:Q:41510180;Keijenborg;Bronckhorst;5,4;6,0;1,4;1,7;1,4;1,3
20;NL:Q:41510190;Keijenborg;Bronckhorst;6,1;5,5;2,1;2,3;1,0;1,3
20;NL:Q:41520010;Manege;Laag Keppel;0,9;0,4;0,6;0,3;0,4;0,1
20;NL:Q:41520030;Gouden Leeuw;Laag Keppel;1,4;1,1;0,6;0,5;0,3;0,2
20;NL:Q:41520040;Gouden Leeuw;Laag Keppel;1,2;1,6;0,7;0,9;0,2;0,2
20;NL:Q:41520050;Brede school;Hummelo;0,8;1,0;0,4;0,8;0,4;0,3
20;NL:Q:41520060;Brede school;Hummelo;1,1;1,0;0,4;0,7;0,3;0,5
20;NL:Q:41520110;Zelhemseweg;Hummelo;5,4;1,9;2,6;1,3;1,5;0,8
20;NL:Q:41520120;Zelhemseweg;Hummelo;1,8;5,5;1,0;3,0;1,0;2,2
20;NL:Q:41520210;'t Smaaleke;Laag Keppel;0,2;0,3;0,1;0,2;0,1;0,1
20;NL:Q:41520220;'t Smaaleke;Laag Keppel;0,3;0,5;0,2;0,5;0,1;0,1
20;NL:Q:41520230;Weg naar Hoog-Keppel;Hoog Keppel;0,3;0,5;0,1;0,0;0,1;0,0
20;NL:Q:41520240;Weg naar Hoog-Keppel;Hoog Keppel;0,4;0,3;0,1;0,6;0,0;0,1
20;NL:Q:41520250;Burg. Vrijlandweg;Hoog Keppel;0,4;0,2;0,2;0,1;0,2;0,1
20;NL:Q:41520260;Burg. Vrijlandweg;Hoog Keppel;0,3;0,5;0,4;0,3;0,2;0,2
20;NL:Q:41520270;De Braamberg;Drempt;3,0;3,7;1,9;1,3;0,8;0,3
20;NL:Q:41520280;De Braamberg;Drempt;4,6;2,2;1,6;2,2;0,4;0,4
20;NL:Q:41530030;Covik;Baak;1,3;0,4;0,5;0,1;0,4;0,1
20;NL:Q:41530040;Covik;Baak;0,4;1,5;0,0;1,2;0,1;0,8
20;NL:Q:41530070;Dorp;Baak;8,7;3,5;4,6;1,2;3,4;1,1
20;NL:Q:41530080;Dorp;Baak;3,6;8,2;1,1;3,8;0,7;2,3
20;NL:Q:41530120;De Groene Jager;Zutphen;0,0;0,3;0,0;0,2;0,1;0,1
20;NL:Q:41530150;Hackforterweg;Wichmond;0,1;0,5;0,0;0,0;0,0;0,0
20;NL:Q:41530160;Hackforterweg;Wichmond;0,4;0,1;0,0;0,0;0,0;0,0
20;NL:Q:41530170;De Vlieg;Vierakker;0,1;0,1;0,0;0,0;0,0;0,0
20;NL:Q:41530180;Van den Brink;Wichmond;0,1;0,0;0,0;0,0;0,0;0,0
20;NL:Q:41530200;Dorpsstraat;Wichmond;1,0;0,5;0,0;0,0;0,0;0,0
20;NL:Q:41530210;Dorpsstraat;Wichmond;0,4;0,6;0,0;0,0;0,0;0,0
20;NL:Q:41580001;Pater Smitsstraat;Didam;0,4;0,2;0,0;0,0;0,0;0,0
20;NL:Q:41580002;Pater Smitsstraat;Didam;0,1;0,2;0,0;0,0;0,0;0,0
20;NL:Q:41610070;Waarlo;Zelhem;2,5;1,3;0,7;0,5;0,8;0,4
20;NL:Q:41610080;Waarlo;Zelhem;1,1;4,3;0,6;1,0;0,6;0,4
20;NL:Q:41610090;Suselbeek;Velswijk;2,5;4,3;1,3;1,4;1,4;0,7
20;NL:Q:41610100;Suselbeek;Velswijk;4,5;2,8;1,4;1,3;1,1;0,5
20;NL:Q:41620010;Den Ooiman;Doetinchem;7,4;26,3;1,4;1,1;0,9;0,3
20;NL:Q:41620030;IJzergieterij;Langerak;0,5;1,0;0,1;0,7;0,0;0,4
20;NL:Q:41620040;IJzergieterij;Langerak;0,8;0,3;0,8;0,1;0,5;0,1
20;NL:Q:41620060;Manege;Laag Keppel;0,2;0,7;0,2;0,9;0,0;0,4
20;NL:Q:41640030;Van der Capellenlaan;Zutphen;2,7;4,0;0,4;1,2;0,3;0,8
20;NL:Q:41640031;;;3,8;7,1;0,9;2,2;0,4;1,2
20;NL:Q:41640040;Van der Capellenlaan;Zutphen;10,5;6,5;3,6;1,6;2,0;1,3
20;NL:Q:41640050;Weg naar Laren;Zutphen;0,7;0,4;0,5;0,3;0,1;0,1
20;NL:Q:41640060;Weg naar Laren;Zutphen;1,1;0,9;0,9;0,5;0,6;0,3
20;NL:Q:41640070;Coehoornsingel;Zutphen;0,0;0,7;0,0;0,2;0,0;0,1
20;NL:Q:41640080;Coehoornsingel;Zutphen;0,5;0,1;0,1;0,0;0,1;0,0
20;NL:Q:41640090;'s-Heerensteen;Zutphen;1,0;0,4;0,5;0,0;0,1;0,0
20;NL:Q:41640091;'s-Heerensteen;Zutphen;0,2;0,9;0,0;0,5;0,0;0,2
20;NL:Q:41640110;Berkelsingel;Zutphen;0,4;11,2;0,2;5,7;0,1;2,9
20;NL:Q:41640120;Berkelsingel;Zutphen;9,0;1,0;3,0;0,3;1,9;0,2
20;NL:Q:41640130;Rijkenhage;Zutphen;1,1;39,3;0,1;34,7;0,1;11,4
20;NL:Q:41640140;Rijkenhage;Zutphen;33,9;19,5;28,4;7,8;8,8;5,9
20;NL:Q:41640170;Busstation;Zutphen;135,0;4,2;58,0;2,7;41,9;1,6
20;NL:Q:41640171;Busstation;Zutphen;86,4;2,9;36,4;1,2;20,1;1,1
20;NL:Q:41640172;Busstation;Zutphen;116,1;2,0;59,5;0,9;23,4;0,2
20;NL:Q:41640173;Busstation;Zutphen;18,6;14,6;2,2;0,1;0,0;0,0
20;NL:Q:41640174;Busstation;Zutphen;1,7;386,0;1,2;148,9;0,4;92,4
20;NL:Q:41640175;;;0,0;0,0;0,0;0,2;0,0;0,5
20;NL:Q:41640176;Busstation;Zutphen;106,3;2,7;49,6;1,6;29,7;0,7
20;NL:Q:41640200;Dr. Bosstraat;Zutphen;26,0;27,1;8,8;9,3;5,2;6,7
20;NL:Q:41640210;Dr. Bosstraat;Zutphen;0,1;1,6;0,0;0,3;0,0;0,2
20;NL:Q:41640221;Thorbeckesingel;Zutphen;0,8;5,3;0,1;0,4;0,0;0,4
20;NL:Q:41640231;Thorbeckesingel;Zutphen;17,6;9,2;6,9;4,9;5,5;3,1
20;NL:Q:41640320;IJsselflat;Zutphen;2,9;9,8;0,0;0,2;0,0;0,1
20;NL:Q:41640330;IJsselflat;Zutphen;15,2;9,8;1,6;1,1;0,6;0,4
20;NL:Q:41640340;De Waarden;Zutphen;0,5;1,6;0,0;0,2;0,0;0,1
20;NL:Q:41640350;De Waarden;Zutphen;4,3;3,3;1,9;2,3;1,2;1,4
20;NL:Q:41640360;Weerdslag 100-193;Zutphen;0,6;5,4;0,0;1,2;0,2;1,2
20;NL:Q:41640370;Weerdslag 100-193;Zutphen;16,7;9,3;9,3;6,8;6,3;5,3
20;NL:Q:41640380;De Brink;Zutphen;0,3;2,6;0,0;0,4;0,1;0,3
20;NL:Q:41640390;De Brink;Zutphen;7,5;7,2;4,8;7,0;2,6;3,3
20;NL:Q:41640400;Braamkamp;Zutphen;0,7;3,1;0,0;0,5;0,0;0,2
20;NL:Q:41640410;Braamkamp;Zutphen;11,3;10,3;5,3;6,3;2,6;4,0
20;NL:Q:41640420;Tichelkuilen;Zutphen;1,0;4,9;0,1;0,6;0,1;0,4
20;NL:Q:41640430;Tichelkuilen;Zutphen;15,4;10,8;8,2;9,8;7,6;6,1
20;NL:Q:41640570;Arnold Kaldenbachstraat;Zutphen;12,3;16,7;7,1;8,4;3,5;6,4
20;NL:Q:41640580;Arnold Kaldenbachstraat;Zutphen;0,8;0,1;0,1;0,0;0,2;0,0
20;NL:Q:41642010;Oude Begraafplaats;Zutphen;15,1;15,6;6,2;6,3;4,1;5,3
20;NL:Q:41642030;Watertoren;Zutphen;11,7;12,2;5,8;4,9;3,1;3,9
20;NL:Q:41642040;Watertoren;Zutphen;0,2;0,5;0,0;0,1;0,0;0,1
20;NL:Q:41644610;Van Heemstrastraat;Zutphen;4,1;1,0;0,0;0,0;0,0;0,0
20;NL:Q:41644620;Van Heemstrastraat;Zutphen;1,1;3,3;0,0;0,0;0,0;0,0
20;NL:Q:41644650;Bornhof;Zutphen;0,6;0,4;0,0;0,0;0,0;0,0
20;NL:Q:41644660;Bornhof;Zutphen;0,5;1,4;0,0;0,0;0,0;0,0
20;NL:Q:41644670;Graaf Ottosingel;Zutphen;0,1;1,1;0,0;0,0;0,0;0,0
20;NL:Q:41645680;Polsbroek;Zutphen;0,6;0,5;0,0;0,0;0,0;0,0
20;NL:Q:41680010;Didamseweg;Beek;0,3;0,0;0,0;0,0;0,0;0,0
