CONCESSIE;QUAYCODE;NAME;TOWN;INSTAP_WERK;UITSTAP_WERK;INSTAP_ZA;UITSTAP_ZA;INSTAP_ZO;UITSTAP_ZO
17;NL:Q:16000030;Station;Meppel;0,5;0,5;0,2;0,1;0,0;0,0
17;NL:Q:16000080;Station;Meppel;18,5;12,6;3,4;2,7;0,0;0,0
17;NL:Q:16000260;Medisch Centrum;Meppel;2,5;4,2;0,4;0,6;0,0;0,0
17;NL:Q:16000280;Gemeenteweg;Halfweg;0,0;0,0;0,0;0,0;0,0;0,0
17;NL:Q:16000290;Gemeenteweg;Halfweg;0,3;0,1;0,3;0,1;0,0;0,0
17;NL:Q:16000480;Station;Meppel;12,1;130,2;0,0;16,3;0,0;0,0
17;NL:Q:16000600;Burg. Knopperslaan;Meppel;0,5;0,7;0,0;0,0;0,0;0,0
17;NL:Q:16000610;Burg. Knopperslaan;Meppel;0,3;1,0;0,0;0,0;0,0;0,0
17;NL:Q:16000710;Steenwijkerstraatweg;Meppel;0,2;0,3;0,0;0,0;0,0;0,0
17;NL:Q:16000720;Steenwijkerstraatweg;Meppel;0,4;0,3;0,0;0,0;0,0;0,0
17;NL:Q:16000770;Reestplantsoen;Meppel;1,2;3,9;0,2;0,4;0,0;0,0
17;NL:Q:16000780;Reestplantsoen;Meppel;3,3;0,7;0,0;0,1;0,0;0,0
17;NL:Q:16000800;De Stouwe;Meppel;17,9;12,5;0,1;0,8;0,0;0,0
17;NL:Q:16000810;De Stouwe;Meppel;12,2;29,1;0,8;0,2;0,0;0,0
17;NL:Q:16000870;Station;Meppel;155,2;16,3;19,2;0,0;0,0;0,0
17;NL:Q:16000910;Leonard Springerlaan;Meppel;0,6;0,3;0,0;0,0;0,0;0,0
17;NL:Q:16000920;Leonard Springerlaan;Meppel;0,1;0,7;0,0;0,0;0,0;0,0
17;NL:Q:16000931;Prinsengracht;Meppel;2,4;2,0;0,7;1,3;0,0;0,0
17;NL:Q:16001010;Hugo de Grootstraat;Meppel;1,0;1,3;0,0;0,0;0,0;0,0
17;NL:Q:16001020;Hugo de Grootstraat;Meppel;1,5;1,8;0,0;0,0;0,0;0,0
17;NL:Q:16110060;Heerenweg;IJhorst;5,1;4,1;1,7;1,4;0,0;0,0
17;NL:Q:16110081;Havixhorst;De Schiphorst;0,1;0,7;0,2;0,4;0,0;0,0
17;NL:Q:16110090;Wiltenweg;De Wijk;0,3;4,1;0,3;0,9;0,0;0,0
17;NL:Q:16110220;Willem Koopsweg;De Wolden;0,4;4,3;0,2;0,8;0,0;0,0
17;NL:Q:16110230;Oosterakker;De Wolden;0,0;0,5;0,1;0,2;0,0;0,0
17;NL:Q:16110240;Verzorgingstehuis;De Wijk;2,9;2,3;1,6;1,0;0,0;0,0
17;NL:Q:16110260;Sparrenlaan;IJhorst;4,7;1,3;0,5;0,0;0,0;0,0
17;NL:Q:16180100;Vlakkenweg;Staphorst;1,5;4,6;0,2;0,2;0,0;0,0
17;NL:Q:16180110;Vlakkenweg;Staphorst;4,2;1,1;0,1;0,3;0,0;0,0
17;NL:Q:16180120;Geerligsland;Staphorst;0,8;2,9;0,1;0,1;0,0;0,0
17;NL:Q:16180130;Geerligsland;Staphorst;2,2;0,8;0,1;0,1;0,0;0,0
17;NL:Q:16180140;Jan Arendsland;Staphorst;1,2;8,3;0,0;0,9;0,0;0,0
17;NL:Q:16180150;Jan Arendsland;Staphorst;5,3;1,0;0,2;0,1;0,0;0,0
17;NL:Q:16180160;Snelweg;Staphorst;0,9;1,5;0,2;0,2;0,0;0,0
17;NL:Q:16180170;Snelweg;Staphorst;1,7;0,6;0,7;0,1;0,0;0,0
17;NL:Q:16180180;Achthoevenweg;Staphorst;7,2;13,9;0,7;0,8;0,0;0,0
17;NL:Q:16180190;Achthoevenweg;Staphorst;10,5;8,1;0,8;0,8;0,0;0,0
17;NL:Q:16180200;Hoogeweg;Staphorst;10,2;24,3;1,5;1,9;0,0;0,0
17;NL:Q:16180210;Hoogeweg;Staphorst;23,6;10,5;3,3;1,4;0,0;0,0
17;NL:Q:16180220;Bergerslag;Staphorst;16,4;21,1;2,2;3,1;0,0;0,0
17;NL:Q:16180230;Bergerslag;Staphorst;16,2;16,3;2,5;2,4;0,0;0,0
17;NL:Q:16180240;Gemeentehuis;Staphorst;13,6;20,4;2,1;1,6;0,0;0,0
17;NL:Q:16180250;Gemeentehuis;Staphorst;20,1;13,6;2,9;1,9;0,0;0,0
17;NL:Q:16180260;Lindenlaan;Staphorst;6,0;8,9;0,8;0,9;0,0;0,0
17;NL:Q:16180270;Lindenlaan;Staphorst;7,2;6,1;0,9;1,4;0,0;0,0
17;NL:Q:16180280;Bejaardenhuis;Staphorst;6,5;3,9;1,2;0,3;0,0;0,0
17;NL:Q:16180290;Bejaardenhuis;Staphorst;3,2;5,0;0,2;0,8;0,0;0,0
17;NL:Q:16180300;Prinses Beatrixstraat;Staphorst;6,2;4,3;3,3;0,6;0,0;0,0
17;NL:Q:16180310;Prinses Beatrixstraat;Staphorst;5,7;7,3;0,5;4,0;0,0;0,0
17;NL:Q:16180320;Boldewijnhuizen;Staphorst;0,3;0,9;0,1;0,2;0,0;0,0
17;NL:Q:16180330;Boldewijnhuizen;Staphorst;1,1;0,5;0,1;0,1;0,0;0,0
17;NL:Q:16280100;Oostermenneweg;Rouveen;1,1;4,0;0,1;0,5;0,0;0,0
17;NL:Q:16280110;Oostermenneweg;Rouveen;2,3;1,5;0,4;0,1;0,0;0,0
17;NL:Q:16280120;Zuideindigerweg;Rouveen;1,0;4,0;0,1;0,4;0,0;0,0
17;NL:Q:16280130;Zuideindigerweg;Rouveen;4,4;0,7;0,8;0,1;0,0;0,0
17;NL:Q:16280140;Stadsweg;Rouveen;0,8;0,8;0,1;0,1;0,0;0,0
17;NL:Q:16280150;Stadsweg;Rouveen;0,7;0,9;0,0;0,2;0,0;0,0
17;NL:Q:16280160;Oude Rijksweg 485;Rouveen;0,3;1,3;0,1;0,3;0,0;0,0
17;NL:Q:16280170;Oude Rijksweg 485;Rouveen;1,0;0,3;0,1;0,1;0,0;0,0
17;NL:Q:16280180;Hervormde Kerk;Rouveen;8,7;29,9;1,8;2,8;0,0;0,0
17;NL:Q:16280190;Hervormde Kerk;Rouveen;27,4;7,9;3,1;1,8;0,0;0,0
17;NL:Q:16280200;Oude Rijksweg 415;Rouveen;1,6;2,6;0,1;0,2;0,0;0,0
17;NL:Q:16280210;Oude Rijksweg 415;Rouveen;2,6;1,4;0,1;0,1;0,0;0,0
17;NL:Q:16280220;Oud Gereformeerde Kerk;Rouveen;0,1;2,0;0,1;0,1;0,0;0,0
17;NL:Q:16280230;Oud Gereformeerde Kerk;Rouveen;1,7;0,2;0,1;0,1;0,0;0,0
17;NL:Q:16280240;Conradsweg;Rouveen;0,7;3,6;0,1;0,1;0,0;0,0
17;NL:Q:16280250;Conradsweg;Rouveen;3,3;0,7;0,2;0,1;0,0;0,0
17;NL:Q:16280260;Schoolwijksweg;Rouveen;1,9;6,1;0,1;0,6;0,0;0,0
17;NL:Q:16280270;Schoolwijksweg;Rouveen;6,4;2,2;0,8;0,3;0,0;0,0
17;NL:Q:16280280;Dekkersweg;Rouveen;1,5;4,7;0,1;0,2;0,0;0,0
17;NL:Q:16280290;Dekkersweg;Rouveen;4,1;1,0;0,4;0,2;0,0;0,0
17;NL:Q:16301020;Station;Steenwijk;7,8;7,3;0,0;0,0;0,0;0,0
17;NL:Q:16380100;Markteweg;Lichtmis;1,9;3,0;0,2;0,2;0,0;0,0
17;NL:Q:16380110;Markteweg;Lichtmis;1,1;4,6;0,2;0,3;0,0;0,0
17;NL:Q:16380120;Steenwetering;Lichtmis;0,2;1,3;0,0;0,4;0,0;0,0
17;NL:Q:16380130;Steenwetering;Lichtmis;0,8;0,1;0,4;0,0;0,0;0,0
17;NL:Q:16380140;Meeleweg;Lichtmis;0,5;1,9;0,0;0,3;0,0;0,0
17;NL:Q:16380150;Meeleweg;Lichtmis;1,9;0,4;0,1;0,0;0,0;0,0
17;NL:Q:16380190;Busstation;Lichtmis;80,9;80,9;2,6;3,3;0,0;0,0
17;NL:Q:16580010;Noordeinde;Zwolle;0,2;1,9;0,0;0,8;0,1;0,1
17;NL:Q:16580020;Noordeinde;Zwolle;1,9;0,7;0,6;0,1;0,2;0,1
17;NL:Q:16580030;Westeinde;Zwolle;0,1;2,6;0,0;0,5;0,0;0,1
17;NL:Q:16580040;Westeinde;Zwolle;2,4;0,4;0,3;0,1;0,1;0,0
17;NL:Q:16580050;Markteweg;Zwolle;0,8;3,3;0,2;0,3;0,0;0,9
17;NL:Q:16580060;Markteweg;Zwolle;1,5;4,2;0,3;0,2;0,2;0,1
17;NL:Q:16580070;Kleefstraat;Zwolle;6,7;16,9;0,5;2,6;0,3;0,6
17;NL:Q:16580080;Kleefstraat;Zwolle;16,4;5,2;1,7;0,5;0,6;0,5
17;NL:Q:16680010;Dedemsweg;Ruitenveen;0,5;3,4;0,2;1,1;0,1;0,6
17;NL:Q:16680020;Dedemsweg;Ruitenveen;3,6;0,5;1,0;0,2;1,9;1,8
17;NL:Q:16680030;Kuitermansweg;Ruitenveen;0,3;4,8;0,2;1,8;0,0;1,0
17;NL:Q:16680040;Kuitermansweg;Ruitenveen;4,8;0,4;1,9;0,2;1,2;0,2
17;NL:Q:16680050;Nieuwe Kreuleweg;Ruitenveen;0,1;2,3;0,0;0,4;0,0;0,3
17;NL:Q:16680060;Nieuwe Kreuleweg;Ruitenveen;2,0;0,1;0,3;0,1;0,2;0,0
17;NL:Q:16680070;Hoevenweg;Ruitenveen;0,2;5,1;0,1;1,9;0,1;1,2
17;NL:Q:16680080;Hoevenweg;Ruitenveen;4,6;0,3;1,8;0,2;1,1;0,1
17;NL:Q:16680090;Middenweg;Ruitenveen;0,6;1,0;0,0;0,3;0,0;0,2
17;NL:Q:16680100;Middenweg;Ruitenveen;1,0;1,1;0,3;0,1;0,0;0,0
17;NL:Q:16680110;Nieuwendijk;Ruitenveen;0,1;1,4;0,0;0,2;0,0;0,2
17;NL:Q:16680120;Nieuwendijk;Ruitenveen;1,2;0,2;0,2;0,1;0,2;0,0
17;NL:Q:16780001;Schuilhut;Nieuwleusen;0,0;0,1;0,0;0,0;0,0;0,0
17;NL:Q:16780010;De Vlijt;Nieuwleusen;0,4;7,7;0,2;1,7;0,2;1,3
17;NL:Q:16780020;De Vlijt;Nieuwleusen;6,9;0,6;1,6;0,3;1,4;0,4
17;NL:Q:16780030;Oosterhulst;Nieuwleusen;0,2;1,8;0,0;0,5;0,0;0,4
17;NL:Q:16780040;Oosterhulst;Nieuwleusen;1,2;0,2;0,5;0,1;0,2;0,1
17;NL:Q:16780050;Den Hulst;Nieuwleusen;12,5;81,4;1,7;8,6;0,8;4,8
17;NL:Q:16780060;Den Hulst;Nieuwleusen;76,1;13,1;5,7;1,3;3,8;0,6
17;NL:Q:16780070;Bejaardencentrum;Nieuwleusen;4,1;21,4;1,7;8,1;0,8;4,5
17;NL:Q:16780080;Baron van Dedemstraat;Nieuwleusen;7,4;1,3;2,4;0,2;1,1;0,0
17;NL:Q:16780090;Gereformeerde Kerk;Nieuwleusen;4,7;26,5;1,3;9,7;0,3;4,7
17;NL:Q:16780100;Bejaardencentrum;Nieuwleusen;19,7;4,7;7,8;1,8;4,2;0,6
17;NL:Q:16780110;Zwembad;Nieuwleusen;3,0;31,3;1,0;6,6;0,5;5,2
17;NL:Q:16780120;Gereformeerde Kerk;Nieuwleusen;24,9;4,6;11,0;1,8;4,3;0,4
17;NL:Q:16780130;Centrum;Nieuwleusen;5,8;64,4;2,7;16,4;0,4;9,9
17;NL:Q:16780140;Zwembad;Nieuwleusen;30,8;3,3;7,9;1,2;5,4;0,7
17;NL:Q:16780150;Westeinde;Nieuwleusen;1,1;23,4;0,2;4,4;0,2;2,3
17;NL:Q:16780160;Centrum;Nieuwleusen;58,2;5,8;19,4;2,2;10,1;1,2
17;NL:Q:16780170;Bouwhuisweg;Nieuwleusen;0,4;8,8;0,2;2,5;0,1;1,6
17;NL:Q:16780180;Westeinde;Nieuwleusen;21,2;1,7;3,8;0,3;2,2;0,3
17;NL:Q:16780190;Molen;Nieuwleusen;0,2;5,4;0,1;1,3;0,1;0,9
17;NL:Q:16780200;Bouwhuisweg;Nieuwleusen;9,0;0,8;2,9;0,1;1,3;0,0
17;NL:Q:16780220;Molen;Nieuwleusen;4,7;0,3;1,4;0,1;0,8;0,0
17;NL:Q:16780300;Grote Markt;Nieuwleusen;0,1;0,0;0,0;0,0;0,0;0,0
17;NL:Q:16780310;Grote Markt;Nieuwleusen;0,0;0,0;0,0;0,0;0,0;0,0
17;NL:Q:16780560;Rollecater Brug;Nieuwleusen;12,5;2,1;0,0;0,0;0,0;0,0
17;NL:Q:16780570;Rollecater Brug;Nieuwleusen;1,4;11,7;0,0;0,0;0,0;0,0
17;NL:Q:17000040;Station;Hoogeveen;139,8;124,0;23,8;20,2;17,3;20,2
17;NL:Q:17000210;Buizerdlaan;Hoogeveen;17,7;15,9;3,2;1,8;2,5;2,6
17;NL:Q:17000220;Buizerdlaan;Hoogeveen;17,4;16,0;2,5;2,6;1,5;1,9
17;NL:Q:17000710;Mr. Cramerweg P+R;Hoogeveen;2,3;7,3;0,3;1,0;0,4;0,9
17;NL:Q:17000730;Mr. Cramerweg P+R;Hoogeveen;9,9;3,3;2,9;0,8;1,5;0,5
17;NL:Q:17001650;Willemskade;Hoogeveen;0,4;1,9;0,1;0,2;0,0;0,1
17;NL:Q:17001660;Willemskade;Hoogeveen;1,4;0,9;0,3;0,1;0,1;0,1
17;NL:Q:17003020;Industrieweg;Hoogeveen;6,3;0,2;0,1;0,0;0,0;0,0
17;NL:Q:17003030;Industrieweg;Hoogeveen;0,1;16,5;0,0;0,3;0,0;0,2
17;NL:Q:17003040;Tamboerpassage;Hoogeveen;19,0;7,4;4,5;0,7;2,1;0,4
17;NL:Q:17003050;Tamboerpassage;Hoogeveen;5,1;18,1;0,6;6,8;0,2;2,8
17;NL:Q:17003120;Wolfsbosstraat;Hoogeveen;2,4;4,3;0,5;0,4;0,4;0,4
17;NL:Q:17003130;Wolfsbosstraat;Hoogeveen;4,3;2,2;0,4;0,7;0,4;0,4
17;NL:Q:17003140;Valkenlaan;Hoogeveen;1,8;2,7;0,2;0,4;0,1;0,6
17;NL:Q:17003150;Valkenlaan;Hoogeveen;3,8;1,9;0,4;0,2;0,5;0,1
17;NL:Q:17003200;'t Haagje;Hoogeveen;5,0;3,9;1,0;0,3;0,5;0,2
17;NL:Q:17003210;'t Haagje;Hoogeveen;3,5;6,4;0,4;1,7;0,5;0,6
17;NL:Q:17190010;Buitenvaart;Hollandscheveld;3,5;2,8;0,2;0,3;0,0;0,1
17;NL:Q:17190020;Buitenvaart;Hollandscheveld;2,1;3,5;0,1;0,1;0,2;0,0
17;NL:Q:17190030;Opgaande 71;Hollandscheveld;0,3;2,1;0,2;0,3;0,1;0,2
17;NL:Q:17190040;Opgaande 71;Hollandscheveld;1,8;0,4;0,1;0,1;0,2;0,1
17;NL:Q:17190050;'t Hoekje;Hollandscheveld;6,4;13,8;0,6;2,2;0,4;1,2
17;NL:Q:17190060;'t Hoekje;Hollandscheveld;13,6;6,4;1,8;0,4;1,0;0,6
17;NL:Q:17190150;Carstensdijk;Zuideropgaande;1,9;4,0;0,1;0,8;0,2;0,4
17;NL:Q:17190160;Carstensdijk;Zuideropgaande;4,0;2,1;0,6;0,1;0,2;0,1
17;NL:Q:17190190;Schooldijkje;Zuideropgaande;0,0;0,2;0,0;0,0;0,0;0,0
17;NL:Q:17190200;Schooldijkje;Zuideropgaande;0,1;0,1;0,0;0,0;0,0;0,0
17;NL:Q:17290010;Riegshoogtendijk;Kerkenveld;0,2;0,1;0,0;0,0;0,0;0,1
17;NL:Q:17290020;Riegshoogtendijk;Kerkenveld;0,1;0,2;0,0;0,0;0,0;0,0
17;NL:Q:17290030;Gedempte Wijde Wijk;Kerkenveld;2,5;7,2;0,6;0,5;0,4;0,2
17;NL:Q:17290040;Gedempte Wijde Wijk;Kerkenveld;7,2;2,5;0,9;0,4;0,5;0,3
17;NL:Q:17290050;Ritmeesterweg;Kerkenveld;0,5;0,7;0,0;0,0;0,0;0,1
17;NL:Q:17290060;Ritmeesterweg;Kerkenveld;0,8;0,4;0,2;0,0;0,0;0,0
17;NL:Q:17290070;Riegshoogtendijk 3;Kerkenveld;0,0;0,0;0,0;0,0;0,0;0,0
17;NL:Q:17290080;Riegshoogtendijk 3;Kerkenveld;0,0;0,1;0,0;0,0;0,0;0,0
17;NL:Q:17290090;Hoogeveenseweg 33;Kerkenveld;0,5;0,5;0,1;0,2;0,0;0,2
17;NL:Q:17290100;Hoogeveenseweg 33;Kerkenveld;0,7;0,5;0,1;0,0;0,0;0,0
17;NL:Q:17290110;Braambergerweg;Kerkenveld;0,6;1,1;0,1;0,2;0,1;0,1
17;NL:Q:17290120;Braambergerweg;Kerkenveld;0,7;0,7;0,2;0,2;0,1;0,2
17;NL:Q:17290130;Hoogeveenseweg 11;Kerkenveld;0,8;0,2;0,3;0,0;0,0;0,1
17;NL:Q:17290140;Hoogeveenseweg 11;Kerkenveld;0,1;0,8;0,0;0,2;0,0;0,0
17;NL:Q:17350030;Riegshoogtendijk;Hollandscheveld;1,8;7,7;0,1;1,2;0,2;0,5
17;NL:Q:17350040;Riegshoogtendijk;Hollandscheveld;8,8;1,7;1,3;0,2;0,8;0,1
17;NL:Q:17350050;Jan Wintersdijkje;Zuideropgaande;0,1;0,5;0,0;0,1;0,0;0,2
17;NL:Q:17350060;Jan Wintersdijkje;Zuideropgaande;0,4;0,3;0,1;0,2;0,1;0,0
17;NL:Q:17480010;Centrum;Balkbrug;26,4;113,6;7,5;17,6;2,4;11,6
17;NL:Q:17480020;Centrum;Balkbrug;125,5;29,9;19,7;7,5;12,0;2,6
17;NL:Q:17480030;Zwolseweg;Balkbrug;0,4;2,9;0,2;1,6;0,2;0,8
17;NL:Q:17480040;Zwolseweg;Balkbrug;1,2;0,5;0,8;0,2;0,6;0,2
17;NL:Q:17480050;d 'Olde Heerd;Balkbrug;4,8;11,9;1,0;3,7;0,2;2,0
17;NL:Q:17480060;d 'Olde Heerd;Balkbrug;11,6;3,0;3,6;1,0;2,2;0,3
17;NL:Q:17480070;Zelhorstweg;Balkbrug;0,8;2,7;0,3;1,4;0,0;0,9
17;NL:Q:17480080;Zelhorstweg;Balkbrug;3,2;1,0;1,3;0,3;0,6;0,0
17;NL:Q:17480090;Nieuweweg (Sluis 4);Balkbrug;1,2;3,4;0,5;1,3;0,2;0,6
17;NL:Q:17480100;Nieuweweg (Sluis 4);Balkbrug;3,5;1,8;1,0;0,6;0,6;0,4
17;NL:Q:19000320;Trageldijk;Coevorden;1,4;0,1;0,0;0,0;0,0;0,0
17;NL:Q:19000330;Trageldijk;Coevorden;0,6;2,4;0,0;0,0;0,0;0,0
17;NL:Q:19001420;;;21,6;21,5;0,0;0,0;0,0;0,0
17;NL:Q:19180200;Scheidijk;De Krim;0,2;0,2;0,0;0,0;0,0;0,0
17;NL:Q:19180210;Scheidijk;De Krim;0,6;0,0;0,0;0,0;0,0;0,0
17;NL:Q:19180220;Dommerskanaal;De Krim;0,2;0,5;0,0;0,0;0,0;0,0
17;NL:Q:19180230;Dommerskanaal;De Krim;0,4;0,2;0,0;0,0;0,0;0,0
17;NL:Q:19180260;Nieuwlandseweg;De Krim;0,7;0,8;0,0;0,0;0,0;0,0
17;NL:Q:19180270;Nieuwlandseweg;De Krim;0,6;0,6;0,0;0,0;0,0;0,0
17;NL:Q:19180280;N.H. Kerk;De Krim;2,4;2,7;0,0;0,0;0,0;0,0
17;NL:Q:19180290;N.H. Kerk;De Krim;3,4;2,0;0,0;0,0;0,0;0,0
17;NL:Q:19180300;Horstra's Wijk;De Krim;2,4;1,7;0,0;0,0;0,0;0,0
17;NL:Q:19180330;Horstra's Wijk;De Krim;2,2;3,0;0,0;0,0;0,0;0,0
17;NL:Q:19180332;Horstra's Wijk/Marsstraat;De Krim;0,0;0,5;0,0;0,0;0,0;0,0
17;NL:Q:19180335;Horstra's Wijk/Marsstraat;De Krim;0,3;0,0;0,0;0,0;0,0;0,0
17;NL:Q:19180350;Marsstraat;De Krim;3,2;1,4;0,0;0,0;0,0;0,0
17;NL:Q:19180450;Slagenweg/Lutteresweg;Ane;0,1;0,6;0,0;0,0;0,0;0,0
17;NL:Q:19280010;Molenweg;De Krim;0,0;0,8;0,0;0,0;0,0;0,0
17;NL:Q:19280020;Molenweg;De Krim;0,8;0,0;0,0;0,0;0,0;0,0
17;NL:Q:19280030;Coevorderweg 171;De Krim;0,2;0,3;0,0;0,0;0,0;0,0
17;NL:Q:19280040;Coevorderweg 171;De Krim;0,6;0,2;0,0;0,0;0,0;0,0
17;NL:Q:19280050;Drukkerij Seinen;De Krim;0,3;0,1;0,0;0,0;0,0;0,0
