MAAND,INSTAP_WERK,UITSTAP_WERK,INSTAP_ZA,UITSTAP_ZA,INSTAP_ZO,UITSTAP_ZO
01,0.060469343863104125,0.060469343863104125,0.06442989380963746,0.06442989380963746,0.06680444886115139,0.06680444886115139
02,0.06687815676080601,0.06687815676080601,0.061822766291769096,0.061822766291769096,0.06470936824180003,0.06470936824180003
03,0.10167953524788326,0.10167953524788326,0.07901828313698724,0.07901828313698724,0.0791861884463634,0.0791861884463634
04,0.08389180757195688,0.08389180757195688,0.10082894920387922,0.10082894920387922,0.08193452100101221,0.08193452100101221
05,0.08590436160593383,0.08590436160593383,0.07948932249531063,0.07948932249531063,0.09535602253662143,0.09535602253662143
06,0.08931875235413328,0.08931875235413328,0.08152613993864544,0.08152613993864544,0.07768695872083317,0.07768695872083317
07,0.053624036638574,0.053624036638574,0.09838097647755767,0.09838097647755767,0.09343936733347445,0.09343936733347445
08,0.04796560236972888,0.04796560236972888,0.06913770165259217,0.06913770165259217,0.07396766220231585,0.07396766220231585
09,0.11222607435626382,0.11222607435626382,0.08700840891334785,0.08700840891334785,0.09637465226168283,0.09637465226168283
10,0.09897595389031152,0.09897595389031152,0.10479166193841707,0.10479166193841707,0.12073687704011865,0.12073687704011865
11,0.10694087766321644,0.10694087766321644,0.08139283364143698,0.08139283364143698,0.07621091298267185,0.07621091298267185
12,0.09212549767808792,0.09212549767808792,0.09217306250041918,0.09217306250041918,0.0735930203719547,0.0735930203719547
