MAAND,INSTAP_WERK,UITSTAP_WERK,INSTAP_ZA,UITSTAP_ZA,INSTAP_ZO,UITSTAP_ZO
01,0.0804285210647308,0.08045651837766815,0.06363333855836809,0.06365377307843091,0.06826235300305358,0.06828360163077929
02,0.0888097830852406,0.0888155874539413,0.07915313712289299,0.07916157743031063,0.0777569469634275,0.077768046856189
03,0.09780790695732051,0.0978130977328089,0.09928853915216433,0.09910478858542236,0.09628577214601733,0.09584397985653266
04,0.09134587073964345,0.09133010870927638,0.10020872697315482,0.10018255848371538,0.09152234238643552,0.09160723479884762
05,0.0766619111329271,0.07664652571123955,0.08277367655491617,0.08284949446084003,0.09331775271316374,0.09336443290127139
06,0.07311594626344975,0.07312820149370024,0.09551322905188575,0.09557464464107701,0.08557536724662722,0.08558769482527881
07,0.060940353084485185,0.06094714586877851,0.0680823393915864,0.06804212454370134,0.06751180566798794,0.067473864471395
08,0.05019629607334038,0.05018982451320989,0.0869312308902451,0.08696771185678788,0.05973803864490016,0.059715611699187175
09,0.10217874559273243,0.10217887957642939,0.0826990126615796,0.08272117439966609,0.09522175097930709,0.09531571216771476
10,0.10776006281194164,0.10775709562346125,0.08542029569627642,0.0854081905039968,0.08130213861820389,0.08139311521125077
11,0.08672601149689993,0.08670359629743715,0.08196541305617064,0.08194257574376614,0.06243712093893781,0.062432561310737995
12,0.08402859169728819,0.08403341864204923,0.0743310608907597,0.07439138627228549,0.12106861069193824,0.12121414427081553
