STOPPLACECODE;NAME;TOWN;INSTAP_WERK;UITSTAP_WERK;INSTAP_ZA;UITSTAP_ZA;INSTAP_ZO;UITSTAP_ZO
NL:S:41607003;De Wacht;Teuge;4,0;4,5;0,2;0,8;0,6;0,6
NL:S:41607013;Rijksstraatweg;Teuge;3,5;4,3;0,4;0,5;0,4;0,7
NL:S:41610070;Waarlo;Zelhem;5,8;7,4;2,1;2,8;2,1;1,4
NL:S:41610090;Suselbeek;Velswijk;10,0;10,0;3,9;3,4;3,5;2,0
NL:S:41620010;Den Ooiman;Doetinchem;44,900000000000006;61,300000000000004;2,2;3,3;1,4;2,5
NL:S:41620030;IJzergieterij;Langerak;4,5;3,8;2,1;1,1;0,9;0,5
NL:S:41635003;Broekstraat;Klarenbeek;0,2;0,2;0,1;0,1;0,0;0,0
NL:S:41635011;Elsbosweg;Klarenbeek;0,3;0,5;0,2;0,1;0,0;0,0
NL:S:41640030;Van der Capellenlaan;Zutphen;2,9;5,2;1,0;2,4;0,5;1,3
NL:S:41640050;Weg naar Laren;Zutphen;5,6;5,0;2,8;2,4;1,1;1,5
NL:S:41640070;Coehoornsingel;Zutphen;1,1;1,4;0,4;0,5;0,1;0,4
NL:S:41640090;'s-Heerensteen;Zutphen;1,2;1,6;0,5;0,5;0,3;0,4
NL:S:41640110;Berkelsingel;Zutphen;9,4;21,3;4,6;11,4;2,7;7,8
NL:S:41640130;Rijkenhage;Zutphen;55,4;73,3;39,7;51,2;16,5;22,4
NL:S:41640170;Busstation;Zutphen;702,8;639,9;292,09999999999997;196,0;201,5;154,0
NL:S:41640200;Dr. Bosstraat;Zutphen;38,9;38,8;13,7;13,0;8,2;7,9
NL:S:41640221;Thorbeckesingel;Zutphen;27,2;16,7;9,9;6,9;7,5;4,6
NL:S:41640320;IJsselflat;Zutphen;25,1;23,2;2,5;1,6;1,2;1,0
NL:S:41640340;De Waarden;Zutphen;7,5;7,1;4,8;3,8;2,7;2,8
NL:S:41640360;Weerdslag 100-193;Zutphen;21,5;16,0;13,0;8,4;8,5;7,1
NL:S:41640380;De Brink;Zutphen;13,7;14,9;9,1;10,3;4,7;5,0
NL:S:41640400;Braamkamp;Zutphen;14,3;13,6;5,6;5,5;3,6;4,5
NL:S:41640420;Tichelkuilen;Zutphen;23,5;21,6;16,4;14,7;11,5;9,5
NL:S:41640570;Arnold Kaldenbachstraat;Zutphen;22,2;22,1;8,3;8,8;4,5;7,1
NL:S:41642030;Watertoren;Zutphen;18,6;15,4;9,1;7,4;7,2;5,6
NL:S:41648003;IJsselbrug;Zutphen;0,3;0,7;0,2;0,2;0,0;0,0
NL:S:41648005;Achterhoven;Zutphen (Hoven);0,0;0,0;0,0;0,0;0,0;0,0
NL:S:41650010;Lobede;Tolkamer;28,1;26,3;8,0;8,2;0,0;0,0
NL:S:41650050;Boterdijk/Molen;Lobith;0,1;0,6;0,0;0,0;0,0;0,0
NL:S:41650070;Postkantoor;Tolkamer;9,4;4,9;2,9;0,0;0,0;0,0
NL:S:41650085;Graaf Ottoweg;Lobith;0,3;6,3;0,0;1,6;0,0;0,0
NL:S:41650090;Dorp;Lobith;33,6;24,7;9,0;7,7;0,0;0,0
NL:S:41650110;Graaf Reinaldstraat;Lobith;16,2;12,1;5,5;3,1;0,0;0,0
NL:S:41650130;Anjerstraat;Lobith;7,0;9,1;3,0;3,2;0,0;0,0
NL:S:41650150;De Bijland;Herwen;0,2;0,2;0,1;0,1;0,0;0,0
NL:S:41650200;Willibrordusweg;Spijk;7,5;5,8;0,0;0,0;0,0;0,0
NL:S:41650220;Tengnagelwaard;Spijk;0,5;0,6;0,0;0,0;0,0;0,0
NL:S:41665001;Station;Klarenbeek;0,9;1,0;1,4;1,1;0,0;0,0
NL:S:41668005;Thermen Bussloo;Bussloo;3,9;6,4;2,2;4,2;1,1;0,6
NL:S:41670002;Ecofactorij;Apeldoorn;2,2;0,5;0,0;0,0;0,0;0,0
NL:S:41676030;IJsseldijk;Apeldoorn;0,7;0,9;0,0;0,0;0,0;0,0
NL:S:41676058;Wilp Achterhoek;Wilp-Achterhoek;0,1;0,2;0,0;0,0;0,0;0,0
NL:S:41680010;Didamseweg;Beek;0,5;0,3;0,0;0,0;0,0;0,0
NL:S:41680030;'t Heuveltje;Beek;0,6;1,1;0,0;0,0;0,0;0,0
NL:S:41680050;Kerk;Beek;1,6;1,3;0,0;0,0;0,0;0,0
NL:S:41680070;'t Peeske;Beek;1,2;0,7;0,0;0,0;0,0;0,0
NL:S:41706000;IJsbaanweg;Twello;1,1;1,5;0,0;0,0;0,0;0,0
NL:S:41706001;Station;Twello;26,6;24,6;4,6;2,4;2,3;2,5
NL:S:41706003;Gemeentehuis;Twello;7,7;8,5;0,3;0,3;0,3;0,4
NL:S:41706005;M. de Ruyterstraat;Twello;2,1;1,1;0,0;0,0;0,0;0,1
NL:S:41706007;Piet Heinstraat;Twello;3,4;2,5;0,0;0,1;0,1;0,1
NL:S:41706009;Troelstralaan;Twello;0,3;0,3;0,0;0,0;0,0;0,0
NL:S:41706011;Beethovenlaan;Twello;0,6;0,5;0,1;0,0;0,0;0,0
