;STOPPLACECODE;INSTAP_WERK;UITSTAP_WERK;INSTAP_ZA;UITSTAP_ZA;INSTAP_ZO;UITSTAP_ZO;NAME;TOWN;RD-X;RD-Y
0;DE:S:80000510;1.4;1.0;0.0;0.0;0.0;0.0;Markt;Elten;208219.5;431920.0
1;DE:S:80000530;0.5;0.8;0.0;0.0;0.0;0.0;Neustadt;Elten;208198.5;432082.5
2;DE:S:80000560;0.1;0.1;0.0;0.0;0.0;0.0;Hauberg;Elten;207520.0;432023.0
3;DE:S:80000570;0.1;0.1;0.0;0.0;0.0;0.0;Feldhausener Weg;Elten;207856.5;432854.5
4;NL:S:16000010;90.4;81.3;12.7;12.1;0.0;0.0;Station;Meppel;209759.8;522990.2
5;NL:S:16000260;0.5;0.9;0.0;0.1;0.0;0.0;Medisch Centrum;Meppel;211084.0;522879.0
6;NL:S:16000280;0.0;0.0;0.0;0.0;0.0;0.0;Gemeenteweg;Halfweg;214124.5;520222.5
7;NL:S:16000600;1.2000000000000002;1.6;0.0;0.0;0.0;0.0;Burg. Knopperslaan;Meppel;209754.0;523781.0
8;NL:S:16000710;0.1;0.6;0.0;0.0;0.0;0.0;Steenwijkerstraatweg;Meppel;208768.5;524285.0
9;NL:S:16000800;12.799999999999999;17.599999999999998;0.5;0.6;0.0;0.0;De Stouwe;Meppel;209428.0;522069.0
10;NL:S:16000880;2.5;3.2;0.1;0.2;0.0;0.0;Reestplantsoen;Meppel;209480.5;522297.5
11;NL:S:16000910;0.6;0.5;0.3;0.1;0.0;0.0;Leonard Springerlaan;Meppel;209670.5;522547.5
12;NL:S:16001010;3.5;3.6999999999999997;0.0;0.0;0.0;0.0;Hugo de Grootstraat;Meppel;209048.0;524125.0
13;NL:S:16002610;0.5;0.3;0.1;0.2;0.0;0.0;Prinsengracht;Meppel;209543.0;523515.3
14;NL:S:16100010;0.1;0.6;0.0;0.0;0.0;0.0;Perceel 3;Nijeveen;207512.0;527039.5
15;NL:S:16100050;0.0;0.0;0.0;0.0;0.0;0.0;Thijs van Urklaan;Kolderveen;206543.5;526309.0
16;NL:S:16110060;1.3;1.1;0.3;0.5;0.0;0.0;Heerenweg;IJhorst;216106.0;519641.0
17;NL:S:16110081;0.0;0.1;0.0;0.0;0.0;0.0;Havixhorst;De Schiphorst;213975.0;521273.0
18;NL:S:16110090;0.0;0.4;0.0;0.2;0.0;0.0;Wiltenweg;De Wijk;215514.0;521025.0
19;NL:S:16110220;0.1;0.7;0.1;0.0;0.0;0.0;Willem Koopsweg;De Wolden;216018.0;521087.0
20;NL:S:16110230;0.0;0.1;0.0;0.0;0.0;0.0;Oosterakker;De Wijk;216245.0;520678.0
21;NL:S:16110240;0.5;0.4;0.3;0.0;0.0;0.0;Verzorgingstehuis;De Wijk;215857.0;520661.0
22;NL:S:16110260;1.1;0.4;0.0;0.0;0.0;0.0;Sparrenlaan;IJhorst;216373.0;519399.0
23;NL:S:16180050;0.1;0.0;0.0;0.0;0.0;0.0;Redder;Staphorst;212153.0;518826.0
24;NL:S:16180070;0.0;0.0;0.0;0.0;0.0;0.0;Reggersweg;Staphorst;211489.0;518509.0
25;NL:S:16180100;2.9;2.9;0.3;0.4;0.0;0.0;Vlakkenweg;Staphorst;209584.5;517112.0
26;NL:S:16180120;1.3;2.0;0.0;0.0;0.0;0.0;Geerligsland;Staphorst;209842.0;517347.5
27;NL:S:16180140;3.5;4.6;0.4;0.5;0.0;0.0;Jan Arendsland;Staphorst;210043.5;517536.0
28;NL:S:16180160;1.4;1.4;0.3;0.2;0.0;0.0;Snelweg;Staphorst;210207.5;517474.0
29;NL:S:16180180;8.9;10.7;0.7;0.8;0.0;0.0;Achthoevenweg;Staphorst;210600.0;517113.5
30;NL:S:16180200;14.4;13.4;1.6;1.4;0.0;0.0;Hoogeweg;Staphorst;210784.5;517301.0
31;NL:S:16180220;16.599999999999998;18.2;2.2;2.5;0.0;0.0;Bergerslag;Staphorst;210959.0;517541.5
32;NL:S:16180240;16.5;17.3;2.3;2.2;0.0;0.0;Gemeentehuis;Staphorst;210738.5;517792.0
33;NL:S:16180260;7.5;8.1;0.8;1.3;0.0;0.0;Lindenlaan;Staphorst;210469.5;518110.0
34;NL:S:16180280;4.6;3.1;0.9;0.5;0.0;0.0;Bejaardenhuis;Staphorst;210324.5;518281.5
35;NL:S:16180300;7.5;7.3999999999999995;1.2;1.1;0.0;0.0;Prinses Beatrixstraat;Staphorst;210181.5;518622.5
36;NL:S:16180320;0.7999999999999999;0.9;0.1;0.2;0.0;0.0;Boldewijnhuizen;Staphorst;209749.0;520124.5
37;NL:S:16180340;0.0;0.0;0.0;0.0;0.0;0.0;Pieter Zandt College;Staphorst;210873.0;516623.0
38;NL:S:16280100;2.1;2.0;0.5;0.5;0.0;0.0;Oostermenneweg;Rouveen;209700.0;512335.5
39;NL:S:16280120;2.4;2.0;0.4;0.2;0.0;0.0;Zuideindigerweg;Rouveen;209803.0;512976.5
40;NL:S:16280140;0.2;0.4;0.1;0.1;0.0;0.0;Stadsweg;Rouveen;209687.5;513655.5
41;NL:S:16280160;0.2;0.5;0.0;0.1;0.0;0.0;Oude Rijksweg 485;Rouveen;209362.0;514169.5
42;NL:S:16280180;19.3;17.3;2.9;2.9;0.0;0.0;Hervormde Kerk;Rouveen;209147.5;514455.0
43;NL:S:16280200;2.7;2.3000000000000003;0.2;0.4;0.0;0.0;Oude Rijksweg 415;Rouveen;209024.0;514839.5
44;NL:S:16280220;0.9;1.1;0.1;0.2;0.0;0.0;Oud Gereformeerde Kerk;Rouveen;208862.0;515501.5
45;NL:S:16280240;1.7;1.6;0.2;0.2;0.0;0.0;Conradsweg;Rouveen;208864.5;515843.5
46;NL:S:16280260;4.1;4.0;0.6;0.3;0.0;0.0;Schoolwijksweg;Rouveen;209009.0;516299.0
47;NL:S:16280280;3.9;4.3;0.3;0.4;0.0;0.0;Dekkersweg;Rouveen;209279.0;516772.5
48;NL:S:16300010;7.699999999999999;14.700000000000001;0.2;0.3;0.2;0.1;Gemeentehuis;Steenwijk;204188.0;532982.0
49;NL:S:16300030;8.3;8.9;1.7;2.5;1.5;0.7;Vendelweg;Steenwijk;204045.0;533279.5
50;NL:S:16300050;7.5;4.9;2.8;2.1;1.4;0.7;Matthijs Kiersstraat;Steenwijk;203807.5;533623.5
51;NL:S:16301010;92.5;102.7;44.1;34.8;24.0;24.1;Station;Steenwijk;204301.0;533943.8
52;NL:S:16380100;4.199999999999999;6.8;0.2;0.6;0.0;0.0;Haersterbroekweg;Zwolle;207888.5;506372.5
53;NL:S:16380120;0.3;0.4;0.1;0.2;0.0;0.0;Steenwetering;Lichtmis;208515.5;507984.0
54;NL:S:16380140;1.3;1.5;0.2;0.1;0.0;0.0;Meeleweg;Lichtmis;209155.5;509620.5
55;NL:S:16380190;49.400000000000006;51.800000000000004;1.4;1.7;0.0;0.0;Busstation;Lichtmis;209704.0;511109.0
56;NL:S:16580010;0.7;1.5;0.2;0.2;0.5;0.4;Noordeinde;Zwolle;210262.0;507090.5
57;NL:S:16580030;2.0;2.4;0.0;0.30000000000000004;0.1;0.1;Westeinde;Zwolle;209384.0;506307.0
58;NL:S:16580050;10.0;5.3999999999999995;0.2;0.4;0.4;1.0;Markteweg;Zwolle;208842.0;506040.0
59;NL:S:16580070;42.6;19.0;2.6;2.7;0.9;1.6;Kleefstraat;Zwolle;208154.5;505792.0
60;NL:S:16680010;2.0;2.2;0.8;1.0;0.5;0.4;Dedemsweg;Ruitenveen;214131.0;508799.5
61;NL:S:16680030;1.9;2.1;0.5;0.4;0.2;0.2;Kuitermansweg;Ruitenveen;213618.5;508572.0
62;NL:S:16680050;0.5;0.6;0.3;0.4;0.1;0.1;Nieuwe Kreuleweg;Ruitenveen;212948.5;508275.0
63;NL:S:16680070;2.9;2.8;0.8;0.9;0.4;0.8;Hoevenweg;Ruitenveen;212252.0;507967.5
64;NL:S:16680090;1.4000000000000001;1.4000000000000001;0.3;0.1;0.1;0.1;Middenweg;Ruitenveen;211534.0;507653.0
65;NL:S:16680110;0.8;0.8;0.1;0.2;0.1;0.2;Nieuwendijk;Ruitenveen;210924.5;507385.0
66;NL:S:16780001;0.1;0.4;0.0;0.1;0.0;0.0;Schuilhut;Nieuwleusen;217048.0;508435.0
67;NL:S:16780010;4.6;5.199999999999999;1.1;2.2;0.9;0.9;De Vlijt;Nieuwleusen;217949.5;512039.0
68;NL:S:16780030;0.7;0.8;0.30000000000000004;0.4;0.1;0.30000000000000004;Oosterhulst;Nieuwleusen;216826.5;511916.5
69;NL:S:16780050;52.300000000000004;54.6;5.3;6.4;2.4;2.5;Den Hulst;Nieuwleusen;215688.0;511976.0
70;NL:S:16780070;13.2;13.6;5.0;6.0;2.7;3.2;Bejaardencentrum;Nieuwleusen;215794.5;511494.0
71;NL:S:16780080;4.0;1.0;1.3;0.4;0.3;0.0;Baron van Dedemstraat;Nieuwleusen;215624.0;511953.0
72;NL:S:16780090;21.3;20.4;6.9;6.7;3.5;3.7;Gereformeerde Kerk;Nieuwleusen;215921.5;511135.0
73;NL:S:16780110;20.5;19.400000000000002;7.2;6.8;3.2;3.7;Zwembad;Nieuwleusen;216060.5;510748.5
74;NL:S:16780130;35.3;38.599999999999994;12.1;11.6;5.8;5.8;Centrum;Nieuwleusen;216321.5;509843.5
75;NL:S:16780150;12.1;12.299999999999999;2.6;3.5;1.8;2.0;Westeinde;Nieuwleusen;215965.5;509663.5
76;NL:S:16780170;5.8;5.3;1.3;1.6;0.9;1.0;Bouwhuisweg;Nieuwleusen;215412.0;509382.5
77;NL:S:16780190;2.8000000000000003;3.6;1.5;1.4;0.6;0.6;Molen;Nieuwleusen;214730.0;509063.0
78;NL:S:16780300;0.8;0.5;0.3;0.2;0.0;0.0;Grote Markt;Nieuwleusen;216323.5;510016.5
79;NL:S:16780560;7.3999999999999995;8.299999999999999;0.0;0.0;0.0;0.0;Rollecater Brug;Nieuwleusen;213465.5;511827.0
80;NL:S:17000010;76.7;74.19999999999999;15.5;14.799999999999999;8.600000000000001;12.0;Station;Hoogeveen;228376.5;527843.0
81;NL:S:17000210;25.099999999999998;18.7;4.1;3.3;3.1;2.0;Buizerdlaan;Hoogeveen;230582.0;526501.5
82;NL:S:17000710;7.1;5.1;1.8;1.3;0.9;0.8;Mr. Cramerweg P+R;Hoogeveen;231240.5;526396.5
83;NL:S:17001650;1.1;1.7000000000000002;0.2;0.3;0.1;0.1;Willemskade;Hoogeveen;228637.0;527459.5
84;NL:S:17003020;3.4;9.399999999999999;0.2;0.1;0.1;0.0;Industrieweg;Hoogeveen;228629.5;527649.0
85;NL:S:17003040;13.6;14.0;4.1;5.0;1.5;1.2;Tamboerpassage;Hoogeveen;228885.5;527146.5
86;NL:S:17003120;3.3000000000000003;2.8000000000000003;0.7;0.8;0.0;0.3;Wolfsbosstraat;Hoogeveen;229701.0;526505.0
87;NL:S:17003140;2.4;2.4;0.6;0.8;0.4;0.5;Valkenlaan;Hoogeveen;230185.5;526498.5
88;NL:S:17003200;4.9;5.4;1.6;1.6;0.7999999999999999;0.4;'t Haagje;Hoogeveen;229027.5;526514.0
89;NL:S:17190010;4.3999999999999995;5.0;0.2;0.2;0.0;0.0;Buitenvaart;Hollandscheveld;231478.0;524985.0
90;NL:S:17190030;0.8;1.1;0.1;0.2;0.1;0.2;Opgaande 71;Hollandscheveld;232092.5;524964.0
91;NL:S:17190050;11.899999999999999;12.299999999999999;1.3;2.0;0.7;0.9;'t Hoekje;Hollandscheveld;232436.0;524948.0
92;NL:S:17190150;2.7;2.8;0.4;0.3;0.2;0.2;Carstensdijk;Zuideropgaande;232403.0;522479.5
93;NL:S:17190190;0.2;0.1;0.0;0.0;0.0;0.0;Schooldijkje;Zuideropgaande;232388.5;522120.5
94;NL:S:17290010;0.3;0.4;0.0;0.0;0.0;0.0;Riegshoogtendijk;Kerkenveld;232361.0;521684.5
95;NL:S:17290030;4.699999999999999;4.3999999999999995;0.7;0.4;0.2;0.5;Gedempte Wijde Wijk;Kerkenveld;232332.5;520932.5
96;NL:S:17290050;1.0;1.0;0.3;0.1;0.1;0.1;Ritmeesterweg;Kerkenveld;232318.0;520199.0
97;NL:S:17290070;0.1;0.2;0.0;0.0;0.0;0.0;Riegshoogtendijk 3;Kerkenveld;232305.5;519689.0
98;NL:S:17290090;0.2;0.2;0.0;0.1;0.0;0.0;Hoogeveenseweg 33;Kerkenveld;232293.0;519164.5
99;NL:S:17290110;0.7;1.1;0.1;0.2;0.2;0.1;Braambergerweg;Kerkenveld;232451.0;518232.5
100;NL:S:17290130;0.9;0.7;0.3;0.1;0.1;0.1;Hoogeveenseweg 11;Kerkenveld;232693.5;517775.5
101;NL:S:17350030;8.2;7.3;1.4;1.8;0.5;0.5;Riegshoogtendijk;Hollandscheveld;232490.5;524679.5
102;NL:S:17350050;0.6;1.2000000000000002;0.1;0.1;0.0;0.0;Jan Wintersdijkje;Zuideropgaande;232463.5;523771.5
103;NL:S:17480030;22.7;24.8;5.8;5.8;2.8;2.9;Zwolseweg;Balkbrug;222531.5;512945.0
104;NL:S:17480050;9.5;8.9;2.3;3.4;1.5;1.6;d 'Olde Heerd;Balkbrug;222029.0;512841.0
105;NL:S:17480070;1.8;1.9;0.8;1.2;0.3;0.4;Zelhorstweg;Balkbrug;220489.5;512525.5
106;NL:S:17480090;3.6;3.2;1.6;1.5;0.7;1.1;Nieuweweg (Sluis 4);Balkbrug;219280.5;512273.0
107;NL:S:18500010;2.8;5.1;0.0;0.0;0.0;0.0;Noordikslaan;Almelo;241750.0;487452.0
108;NL:S:18500120;0.2;0.1;0.0;0.0;0.0;0.0;Sliepersdijk;Hoge Hexel;235058.5;490584.0
109;NL:S:18500140;0.0;0.0;0.0;0.0;0.0;0.0;Hammerweg;Vriezenveen;237584.0;491287.0
110;NL:S:19000320;1.3;1.1;0.0;0.0;0.0;0.0;Trageldijk;Coevorden;245780.5;520040.0
111;NL:S:19001410;13.0;13.8;0.0;0.0;0.0;0.0;Station;Coevorden;246257.5;520408.5
112;NL:S:19180200;1.9;0.2;0.0;0.0;0.0;0.0;Scheidijk;De Krim;242276.0;519464.5
113;NL:S:19180220;1.2000000000000002;0.8;0.0;0.0;0.0;0.0;Dommerskanaal;De Krim;240860.5;519265.0
114;NL:S:19180260;0.7;0.9;0.0;0.0;0.0;0.0;Nieuwlandseweg;De Krim;239459.0;519064.5
115;NL:S:19180280;3.6;3.3000000000000003;0.0;0.0;0.0;0.0;N.H. Kerk;De Krim;238684.0;518954.0
116;NL:S:19180300;2.8000000000000003;2.9;0.0;0.0;0.0;0.0;Horstra's Wijk;De Krim;237957.5;518850.0
117;NL:S:19180332;0.3;0.2;0.0;0.0;0.0;0.0;Horstra's Wijk/Marsstraat;De Krim;238194.5;518464.5
118;NL:S:19180350;1.2;0.5;0.0;0.0;0.0;0.0;Marsstraat;De Krim;238386.0;518634.0
119;NL:S:19180450;0.0;0.2;0.0;0.0;0.0;0.0;Slagenweg/Lutteresweg;Ane;238950.0;517375.0
120;NL:S:19280010;0.2;0.1;0.0;0.0;0.0;0.0;Molenweg;De Krim;237232.5;518522.5
121;NL:S:19280030;0.1;0.1;0.0;0.0;0.0;0.0;Coevorderweg 171;De Krim;236480.0;517855.5
122;NL:S:19280050;0.1;0.3;0.0;0.0;0.0;0.0;Drukkerij Seinen;De Krim;236080.5;517505.0
123;NL:S:19280070;0.0;0.0;0.0;0.0;0.0;0.0;Coevorderweg 105;De Krim;235544.5;517033.0
124;NL:S:19380010;9.4;9.1;1.0;1.4;0.7;0.6;Schuineslootweg;Slagharen;233021.5;517380.0
125;NL:S:19380030;0.30000000000000004;0.3;0.1;0.1;0.0;0.0;Herenstraat 108;Slagharen;233320.0;517028.0
126;NL:S:19380050;1.2;1.9000000000000001;0.6;0.4;0.1;0.1;Witmanweg;Slagharen;233714.0;516571.5
127;NL:S:19380070;18.5;17.099999999999998;2.2;1.7;1.4000000000000001;1.0;Vergouwlaan;Slagharen;233903.5;516350.5
128;NL:S:19380151;114.89999999999999;117.3;17.6;17.8;10.1;9.799999999999999;Centrum;Lutten;235217.5;514601.5
129;NL:S:19380191;6.5;6.3;1.2;1.1;0.5;0.4;Viaduct;Lutten;234397.0;514184.5
130;NL:S:19380280;0.4;0.7;0.0;0.0;0.0;0.0;Coevorderweg 89;Slagharen;234935.0;516513.0
131;NL:S:19380301;31.9;34.1;7.3;8.9;5.1;3.3000000000000003;Centrum;Slagharen;234237.0;516008.5
132;NL:S:19380320;17.1;16.400000000000002;10.4;11.4;9.6;6.699999999999999;Attractiepark;Slagharen;234633.0;515436.5
133;NL:S:19380340;1.2;1.2000000000000002;0.3;0.2;0.1;0.2;Dedemsvaartseweg 84;Lutten;233696.0;514132.5
134;NL:S:19380360;1.0;1.2;0.1;0.2;0.3;0.1;Coevorderweg;Lutten;233172.5;514091.0
135;NL:S:19380380;1.5;0.9;0.3;0.2;0.2;0.1;Tottenhamstraat/Proatkoele;Lutten;232166.5;514000.0
136;NL:S:19380400;2.6;2.6;0.2;0.2;0.2;0.2;Ongelukkige Wijk;Lutten;231713.0;513957.5
137;NL:S:19480010;0.7;0.8;0.1;0.1;0.2;0.2;Rheezerend 162;Dedemsvaart;231152.0;514148.0
138;NL:S:19480030;1.7;1.8;0.3;0.5;0.3;0.3;Rheezerend;Dedemsvaart;230348.0;514041.0
139;NL:S:19480050;1.2;1.4;0.5;0.1;0.2;0.3;Rheezerend 60;Dedemsvaart;229931.0;513987.0
140;NL:S:19480070;4.699999999999999;5.0;0.3;0.3;0.4;0.2;Industrieweg;Dedemsvaart;229518.0;513922.0
141;NL:S:19480090;3.7;3.8000000000000003;0.3;0.3;0.1;0.2;Celsiusstraat;Dedemsvaart;229095.0;513867.5
142;NL:S:19480110;1.5;2.1;0.5;0.5;0.4;0.30000000000000004;Van Haeringenstraat;Dedemsvaart;228504.5;513789.5
143;NL:S:19480130;24.9;22.099999999999998;5.4;5.8;2.0;1.7;De Magnolia;Dedemsvaart;228318.0;513679.5
144;NL:S:19480150;24.3;22.6;4.3;3.3;1.4;1.6;Hazelaar;Dedemsvaart;228371.5;513370.5
145;NL:S:19480170;7.8999999999999995;8.6;1.5;2.3;1.1;1.4;Krikkenstraat;Dedemsvaart;227939.0;513097.5
146;NL:S:19480190;32.4;27.8;10.6;8.7;6.8999999999999995;4.699999999999999;Haitjema;Dedemsvaart;227636.0;512984.0
147;NL:S:19480230;47.300000000000004;43.300000000000004;8.5;8.3;5.3;4.3999999999999995;Adelaarweg;Dedemsvaart;227535.0;512505.5
148;NL:S:19480250;24.900000000000002;23.200000000000003;4.2;4.4;2.8;3.0;Sportlaan;Dedemsvaart;227157.5;512635.0
149;NL:S:19480280;45.3;48.199999999999996;10.4;9.2;6.2;5.5;Busstation;Dedemsvaart;226948.2;512924.8
150;NL:S:19480300;1.4000000000000001;1.9000000000000001;0.2;0.2;0.1;0.1;Hoofdvaart 115;Dedemsvaart;226422.5;512785.5
151;NL:S:19480320;1.0;1.3;0.2;0.30000000000000004;0.1;0.2;Hoofdvaart 207;Dedemsvaart;225894.0;512677.0
152;NL:S:19480340;1.6;1.4;0.2;0.3;0.2;0.2;Het Rak;Dedemsvaart;224999.0;512853.5
153;NL:S:19480360;1.2;1.3;0.3;0.4;0.1;0.3;De Pol;Dedemsvaart;224788.0;513200.0
154;NL:S:19481990;3.4;3.0;0.0;0.0;0.0;0.0;Zwiersstraat;Dedemsvaart;227613.0;513680.0
155;NL:S:19580000;0.1;0.0;0.0;0.0;0.0;0.0;Station;Gramsbergen;242300.0;514395.0
156;NL:S:19580040;0.0;0.0;0.0;0.0;0.0;0.0;Aner Molen;Ane;240417.0;515531.0
157;NL:S:19580060;0.0;0.0;0.0;0.0;0.0;0.0;De Viersprong;Ane;240606.0;514799.0
158;NL:S:19580080;0.0;0.0;0.0;0.0;0.0;0.0;Slagenweg/Haarweg;Ane;239281.0;516991.0
159;NL:S:19580100;0.0;0.0;0.0;0.0;0.0;0.0;Slagenweg/Schansweg;Ane;239979.0;516169.0
160;NL:S:24350010;0.4;0.30000000000000004;0.0;0.0;0.0;0.0;Spin;De Blesse;199603.5;538995.0
161;NL:S:24350030;1.4;0.7;0.0;0.0;0.0;0.0;Bovenweg;De Blesse;199112.5;539613.0
162;NL:S:24350050;0.4;1.2000000000000002;0.0;0.0;0.0;0.0;Friese Veldweg;De Blesse;198025.0;538925.0
163;NL:S:24350070;0.8;0.7;0.0;0.0;0.0;0.0;Lagebroekweg;Blesdijke;197259.0;538346.5
164;NL:S:24350600;6.9;9.3;0.0;0.0;0.0;0.0;Noord;De Blesse;198806.7;540015.0
165;NL:S:24450030;1.0;0.5;0.0;0.0;0.0;0.0;Marijenkampen;Marijenkampen;201192.5;536571.0
166;NL:S:24450050;0.1;0.2;0.0;0.0;0.0;0.0;Eikenlaan;Willemsoord;200048.5;538447.5
167;NL:S:24451400;7.8;6.8;0.0;0.0;0.0;0.0;'t Centrum;Steenwijkerwold;200758.5;535452.0
168;NL:S:24451800;2.3000000000000003;2.3000000000000003;0.0;0.0;0.0;0.0;Willemsoord;Willemsoord;200502.0;537709.5
169;NL:S:24510020;9.299999999999999;9.1;0.0;0.0;0.0;0.0;Frieseweg;Oldemarkt;194701.0;537030.0
170;NL:S:24510040;4.0;3.3;0.0;0.0;0.0;0.0;Koningin Julianaweg;Oldemarkt;194812.0;536839.5
171;NL:S:24510060;6.0;4.8999999999999995;0.0;0.0;0.0;0.0;Parochiehuis;Oldemarkt;195051.5;537221.0
172;NL:S:24510070;1.5;1.3;0.0;0.0;0.0;0.0;Kruisstraat;Oldemarkt;193991.0;537179.0
173;NL:S:24510090;1.7000000000000002;0.7999999999999999;0.0;0.0;0.0;0.0;De Boterberg;Oldemarkt;193717.0;537313.0
174;NL:S:24550030;4.3;3.9;0.2;0.6;0.3;0.2;Zuidveen;Zuidveen;203786.0;532683.0
175;NL:S:24550050;3.6;4.9;0.1;0.4;0.0;0.0;Groot Verlaat;Steenwijk;202834.0;532269.5
176;NL:S:24550090;0.0;0.0;0.0;0.0;0.0;0.0;Onnaseveld;Steenwijk;207322.5;532360.0
177;NL:S:24550122;0.6;0.4;0.0;0.0;0.0;0.0;Bedelaarspad;Steenwijk;206422.0;532760.0
178;NL:S:24550160;1.4;1.8;0.0;0.0;0.0;0.0;Dolderbrug;Steenwijk;203300.5;533825.0
179;NL:S:24550220;0.7;0.2;0.0;0.0;0.0;0.0;Westercluft;Steenwijk;204783.0;534357.5
180;NL:S:24550360;0.5;0.4;0.0;0.0;0.0;0.0;Kallenkoterallee;Steenwijk;205262.0;533375.0
181;NL:S:24550380;0.3;0.1;0.0;0.0;0.0;0.0;Gagelsweg;Steenwijk;205288.5;533629.0
182;NL:S:24550400;0.4;0.3;0.0;0.0;0.0;0.0;Oostercluft;Steenwijk;205523.5;533976.0
183;NL:S:24550420;0.8;0.5;0.0;0.0;0.0;0.0;'t Schar;Steenwijk;205133.5;534305.0
184;NL:S:24552310;1.4000000000000001;1.0;0.0;0.0;0.0;0.0;Gemeentewerken;Tuk;202912.5;534424.0
185;NL:S:24552330;0.5;0.5;0.0;0.0;0.0;0.0;Oldemarktseweg;Tuk;202629.5;534734.0
186;NL:S:24552350;0.2;0.2;0.0;0.0;0.0;0.0;Watertoren;Thij;201805.0;534905.0
187;NL:S:24552370;0.2;0.2;0.0;0.0;0.0;0.0;Thij;Thij;201021.0;535136.0
188;NL:S:24590100;12.7;6.6;0.0;0.0;0.0;0.0;Burchtstraat;Kuinre;185663.0;533277.0
189;NL:S:24610010;0.9;1.6;0.0;0.0;0.0;0.0;Venebosweg;Ossenzijl;191003.0;535957.0
190;NL:S:24610030;0.8;0.30000000000000004;0.0;0.0;0.0;0.0;Kloosterdijk;Ossenzijl;188950.0;534347.5
191;NL:S:24620010;15.0;12.9;0.0;0.0;0.0;0.0;Busstation;Lemmer;177508.8;540108.6
192;NL:S:24620110;0.2;0.2;0.0;0.0;0.0;0.0;Lemsterweg;Rutten;176907.0;538566.0
193;NL:S:24620130;4.2;4.0;0.0;0.0;0.0;0.0;Houtmolen;Lemmer;177287.0;539670.0
194;NL:S:24650010;0.2;0.1;0.0;0.0;0.0;0.0;Veendijk;Veendijk;209436.5;528435.0
195;NL:S:24650030;0.2;0.2;0.0;0.0;0.0;0.0;Bovenboer;Veendijk;208973.5;529722.5
196;NL:S:24650050;0.2;0.2;0.0;0.0;0.0;0.0;Havelterberg;Havelterberg;208108.5;531959.5
197;NL:S:24650070;0.1;0.1;0.0;0.0;0.0;0.0;Rotonde;Havelterberg;207690.5;532219.5
198;NL:S:24680010;0.8;0.5;0.0;0.0;0.0;0.0;Uiterdijkenweg;Luttelgeest;185734.5;532502.5
199;NL:S:24720010;12.0;12.3;0.0;0.0;0.0;0.0;Lemsterpoort;Rutten;175955.0;535391.5
200;NL:S:24720090;0.8;0.6;0.0;0.0;0.0;0.0;Noordermeerweg;Rutten;175953.5;537636.5
201;NL:S:24750010;0.0;0.0;0.0;0.0;0.0;0.0;Zuivelfabriek;Kolderveen;207192.0;526756.5
202;NL:S:24750100;0.4;0.5;0.0;0.0;0.0;0.0;Nijeveenseweg;Meppel;208566.5;524577.5
203;NL:S:24750120;1.6;1.1;0.0;0.0;0.0;0.0;De Schalle;Nijeveen;207515.5;527186.5
204;NL:S:24750140;2.0;1.2;0.0;0.0;0.0;0.0;Molenweg;Nijeveen;207544.5;527515.5
205;NL:S:24750160;6.0;3.1;0.0;0.0;0.0;0.0;Gemeentehuis;Nijeveen;207906.0;527659.5
206;NL:S:24750180;0.4;0.3;0.0;0.0;0.0;0.0;Kerkweg;Nijeveen;208334.5;527868.5
207;NL:S:24750200;0.1;0.1;0.0;0.0;0.0;0.0;Zonneberg;Nijeveen;208716.5;528118.5
208;NL:S:24820030;2.3;1.1;0.0;0.0;0.0;0.0;Wrakkenpad;Creil;174355.0;532396.5
209;NL:S:24820050;0.6;0.3;0.0;0.0;0.0;0.0;IJzerpad;Rutten;175208.5;533754.5
210;NL:S:24820090;18.7;18.8;0.0;0.0;0.0;0.0;Creil;Creil;173384.0;530726.5
211;NL:S:24920030;0.1;0.1;0.0;0.0;0.0;0.0;Weg van Ongenade;Espel;175514.5;526366.0
212;NL:S:24920050;1.1;0.4;0.0;0.0;0.0;0.0;Onderduikerspad;Espel;172438.5;527996.0
213;NL:S:24920070;0.8;0.6;0.0;0.0;0.0;0.0;Noordermiddenweg;Espel;173881.0;526383.0
214;NL:S:24920080;0.0;0.0;0.0;0.0;0.0;0.0;Espelerweg;Emmeloord;176871.5;526350.0
215;NL:S:24920110;8.3;8.3;0.0;0.0;0.0;0.0;Espel;Espel;172454.0;526399.0
216;NL:S:24920130;0.7;0.5;0.0;0.0;0.0;0.0;Klutenpad;Creil;172702.5;529508.0
217;NL:S:25000010;22.8;41.7;6.7;10.5;2.8;3.8;Kettingstraat;Emmeloord;180102.5;524841.5
218;NL:S:25000030;5.3;7.0;2.0;3.4000000000000004;0.9;1.5;Lange Dreef;Emmeloord;180451.0;524865.5
219;NL:S:25000050;9.8;15.8;3.0;5.1;6.1;3.1;Bunschotenlaan;Emmeloord;180560.5;524023.5
220;NL:S:25000070;6.3;9.4;0.5;1.2;0.0;0.1;Emmeloord - Oost;Emmeloord;181259.0;524904.5
221;NL:S:25000100;11.4;17.7;3.5;5.1;2.8;2.8;Diemenlaan;Emmeloord;180258.0;523941.0
222;NL:S:25000130;2.2;3.7;0.30000000000000004;0.8;0.1;0.1;Ecopark;Emmeloord;182142.5;524730.5
223;NL:S:25000160;1.1;2.0;0.0;0.0;0.0;0.0;Ondernemersweg;Emmeloord;180181.5;523016.0
