;STOPPLACECODE;INSTAP_WERK;UITSTAP_WERK;INSTAP_ZA;UITSTAP_ZA;INSTAP_ZO;UITSTAP_ZO;NAME;TOWN;RD-X;RD-Y
1071;NL:S:40649001;134.7;133.0;49.300000000000004;49.0;18.1;24.0;Busstation;Wittenberg;176772.5;469461.0
1072;NL:S:40649011;1.5;1.5;1.2;0.9;1.1;0.6;Tolnegenweg;Wittenberg;173882.0;468123.0
1073;NL:S:40650001;7.699999999999999;7.8;3.2;4.1;2.5;1.9000000000000001;Wieselseweg;Wenum;193916.0;472627.5
1074;NL:S:40650003;10.5;11.7;4.4;4.5;2.7;2.5;Papegaaiweg;Wenum;193576.0;474122.0
1075;NL:S:40650006;2.9;4.8;1.3;3.6;1.0;1.0;De Haere;Wenum;193953.0;475822.5
1076;NL:S:40664001;0.6;0.4;0.7;0.3;0.1;0.1;Oosterbrinkweg;Kootwijkerbroek;175356.5;464517.5
1077;NL:S:40664003;5.3;4.7;0.6;0.7;0.3;0.4;Garderbroekerweg;Kootwijkerbroek;175003.5;463764.5
1078;NL:S:40664007;8.299999999999999;8.7;2.6;2.7;0.7;0.9;Kosterijweg;Kootwijkerbroek;174339.5;462804.5
1079;NL:S:40664009;14.1;12.799999999999999;3.5;3.7;0.5;0.8;Essenerweg;Kootwijkerbroek;173819.5;462617.5
1080;NL:S:40664011;1.3;2.7;0.8;1.3;0.1;0.5;Nachtegaalweg;Kootwijkerbroek;173474.0;462601.0
1081;NL:S:40664013;2.8;2.5;0.3;0.2;0.0;0.0;Wencopperweg;Kootwijkerbroek;172856.5;462566.5
1082;NL:S:40664015;1.6;1.8;0.6;0.8;0.2;0.1;Gereformeerde Kerk;Kootwijkerbroek;174911.5;463319.0
1083;NL:S:40665002;0.7;0.9;0.2;0.1;0.1;0.1;Esvelderweg;Barneveld;171886.0;462387.0
1084;NL:S:40679006;4.1;5.0;4.9;6.8;3.7;4.1;Echoput;Hoog Soeren;188462.5;471750.0
1085;NL:S:40680001;0.0;0.2;0.0;0.0;0.0;0.0;Huis Voorstonden;Voorstonden;207012.5;460199.0
1086;NL:S:40680003;0.1;0.1;0.0;0.1;0.0;0.0;Halte de Molen;Voorstonden;207931.0;460058.0
1087;NL:S:40682001;0.1;0.1;0.0;0.0;0.0;0.0;School met de Bijbel;Tonden;205876.0;461316.5
1088;NL:S:40682003;0.2;0.3;0.1;0.1;0.0;0.0;ABK huis;Hall;203111.5;457777.0
1089;NL:S:40682005;0.3;0.4;0.1;0.0;0.0;0.0;Hogestraat;Hall;203905.0;458196.0
1090;NL:S:40682007;0.7;0.7;0.0;0.0;0.0;0.0;School;Hall;203985.0;458621.0
1091;NL:S:40685001;0.3;0.3;0.0;0.0;0.0;0.0;Buurtweg;Oeken;206999.5;458689.5
1092;NL:S:40712009;22.8;24.400000000000002;6.0;5.2;2.6;3.2;Pascalstraat;Ede;172764.0;448709.5
1093;NL:S:40712011;8.799999999999999;9.6;1.4;1.0;0.9;0.8;Lumierestraat;Ede;172204.5;448767.5
1094;NL:S:40712013;13.4;13.5;1.4;1.8;0.7;1.2000000000000002;Niels Bohrstraat;Ede;171630.5;448890.5
1095;NL:S:40712019;3.2;3.6;1.2;1.1;0.4;0.7;Pakhuisweg;Ede;169506.0;449532.0
1096;NL:S:40712021;2.5;5.0;0.3;0.4;0.4;0.7;Kievitsmeent;Ede;170541.5;450819.5
1097;NL:S:40712137;11.200000000000001;14.200000000000001;5.6;7.0;2.0;2.3000000000000003;Einsteinstraat;Ede;172813.0;448998.0
1098;NL:S:40712159;17.8;24.1;1.8;1.9;0.30000000000000004;0.7999999999999999;Amperestraat;Ede;170987.0;448858.5
1099;NL:S:40712161;0.1;0.1;0.0;0.2;0.0;0.0;Doornlaan;Ede;173302.5;448758.5
1100;NL:S:40715013;3.8000000000000003;4.7;0.4;0.9;0.2;0.3;Buurtlaan-Oost;Veenendaal;168153.5;449599.0
1101;NL:S:40726001;3.5;4.1;2.8;2.6;1.2000000000000002;1.2000000000000002;Hooiweg;Garderen;176952.0;470732.0
1102;NL:S:40726003;28.400000000000002;27.3;10.5;10.299999999999999;3.6;3.4000000000000004;Bakkerstraat;Garderen;177266.5;471627.5
1103;NL:S:40726005;2.4;2.8000000000000003;1.3;1.8;1.0;0.5;West-end;Garderen;176672.5;471996.5
1104;NL:S:40726007;2.3;2.9;1.0;1.5;1.2;0.6;Heideheuvel;Garderen;176005.5;472032.5
1105;NL:S:40726009;1.4;1.2000000000000002;1.4;1.4;1.0;0.5;De Hertshoorn;Garderen;175643.5;472051.0
1106;NL:S:40726011;0.6;0.8;0.5;1.2;0.8;0.3;Veluw Hul;Garderen;175294.0;472082.5
1107;NL:S:40726013;0.0;0.1;0.0;0.0;0.0;0.0;Kastelenhof;Garderen;176965.0;472761.0
1108;NL:S:40726015;0.0;0.0;0.0;0.0;0.0;0.0;Houtdorp;Garderen;176905.0;473425.5
1109;NL:S:40746011;2.3000000000000003;2.3;0.9;1.2;1.0;0.9;Bosweg;Voorthuizen;171312.5;466947.0
1110;NL:S:40746013;2.1;2.6;0.6;0.9;0.2;0.4;Hunnenweg;Voorthuizen;172057.0;467285.0
1111;NL:S:40746015;8.4;8.1;5.3;4.8999999999999995;3.5;2.7;De Zanderij;Voorthuizen;173012.0;467720.5
1112;NL:S:40746017;3.4;3.8000000000000003;3.2;3.5;1.3;1.1;De IJsvogel;Voorthuizen;173464.5;467929.0
1113;NL:S:40750001;3.2;0.6;0.9;0.4;0.0;0.0;Station;Lunteren;171226.0;455263.0
1114;NL:S:40750003;0.1;0.1;0.1;0.2;0.0;0.0;Roskammersteeg;Lunteren;171083.0;455040.0
1115;NL:S:40750005;0.0;0.1;0.0;0.1;0.0;0.0;Hertenlaan;Lunteren;170765.0;455021.0
1116;NL:S:40750007;0.1;0.1;0.0;0.1;0.0;0.0;Everlaan;Lunteren;170595.0;454907.0
1117;NL:S:40750009;0.0;0.1;0.0;0.0;0.0;0.0;Viaduct;Lunteren;169831.5;454245.0
1118;NL:S:40750013;0.1;0.1;0.0;0.0;0.0;0.0;De Molen;Lunteren;170861.5;455731.5
1119;NL:S:40750015;5.6;3.6;0.0;0.0;0.0;0.0;De Wormshoef;Lunteren;170807.5;456052.5
1120;NL:S:40751003;0.6;0.4;0.0;0.0;0.0;0.0;Rehoboth;Meulunteren;173320.0;459118.0
1121;NL:S:40751005;0.1;0.1;0.0;0.1;0.0;0.0;Bijweg;Meulunteren;172498.0;457829.5
1122;NL:S:40751011;0.7;0.5;0.1;0.2;0.0;0.0;Hessenweg;Meulunteren;172135.5;457390.0
1123;NL:S:40755075;0.1;0.2;0.2;0.2;0.0;0.0;Schaffelaartheater;Barneveld;168575.0;460903.0
1124;NL:S:40761001;0.1;0.0;0.0;0.0;0.0;0.0;Van Lodenstein College;Barneveld;168792.5;459543.5
1125;NL:S:40761003;0.1;0.1;0.0;0.0;0.0;0.0;Lange Voren;Barneveld;169554.0;461188.0
1126;NL:S:40765005;0.3;0.7;0.1;0.1;0.0;0.2;Norschoterweg;Barneveld;170121.0;462072.5
1127;NL:S:40765007;30.900000000000002;40.7;0.9;1.1;0.4;0.5;Praktijkschool Barneveld;Barneveld;169488.0;461686.5
1128;NL:S:40765009;3.6;4.8999999999999995;1.2;1.2;0.2;0.2;Julianaplein;Barneveld;169207.0;460967.5
1129;NL:S:40765011;4.3;4.6;0.7;1.7;0.4;0.6;Van Dompselaerstraat;Barneveld;168890.5;460824.0
1130;NL:S:40765013;113.3;93.1;34.4;31.099999999999998;17.299999999999997;17.8;Station Barneveld Centrum;Barneveld;168846.0;461377.0
1131;NL:S:40765015;6.1;6.0;0.8;1.2;0.8;0.3;Vliegersvelderlaan;Barneveld;168967.5;462157.5
1132;NL:S:40765017;2.0;2.3000000000000003;0.6;0.5;0.4;0.4;Van Wijnbergenlaan;Barneveld;169275.5;462636.0
1133;NL:S:40765023;0.2;0.2;0.1;0.1;0.0;0.0;Torenplein;Barneveld;168371.5;461257.0
1134;NL:S:40765029;1.0;0.7;0.1;0.1;0.0;0.0;Narcissenstraat;Barneveld;167858.5;460944.5
1135;NL:S:40765031;0.5;0.5;0.0;0.0;0.0;0.0;Begraafplaats De Plantage;Barneveld;167592.0;460672.0
1136;NL:S:40765041;1.1;0.7;0.0;0.0;0.0;0.0;Nijkerkerweg;Barneveld;167729.5;464159.0
1137;NL:S:40765045;0.5;0.7999999999999999;0.0;0.0;0.0;0.0;Evenementenhal;Barneveld;167458.0;462421.5
1138;NL:S:40765047;1.0;1.3;0.0;0.0;0.0;0.0;Troelstralaan;Barneveld;168017.5;461909.0
1139;NL:S:40765055;0.2;0.4;0.0;0.0;0.0;0.0;De Meerwaarde;Barneveld;169737.0;460608.0
1140;NL:S:40765061;0.1;0.2;0.0;0.2;0.0;0.0;Churchillstraat;Barneveld;168278.0;460648.0
1141;NL:S:40765068;0.1;0.1;0.2;0.1;0.0;0.0;Nieuwe Markt;Barneveld;168482.0;461472.0
1142;NL:S:40765073;0.1;0.1;0.0;0.0;0.0;0.0;Vellerselaan;Barneveld;168743.5;459858.5
1143;NL:S:40779002;1.5;3.9;0.7;1.5;0.4;0.7;Het Aardhuis;Hoog Soeren;186514.0;471291.0
1144;NL:S:40779003;0.6;0.7;0.5;0.7999999999999999;0.3;0.3;Oranjeoord;Hoog Soeren;187514.5;471694.0
1145;NL:S:40783001;11.299999999999999;13.2;8.6;9.6;6.8;5.6;Kruispunt;Nieuw Millingen;181793.0;470408.0
1146;NL:S:40783003;1.7;1.8;0.2;0.5;0.2;0.4;Kon. Luchtmacht;Nieuw Milligen;179999.5;470293.0
1147;NL:S:40783005;2.1;1.5;0.4;0.6;0.3;0.1;Ouwendorperweg;Nieuw Milligen;179038.5;470229.5
1148;NL:S:40783010;1.9000000000000001;1.5;0.0;0.0;0.0;0.0;Bos en Heide;Nieuw Milligen;180680.0;472541.5
1149;NL:S:40783011;2.6;3.5;0.1;0.1;0.0;0.0;Meerveld;Nieuw Milligen;181197.5;471836.0
1150;NL:S:40800325;0.1;0.4;0.1;0.2;0.0;0.0;Stationsstraat;Veenendaal;167301.5;449976.5
1151;NL:S:40800390;14.200000000000001;13.6;3.9;3.6;2.3000000000000003;2.3000000000000003;De Grote Pekken;Veenendaal;166576.5;447857.5
1152;NL:S:40800410;5.1;4.6;0.9;0.9;0.0;0.0;Rembrandtpark;Veenendaal;165548.5;448330.5
1153;NL:S:40800430;2.9;2.4;0.3;0.4;0.0;0.0;Rossiniweg;Veenendaal;165182.0;449730.0
1154;NL:S:40800440;1.4;3.2;0.4;0.8;0.0;0.0;Jan Vermeerstraat;Veenendaal;165922.5;448112.5
1155;NL:S:40800470;6.2;5.2;1.6;1.5;0.0;0.0;Station West;Veenendaal;165066.5;448916.5
1156;NL:S:40800490;5.7;5.0;1.1;0.9;0.0;0.0;Boekvink;Veenendaal;164914.0;449083.0
1157;NL:S:40800510;3.3;2.7;0.4;0.3;0.0;0.0;Tuinfluiter;Veenendaal;164777.0;449380.0
1158;NL:S:40800610;10.1;9.7;3.0;2.4;1.5;1.5;Spitsbergenweg;Veenendaal;167733.0;449008.0
1159;NL:S:40800630;10.7;9.799999999999999;1.5;1.4;0.9;0.7;De Meent;Veenendaal;167859.5;449304.5
1160;NL:S:40800700;3.5;3.0;0.5;0.6;0.0;0.0;'t Kofschip;Veenendaal;165082.0;448226.0
1161;NL:S:40800820;1.0;0.6;0.6;0.6;0.0;0.0;Zwaaiplein;Veenendaal;166832.0;448958.5
1162;NL:S:40800910;1.9000000000000001;2.3000000000000003;0.4;0.2;0.0;0.0;Arsenaal;Veenendaal;166779.5;450622.0
1163;NL:S:40800930;0.7;1.1;0.2;0.2;0.0;0.0;Kazemat;Veenendaal;167218.5;450669.5
1164;NL:S:40800960;2.0;1.9000000000000001;0.4;1.0;0.0;0.0;Händellaan;Veenendaal;164883.0;449670.0
1165;NL:S:40800980;3.0;2.8000000000000003;0.6;0.6;0.0;0.0;Smetanadreef;Veenendaal;164883.5;449853.5
1166;NL:S:40801300;3.9;5.1;1.2;2.4;0.0;0.0;Landjuweel;Veenendaal;166374.5;450231.5
1167;NL:S:40801320;1.9000000000000001;2.5;0.2;0.2;0.0;0.0;Klovenier;Veenendaal;166095.5;450420.5
1168;NL:S:40801350;2.5;3.0;0.6;1.0;0.0;0.0;De Schutterij;Veenendaal;165897.0;449994.0
1169;NL:S:40801410;4.0;3.2;0.3;0.8;0.0;0.0;Regge;Veenendaal;164851.0;448517.5
1170;NL:S:40801470;5.3;39.800000000000004;1.5;7.8;0.0;0.0;Stat. Centrum/Kerkewijk;Veenendaal;166152.5;447887.5
1171;NL:S:40801510;7.3999999999999995;7.1000000000000005;0.8;0.9;0.0;0.0;Munnikenweg;Veenendaal;165433.0;449816.0
1172;NL:S:40801540;1.4000000000000001;1.0;0.1;0.3;0.0;0.0;Stat. Centrum/Rembrandtlaan;Veenendaal;166094.0;447901.0
1173;NL:S:40802001;0.4;0.4;0.0;0.1;0.0;0.0;Heuvelsesteeg;Overberg;162262.0;450210.0
1174;NL:S:40802003;0.0;0.1;0.0;0.1;0.0;0.0;Bergweg;Overberg;162067.0;449688.0
1175;NL:S:40802005;0.2;0.1;0.2;0.1;0.0;0.0;De Ossenberg;Overberg;162100.0;449180.0
1176;NL:S:40802007;0.0;0.0;0.0;0.0;0.0;0.0;Rijksinrichting de Overberg;Overberg;162416.0;449165.0
1177;NL:S:40802009;0.1;0.1;0.1;0.0;0.0;0.0;Driesprong;Overberg;162623.0;449054.0
1178;NL:S:40802011;0.0;0.0;0.0;0.0;0.0;0.0;Slaperdijk;Overberg;164187.0;449168.0
1179;NL:S:40802014;0.1;0.1;0.0;0.0;0.0;0.0;Haarweg School;Overberg;162640.0;450031.0
1180;NL:S:40802016;0.0;0.0;0.0;0.0;0.0;0.0;Haspel;Overberg;164225.0;449313.0
1181;NL:S:40802018;0.0;0.0;0.0;0.0;0.0;0.0;Overweg;Overberg;162964.0;449874.0
1182;NL:S:40805005;10.6;9.0;2.5;2.4;2.1;2.7;Prins Clauslaan;Veenendaal;167403.0;448233.0
1183;NL:S:40805007;27.0;23.0;6.0;4.7;4.4;4.1;Sirius;Veenendaal;167489.5;448595.0
1184;NL:S:40805015;0.1;0.1;0.0;0.0;0.0;0.0;Van Veldekelaan;Veenendaal;164663.5;448776.5
1185;NL:S:40805017;0.5;0.6;0.2;0.4;0.0;0.0;Station West;Veenendaal;164929.0;448791.0
1186;NL:S:40805027;34.7;37.4;14.2;15.9;7.1;6.4;Politiebureau;Veenendaal;166692.0;448257.5
1187;NL:S:40805037;0.1;0.1;0.0;0.1;0.0;0.0;'t Boveneind;Veenendaal;166995.0;449336.5
1188;NL:S:40805120;74.8;28.0;15.1;5.1;10.7;7.9;Stat. Centrum/Plein;Veenendaal;166128.0;447969.0
1189;NL:S:40806010;0.9;0.5;0.3;0.4;0.0;0.0;Centrum/ Wolweg;Veenendaal;166773.5;448594.0
1190;NL:S:40806150;0.0;0.1;0.0;0.0;0.0;0.0;Westersingel;Veenendaal;165403.0;448379.5
1191;NL:S:40829001;1.3;1.4;0.7;0.5;0.4;0.3;De Rusthoeve;Koudhoorn;174306.0;472072.5
1192;NL:S:40829003;5.3999999999999995;5.3;4.9;4.3999999999999995;3.6;2.6;Mooi Veluwe;Koudhoorn;173368.0;472216.5
1193;NL:S:40829005;0.2;0.2;0.1;0.2;0.0;0.1;Landgoed Groot Spriel;Koudhoorn;172646.5;472846.5
1194;NL:S:40829007;0.4;0.3;0.4;0.4;0.2;0.1;School Schovenhorst;Koudhoorn;172298.0;473093.0
1195;NL:S:40829010;0.8;0.7999999999999999;0.30000000000000004;0.6;0.4;0.4;Landgoed Schovenhorst;Koudhoorn;171286.5;473758.5
1196;NL:S:40885006;0.3;0.3;0.0;0.0;0.0;0.0;Openbare Basisschool;Oeken;206730.0;458760.0
1197;NL:S:40887001;0.5;0.7;0.0;0.0;0.0;0.0;Garderenseweg;Uddel;179974.5;473115.0
1198;NL:S:40887003;2.9;3.4;2.3;2.4;0.7;0.6;Cafe Uddelermeer;Uddel;180411.5;473366.5
1199;NL:S:40887005;2.1;2.9;0.6;0.9;0.4;0.3;Bleeke Hoeve;Uddel;181016.0;473923.5
1200;NL:S:40887007;26.0;23.1;5.1;4.1;0.5;0.3;Uttilochweg;Uddel;181820.5;474291.0
1201;NL:S:40887009;16.6;14.6;1.9;1.9000000000000001;0.4;0.3;Markveldweg;Uddel;182113.0;475053.5
1202;NL:S:40887012;0.3;0.4;0.3;0.5;0.0;0.0;Noord Riezen;Uddel;182171.0;475788.5
1203;NL:S:40982002;0.6;0.7;0.0;0.0;0.0;0.0;Hooiweg/Middenweg;Elspeet;180142.0;477913.5
1204;NL:S:40982003;2.8000000000000003;1.9;0.0;0.0;0.0;0.0;Veenweg;Elspeet;181592.0;478258.0
1205;NL:S:40982005;2.5;2.4;0.1;0.0;0.1;0.0;Gerrit Mouwweg;Elspeet;182070.0;478275.5
1206;NL:S:40982007;34.800000000000004;32.7;7.3999999999999995;6.4;0.5;0.4;Centrum;Elspeet;182350.5;477980.5
1207;NL:S:40982009;2.9;3.2;0.8;0.8;0.2;0.1;Kleine Kolonieweg;Elspeet;182297.0;477374.0
1208;NL:S:40982011;0.7;0.9;0.5;0.2;0.0;0.0;Bosrand;Elspeet;183262.0;478926.5
1209;NL:S:40982021;0.1;0.1;0.1;0.5;0.0;0.0;Landgoed Noorderheide;Elspeet;184222.5;480930.0
1210;NL:S:40982025;4.199999999999999;4.8999999999999995;1.1;1.5;0.1;0.1;Sluiterweg;Elspeet;182686.0;478618.0
1211;NL:S:40982027;8.799999999999999;8.0;3.2;3.2;0.3;0.5;Vierhouterweg;Elspeet;182450.0;478313.0
1212;NL:S:41110030;63.3;68.0;43.9;48.3;28.8;30.0;Grevenveld;Huissen;192292.5;440059.5
1213;NL:S:41110050;130.4;129.0;83.0;85.3;49.6;49.0;Nielant;Huissen;191909.0;439584.0
1214;NL:S:41110070;48.1;53.2;30.2;33.5;18.7;21.8;Heirweg;Huissen;192265.5;439344.0
1215;NL:S:41110090;71.5;64.9;47.8;44.6;27.9;28.8;Bredestraat;Huissen;192519.0;439212.0
1216;NL:S:41110110;78.7;78.9;54.6;55.3;33.2;34.1;Langekerkstraat;Huissen;192966.0;438967.5
1217;NL:S:41110150;73.7;75.0;35.5;35.7;22.0;21.5;Stadswal;Huissen;192945.0;438715.0
1218;NL:S:41110170;7.4;9.7;3.8;5.0;2.8;2.8;Binnenveld;Huissen;192678.5;438439.5
1219;NL:S:41110210;12.2;18.1;6.0;10.3;3.9;6.8;Valom;Huissen;192560.5;437972.5
1220;NL:S:41110230;34.2;31.2;16.6;14.8;10.8;10.6;Florapark;Huissen;192555.5;437590.0
1221;NL:S:41110250;11.9;10.3;5.7;4.6;2.7;2.9;Nieuwediep;Huissen;192236.0;437258.0
1222;NL:S:41110300;40.5;44.5;12.0;14.1;6.2;6.3;Agropark;Huissen;191731.0;436344.5
1223;NL:S:41110310;7.9;7.9;0.0;0.0;0.0;0.0;Bergerden;Huissen;189796.0;437870.0
1224;NL:S:41110330;1.1;1.6;0.6;0.8;0.2;0.5;Polseweg;Huissen;192957.0;437492.5
1225;NL:S:41110360;1.8;1.8;0.9;0.6;0.6;0.6;Geldersch Oord;Angeren;193426.0;437161.5
1226;NL:S:41110370;3.4;3.5;0.0;0.0;0.0;0.0;Hedera;Huissen;190571.0;438093.0
1227;NL:S:41110390;46.2;45.3;31.3;30.8;15.8;17.7;Mea Vota;Huissen;192786.5;437946.0
1228;NL:S:41150010;0.1;0.2;0.0;0.0;0.0;0.0;Dorpstraat/Hamersetraat;Westervoort;195028.5;441877.0
1229;NL:S:41150050;2.2;3.0;1.5;1.4;0.2;0.3;Het Ambacht;Westervoort;195940.0;441358.0
1230;NL:S:41150070;17.4;12.9;11.5;8.3;6.8;6.6;Leigraaf;Westervoort;195780.0;440856.0
1231;NL:S:41150110;54.1;61.2;41.0;43.0;24.9;27.8;Sonnedach;Westervoort;195228.0;440896.5
1232;NL:S:41150130;10.0;12.4;9.9;12.1;5.3;6.2;Sporthal de Pals;Westervoort;195084.0;441135.5
1233;NL:S:41150150;11.6;12.3;8.3;10.1;5.8;6.0;Vredenburg;Westervoort;194845.5;441397.0
1234;NL:S:41151010;6.1;7.4;4.4;6.2;2.5;3.1;Lange Maat;Westervoort;195655.5;440457.5
1235;NL:S:41151030;47.6;38.6;34.0;27.5;19.0;15.3;Ganzenpoel;Westervoort;195610.0;440056.0
1236;NL:S:41151050;37.8;41.6;24.8;26.3;13.4;15.8;Nieuwhof;Westervoort;195421.5;439902.5
1237;NL:S:41151070;38.1;38.9;29.1;30.3;15.7;16.6;Santacker;Westervoort;195210.0;440217.5
1238;NL:S:41151090;28.2;28.2;18.1;18.6;10.8;12.8;Emmerik;Westervoort;195159.5;440592.0
1239;NL:S:41151210;137.6;146.7;61.7;65.4;28.4;27.8;Station Westervoort;Westervoort;194961.0;441746.5
1240;NL:S:41152090;13.7;11.5;8.2;6.4;4.0;3.4;Heilweg;Westervoort;195913.0;440050.5
1241;NL:S:41200040;4.8;6.6;0.0;0.0;0.0;0.0;Platinaweg;Elst;187596.5;435749.5
1242;NL:S:41200070;3.8;4.3;1.8;2.5;1.2;1.2;Grote Molenstraat;Elst;186550.5;437233.5
1243;NL:S:41200090;5.5;6.2;4.1;5.9;1.8;2.1;Brahmsstraat;Elst;186449.5;437501.5
1244;NL:S:41200110;14.4;11.6;7.6;6.1;3.8;3.0;W. de Zwijgerstraat;Elst;186080.0;437507.5
1245;NL:S:41200130;30.9;29.5;18.8;19.0;10.9;9.5;Prinsenhof;Elst;185920.0;437202.5
1246;NL:S:41200150;33.5;33.1;19.4;18.2;10.2;10.5;Kerkeakkers;Elst;185878.5;436736.5
1247;NL:S:41200170;3.1;3.4;1.6;2.2;1.2;1.2;Zwartenhof;Elst;186053.5;436305.5
1248;NL:S:41200190;15.6;15.9;5.7;6.4;1.9;1.9;Lange Dreef/Willemsstr.;Elst;186315.5;436406.0
1249;NL:S:41200210;26.1;28.5;16.0;16.9;12.4;15.0;de Griend;Elst;186275.5;435971.0
1250;NL:S:41200230;0.5;1.7;0.4;1.3;0.2;0.4;Sportpark de Pas;Elst;186202.0;435731.5
1251;NL:S:41200250;1.2;0.4;0.7;0.2;0.1;0.0;de Vork;Elst;186069.5;435234.0
1252;NL:S:41200270;0.4;0.5;0.0;0.0;0.0;0.0;Sint Maartenstraat;Elst;186776.0;436863.0
1253;NL:S:41200290;0.5;0.4;0.0;0.0;0.0;0.0;Europaplein;Elst;186427.0;436674.0
1254;NL:S:41200310;7.4;6.6;0.0;0.0;0.0;0.0;Kleipeer;Elst;185320.0;436669.5
1255;NL:S:41200330;4.4;4.7;0.0;0.0;0.0;0.0;Vergert;Elst;185980.5;436467.0
1256;NL:S:41200350;28.7;33.0;15.9;18.1;9.8;13.3;Dorpsstraat;Elst;186836.5;436777.0
1257;NL:S:41200370;8.3;10.8;0.0;0.0;0.0;0.0;Bemmelseweg;Elst;188035.0;435338.5
1258;NL:S:41200510;4.0;7.6;2.3;4.8;0.8;2.0;Griegstraat;Elst;186837.5;437291.0
1259;NL:S:41200530;33.4;31.0;25.3;25.2;12.7;12.2;De Wuurde;Elst;185700.0;436208.5
1260;NL:S:41200600;16.3;17.8;9.4;10.5;5.8;6.4;Sneeuwjacht;Elst;187456.5;437576.0
1261;NL:S:41200620;39.5;36.7;17.8;18.3;12.5;13.2;Morgenster;Elst;187435.5;437187.0
1262;NL:S:41200680;0.0;0.0;0.0;0.1;0.0;0.0;Mozartstraat;Elst;186915.5;436944.5
1263;NL:S:41200730;141.7;135.3;28.4;26.5;19.9;16.8;Station Elst;Elst;187207.2;436676.8
1264;NL:S:41210070;6.1;6.9;1.7;2.8;1.3;1.4;Oostervelden;Bemmel;190898.0;434126.0
1265;NL:S:41210090;6.7;6.1;3.6;4.8;1.9;2.2;Klappenburgstraat;Bemmel;190950.0;433765.0
1266;NL:S:41210110;17.0;17.4;8.0;7.7;3.4;4.1;Sportlaan;Bemmel;190642.5;433495.0
1267;NL:S:41210130;11.2;11.6;5.1;5.6;2.2;2.9;Gemeentehuis;Bemmel;190176.5;433579.5
1268;NL:S:41210150;2.4;3.5;0.9;2.0;0.3;1.0;Molenwei;Bemmel;190063.0;433419.5
1269;NL:S:41210170;3.7;4.7;3.0;3.7;1.0;1.8;Vossenhol;Bemmel;189487.5;433443.5
1270;NL:S:41210200;1.5;1.1;1.8;1.1;0.3;0.4;de Pas;Bemmel;189415.0;432883.0
1271;NL:S:41210210;4.0;4.3;0.0;0.0;0.0;0.0;De Rosmolen;Bemmel;189917.5;434391.0
1272;NL:S:41210230;85.8;81.6;49.3;49.0;30.9;29.4;Loostraat;Bemmel;190008.0;433971.0
1273;NL:S:41210270;64.1;65.7;36.4;36.2;21.7;22.0;Dorpsstraat;Bemmel;190530.5;434163.5
1274;NL:S:41210490;4.1;4.7;1.2;1.7;0.7;0.8;De Essenpas;Haalderen;191601.0;433949.5
1275;NL:S:41210510;111.1;109.6;45.7;49.4;29.0;30.6;Papenstraat;Bemmel;191079.5;434183.5
1276;NL:S:41210650;37.5;37.6;21.9;24.1;12.4;13.7;Klein Rome;Bemmel;188869.0;433742.0
1277;NL:S:41210680;6.8;7.2;2.7;2.9;2.0;1.7;Kerkenhofstraat;Ressen;188084.0;433716.0
1278;NL:S:41210690;41.6;43.8;25.0;25.5;14.7;15.5;Parksingel;Bemmel;189609.5;433755.0
1279;NL:S:41220010;4.300000000000001;5.6000000000000005;3.1;3.7;1.7;1.7999999999999998;Avegoor;Ellecom;202547.0;449206.0
1280;NL:S:41220030;1.1;1.0;0.4;0.4;0.2;0.5;Oprijlaan Middachten;De Steeg;201706.5;448513.5
1281;NL:S:41220050;2.0;2.3;1.1;0.9;0.8;0.5;Smidsallee;De Steeg;201514.0;448351.0
1282;NL:S:41220070;23.1;23.0;12.0;12.8;7.6;8.4;Brantsenpark;De Steeg;201171.5;448044.5
1283;NL:S:41220090;1.9;1.8;0.6;0.5;0.5;0.4;Viaduct;De Steeg;200543.5;447794.5
1284;NL:S:41220110;2.8;3.3;2.2;2.1;1.0;0.7;Rozenbos;Rheden;200071.0;447525.0
1285;NL:S:41220130;0.8;1.7;0.4;1.1;0.30000000000000004;0.8999999999999999;Pinkelseweg;Rheden;199610.5;447320.5
1286;NL:S:41220150;22.4;21.299999999999997;15.2;14.5;9.5;9.3;Groenestraat;Rheden;199176.5;447138.0
1287;NL:S:41220170;5.0;7.0;2.5;4.0;1.9;2.5;Holtbankseweg;Rheden;198841.5;446988.5
1288;NL:S:41220190;11.9;13.2;9.7;10.6;6.9;7.2;Rhederhof;Rheden;198280.0;446744.5
1289;NL:S:41220550;7.0;7.5;0.0;0.0;0.1;0.2;NH Kerk;Rheden;199652.5;446406.5
1290;NL:S:41220570;21.0;17.3;0.0;0.0;0.2;0.2;Oranjeweg;Rheden;199311.0;446204.5
1291;NL:S:41220590;12.2;10.5;0.0;0.0;0.0;0.1;v. Heerdtplein;Rheden;198788.5;446237.5
1292;NL:S:41220650;2.8;3.5999999999999996;0.0;0.0;0.0;0.0;Overweg;Rheden;198306.5;446557.5
1293;NL:S:41230010;10.2;10.899999999999999;6.5;6.5;4.3;4.8;Groenestraat;Giesbeek;200181.0;444308.5
1294;NL:S:41230030;9.4;10.3;5.2;5.4;3.5999999999999996;3.8;Kerkstraat;Lathum;198524.5;444277.0
1295;NL:S:41230050;1.3;1.1;0.30000000000000004;0.4;0.3;0.2;Rijderbosweg;Lathum;197212.0;443218.5
1296;NL:S:41250010;0.1;0.1;0.0;0.0;0.0;0.0;Helhoek;Duiven;200395.5;439464.5
