;STOPPLACECODE;INSTAP_WERK;UITSTAP_WERK;INSTAP_ZA;UITSTAP_ZA;INSTAP_ZO;UITSTAP_ZO;NAME;TOWN;RD-X;RD-Y
1214;NL:S:40887007;47.5;43.5;9.0;7.9;1.0;0.7;Uttilochweg;Uddel;181820.5;474291.0
1215;NL:S:40887009;32.2;26.4;4.1;4.0;0.7;0.7;Markveldweg;Uddel;182113.0;475053.5
1216;NL:S:40887012;0.6;0.9;0.3;0.3;0.1;0.1;Noord Riezen;Uddel;182171.0;475788.5
1217;NL:S:40982002;1.2;1.3;0.0;0.0;0.0;0.1;Hooiweg/Middenweg;Elspeet;180142.0;477913.5
1218;NL:S:40982003;6.8;5.0;0.1;0.0;0.0;0.0;Veenweg;Elspeet;181592.0;478258.0
1219;NL:S:40982005;3.8;4.6;0.1;0.1;0.1;0.1;Gerrit Mouwweg;Elspeet;182070.0;478275.5
1220;NL:S:40982007;59.6;56.0;10.1;8.4;1.8;1.1;Centrum;Elspeet;182350.5;477980.5
1221;NL:S:40982009;7.3;6.6;2.0;2.4;0.4;0.2;Kleine Kolonieweg;Elspeet;182297.0;477374.0
1222;NL:S:40982011;1.2;1.5;0.7;0.8;0.1;0.1;Bosrand;Elspeet;183262.0;478926.5
1223;NL:S:40982021;0.4;1.0;0.3;0.5;0.1;0.2;Landgoed Noorderheide;Elspeet;184222.5;480930.0
1224;NL:S:40982025;7.3;7.4;1.8;2.4;0.3;0.3;Sluiterweg;Elspeet;182686.0;478618.0
1225;NL:S:40982027;15.2;14.0;3.8;4.6;0.8;0.7;Vierhouterweg;Elspeet;182450.0;478313.0
1226;NL:S:41110030;136.5;139.9;103.5;106.0;59.8;63.5;Grevenveld;Huissen;192292.5;440059.5
1227;NL:S:41110050;268.5;262.4;162.4;163.0;95.6;95.2;Nielant;Huissen;191909.0;439584.0
1228;NL:S:41110070;97.6;104.8;62.4;68.2;36.7;46.7;Heirweg;Huissen;192265.5;439344.0
1229;NL:S:41110090;159.8;140.8;107.2;94.6;67.8;63.1;Bredestraat;Huissen;192519.0;439212.0
1230;NL:S:41110110;132.3;135.5;106.6;105.2;61.1;59.1;Langekerkstraat;Huissen;192966.0;438967.5
1231;NL:S:41110150;146.4;142.1;78.2;76.7;48.4;47.2;Stadswal;Huissen;192945.0;438715.0
1232;NL:S:41110170;13.8;19.1;7.9;9.0;5.2;4.7;Binnenveld;Huissen;192678.5;438439.5
1233;NL:S:41110210;20.4;35.5;11.7;20.0;7.0;10.7;Valom;Huissen;192560.5;437972.5
1234;NL:S:41110230;71.9;64.4;42.8;34.7;22.8;17.7;Florapark;Huissen;192555.5;437590.0
1235;NL:S:41110250;22.5;22.4;10.2;10.6;6.2;6.2;Nieuwediep;Huissen;192236.0;437258.0
1236;NL:S:41110300;75.1;83.7;21.9;22.3;12.0;11.6;Agropark;Huissen;191731.0;436344.5
1237;NL:S:41110310;10.6;11.0;0.0;0.0;0.0;0.0;Bergerden;Huissen;189796.0;437870.0
1238;NL:S:41110330;1.7;3.4;1.1;1.2;0.4;0.9;Polseweg;Huissen;192957.0;437492.5
1239;NL:S:41110360;2.8;2.9;1.4;1.7;1.0;1.0;Geldersch Oord;Angeren;193426.0;437161.5
1240;NL:S:41110370;4.9;4.3;0.0;0.0;0.0;0.0;Hedera;Huissen;190571.0;438093.0
1241;NL:S:41110390;107.2;93.9;73.5;67.5;37.7;36.7;Mea Vota;Huissen;192786.5;437946.0
1242;NL:S:41150010;0.6;0.5;0.0;0.0;0.0;0.0;Dorpstraat/Hamersetraat;Westervoort;195028.5;441877.0
1243;NL:S:41150050;3.5;4.8;2.5;3.2;0.6;0.6;Het Ambacht;Westervoort;195940.0;441358.0
1244;NL:S:41150070;26.9;17.9;17.3;13.2;9.1;7.4;Leigraaf;Westervoort;195780.0;440856.0
1245;NL:S:41150110;83.6;91.0;73.2;74.0;40.6;47.8;Sonnedach;Westervoort;195228.0;440896.5
1246;NL:S:41150130;16.2;21.3;18.8;22.2;9.3;11.3;Sporthal de Pals;Westervoort;195084.0;441135.5
1247;NL:S:41150150;24.7;26.7;20.7;23.9;13.3;14.5;Vredenburg;Westervoort;194845.5;441397.0
1248;NL:S:41151010;12.4;14.6;7.8;10.9;4.2;4.6;Lange Maat;Westervoort;195655.5;440457.5
1249;NL:S:41151030;93.0;78.2;70.1;57.4;38.3;33.1;Ganzenpoel;Westervoort;195610.0;440056.0
1250;NL:S:41151050;62.7;70.2;46.6;51.9;27.0;30.6;Nieuwhof;Westervoort;195421.5;439902.5
1251;NL:S:41151070;65.9;64.1;49.4;51.0;30.3;30.8;Santacker;Westervoort;195210.0;440217.5
1252;NL:S:41151090;45.8;45.6;33.2;34.5;19.4;22.9;Emmerik;Westervoort;195159.5;440592.0
1253;NL:S:41151210;265.0;267.0;118.8;132.1;50.6;51.7;Station Westervoort;Westervoort;194961.0;441746.5
1254;NL:S:41152090;25.6;21.6;15.8;11.2;6.5;7.2;Heilweg;Westervoort;195913.0;440050.5
1255;NL:S:41200040;10.6;12.0;0.0;0.0;0.0;0.0;Platinaweg;Elst;187596.5;435749.5
1256;NL:S:41200070;15.2;16.4;8.0;9.8;3.7;5.2;Grote Molenstraat;Elst;186550.5;437233.5
1257;NL:S:41200090;22.0;20.6;15.2;14.8;6.6;6.8;Brahmsstraat;Elst;186449.5;437501.5
1258;NL:S:41200110;20.9;19.0;11.9;11.1;7.1;6.2;W. de Zwijgerstraat;Elst;186080.0;437507.5
1259;NL:S:41200130;58.4;52.1;36.7;33.3;20.4;17.7;Prinsenhof;Elst;185920.0;437202.5
1260;NL:S:41200150;56.6;52.7;35.4;34.9;18.1;17.7;Kerkeakkers;Elst;185878.5;436736.5
1261;NL:S:41200170;7.3;6.9;3.8;4.7;2.0;1.9;Zwartenhof;Elst;186053.5;436305.5
1262;NL:S:41200190;31.1;31.3;10.2;11.5;4.8;4.6;Lange Dreef/Willemsstr.;Elst;186315.5;436406.0
1263;NL:S:41200210;51.3;57.6;29.7;33.8;23.2;27.4;de Griend;Elst;186275.5;435971.0
1264;NL:S:41200230;0.8;3.4;0.9;2.8;0.4;0.7;Sportpark de Pas;Elst;186202.0;435731.5
1265;NL:S:41200250;0.9;0.8;0.2;0.4;0.2;0.2;de Vork;Elst;186069.5;435234.0
1266;NL:S:41200270;3.5;3.5;0.0;0.0;0.0;0.0;Sint Maartenstraat;Elst;186776.0;436863.0
1267;NL:S:41200290;1.8;1.7;0.0;0.0;0.0;0.0;Europaplein;Elst;186427.0;436674.0
1268;NL:S:41200310;14.0;10.6;0.0;0.0;0.0;0.0;Kleipeer;Elst;185320.0;436669.5
1269;NL:S:41200330;6.8;7.0;0.0;0.0;0.0;0.0;Vergert;Elst;185980.5;436467.0
1270;NL:S:41200350;47.4;59.9;24.8;29.0;22.6;25.7;Dorpsstraat;Elst;186836.5;436777.0
1271;NL:S:41200370;17.4;21.9;0.0;0.0;0.0;0.0;Bemmelseweg;Elst;188035.0;435338.5
1272;NL:S:41200510;11.1;14.4;6.4;9.9;2.1;3.7;Griegstraat;Elst;186837.5;437291.0
1273;NL:S:41200530;65.0;57.9;42.6;40.8;22.1;20.5;De Wuurde;Elst;185700.0;436208.5
1274;NL:S:41200600;34.7;36.2;20.2;22.3;12.0;13.2;Sneeuwjacht;Elst;187456.5;437576.0
1275;NL:S:41200620;75.7;69.5;34.3;32.4;22.7;24.8;Morgenster;Elst;187435.5;437187.0
1276;NL:S:41200680;0.0;0.0;0.0;1.0;0.0;0.0;Mozartstraat;Elst;186915.5;436944.5
1277;NL:S:41200730;248.5;253.2;41.4;43.0;32.3;28.1;Station Elst;Elst;187207.2;436676.8
1278;NL:S:41210070;8.7;10.4;2.6;3.9;2.0;2.2;Oostervelden;Bemmel;190898.0;434126.0
1279;NL:S:41210090;11.6;10.8;5.8;8.1;2.7;3.3;Klappenburgstraat;Bemmel;190950.0;433765.0
1280;NL:S:41210110;24.1;23.7;14.4;15.5;6.9;6.7;Sportlaan;Bemmel;190642.5;433495.0
1281;NL:S:41210130;24.7;26.1;13.5;15.9;5.6;7.3;Gemeentehuis;Bemmel;190176.5;433579.5
1282;NL:S:41210150;6.5;6.5;3.4;4.0;1.8;2.8;Molenwei;Bemmel;190063.0;433419.5
1283;NL:S:41210170;4.5;5.9;5.0;6.9;2.8;3.5;Vossenhol;Bemmel;189487.5;433443.5
1284;NL:S:41210200;2.3;1.9;2.5;2.0;0.8;0.7;de Pas;Bemmel;189415.0;432883.0
1285;NL:S:41210210;6.2;5.7;0.0;0.0;0.0;0.0;De Rosmolen;Bemmel;189917.5;434391.0
1286;NL:S:41210230;163.0;161.5;99.0;94.9;58.6;59.2;Loostraat;Bemmel;190008.0;433971.0
1287;NL:S:41210270;125.6;121.4;64.4;62.0;41.0;40.0;Dorpsstraat;Bemmel;190530.5;434163.5
1288;NL:S:41210490;7.3;7.9;2.3;2.8;0.9;0.8;De Essenpas;Haalderen;191601.0;433949.5
1289;NL:S:41210510;236.8;235.1;97.9;96.7;55.1;57.6;Papenstraat;Bemmel;191079.5;434183.5
1290;NL:S:41210650;82.6;82.8;49.8;52.0;31.0;30.6;Klein Rome;Bemmel;188869.0;433742.0
1291;NL:S:41210680;12.3;12.4;6.7;6.5;4.2;3.1;Kerkenhofstraat;Ressen;188084.0;433716.0
1292;NL:S:41210690;86.8;89.0;50.8;50.0;31.4;30.4;Parksingel;Bemmel;189609.5;433755.0
1293;NL:S:41220010;9.2;11.0;7.699999999999999;8.6;5.7;5.3;Avegoor;Ellecom;202547.0;449206.0
1294;NL:S:41220030;1.7000000000000002;2.6;1.1;1.6;1.2999999999999998;1.9;Oprijlaan Middachten;De Steeg;201706.5;448513.5
1295;NL:S:41220050;3.4;3.7;1.7000000000000002;1.4;1.5;1.2000000000000002;Smidsallee;De Steeg;201514.0;448351.0
1296;NL:S:41220070;41.5;43.2;19.799999999999997;19.9;12.6;12.8;Brantsenpark;De Steeg;201171.5;448044.5
1297;NL:S:41220090;2.8;3.2;1.3;1.1;0.8;0.8;Viaduct;De Steeg;200543.5;447794.5
1298;NL:S:41220110;4.4;5.3;2.8;3.3;1.6;1.4;Rozenbos;Rheden;200071.0;447525.0
1299;NL:S:41220130;2.0;2.1;0.7;1.1;0.6;0.7;Pinkelseweg;Rheden;199610.5;447320.5
1300;NL:S:41220150;41.9;39.5;28.8;29.4;20.5;17.9;Groenestraat;Rheden;199176.5;447138.0
1301;NL:S:41220170;9.4;13.2;4.4;7.800000000000001;3.2;5.1;Holtbankseweg;Rheden;198841.5;446988.5
1302;NL:S:41220190;21.2;23.7;19.6;20.8;11.600000000000001;13.100000000000001;Rhederhof;Rheden;198280.0;446744.5
1303;NL:S:41220550;14.600000000000001;14.9;0.0;0.0;0.0;0.0;NH Kerk;Rheden;199652.5;446406.5
1304;NL:S:41220570;43.7;38.2;0.0;0.0;0.0;0.0;Oranjeweg;Rheden;199311.0;446204.5
1305;NL:S:41220590;22.7;23.9;0.0;0.0;0.0;0.0;v. Heerdtplein;Rheden;198788.5;446237.5
1306;NL:S:41220650;7.300000000000001;8.9;0.0;0.0;0.0;0.0;Overweg;Rheden;198306.5;446557.5
1307;NL:S:41230010;24.5;20.6;10.4;13.100000000000001;8.4;9.7;Groenestraat;Giesbeek;200181.0;444308.5
1308;NL:S:41230030;18.1;17.9;8.9;8.8;5.9;5.5;Kerkstraat;Lathum;198524.5;444277.0
1309;NL:S:41230050;1.3;2.2;0.7;0.8999999999999999;0.4;0.2;Rijderbosweg;Lathum;197212.0;443218.5
1310;NL:S:41250010;0.1;0.2;0.1;0.2;0.0;0.0;Helhoek;Duiven;200395.5;439464.5
1311;NL:S:41250030;0.1;0.2;0.2;0.4;0.0;0.0;De Plak;Duiven;199769.5;440225.0
1312;NL:S:41250050;14.4;12.4;0.0;0.5;0.0;0.0;Vergertlaan;Duiven;199112.0;439992.5
1313;NL:S:41250090;24.9;28.5;22.4;24.7;12.6;15.5;Dorp;Duiven;198784.5;440360.0
1314;NL:S:41250110;5.6;11.2;5.8;9.4;3.7;5.0;Thuvine;Duiven;198396.0;440545.5
1315;NL:S:41250130;35.0;32.1;25.0;28.3;14.5;14.9;van Goyenstraat;Duiven;197861.5;440710.5
1316;NL:S:41250150;3.2;4.9;7.5;11.7;3.2;5.9;Maststraat;Duiven;196580.5;441319.5
1317;NL:S:41250190;17.3;13.4;6.3;5.8;0.0;0.0;Schapenweide;Duiven;199493.5;440386.5
1318;NL:S:41250210;12.6;15.6;0.0;0.0;0.0;0.0;Marketing;Duiven;198806.0;441901.0
1319;NL:S:41250490;30.2;54.3;0.0;0.0;0.0;0.0;Alliander;Duiven;196295.0;442044.0
1320;NL:S:41250530;36.3;24.7;0.0;0.0;0.0;0.0;IKEA;Duiven;196766.5;442201.0
1321;NL:S:41250550;6.8;10.1;0.0;0.0;0.0;0.0;Nieuwgraaf 31;Duiven;197187.5;441782.5
1322;NL:S:41250630;15.6;18.7;0.0;0.0;0.0;0.0;Typograaf;Duiven;197934.0;441489.5
1323;NL:S:41251110;41.9;42.3;28.9;44.1;15.5;17.2;Station Duiven;Duiven;198108.0;439609.5
1324;NL:S:41251130;3.5;3.9;0.0;0.1;0.0;0.0;Bellefleur;Duiven;198462.0;439275.0
1325;NL:S:41251370;25.7;33.0;0.0;0.0;0.0;0.0;Centerpoort Noord;Duiven;198370.0;441949.0
1326;NL:S:41252010;8.5;7.7;0.0;0.2;0.0;0.0;Talingstraat;Duiven;198881.5;439690.0
1327;NL:S:41252070;2.1;2.3;1.5;2.3;0.8;1.0;Grasklokje;Duiven;197959.5;439474.0
1328;NL:S:41252090;14.9;14.6;9.5;10.0;6.9;6.7;Eilandplein;Duiven;197719.5;439412.5
1329;NL:S:41252110;7.0;8.6;5.2;7.1;2.3;3.4;Schiermonnikoogstraat;Duiven;197516.5;439394.5
1330;NL:S:41252130;21.4;20.0;13.9;14.4;6.9;7.7;Klavierstraat;Duiven;197210.5;439522.0
1331;NL:S:41252150;25.2;22.6;20.2;19.4;9.3;9.9;Opaal;Duiven;196847.0;439801.0
1332;NL:S:41252170;0.2;1.9;0.2;1.4;0.1;0.7;Engelstraat;Duiven;196601.0;439737.5
1333;NL:S:41260030;18.7;25.0;9.5;15.9;5.0;7.9;Kamervoort;Angeren;193928.5;436670.0
1334;NL:S:41260060;23.8;6.8;13.0;3.4;7.5;1.6;Julianastraat;Angeren;194160.0;436600.0
1335;NL:S:41260070;21.4;31.3;12.6;19.5;7.6;12.1;Molenstraat;Angeren;194321.5;436336.0
1336;NL:S:41260090;4.4;4.7;1.1;1.6;0.9;0.4;Sterrenberg;Angeren;194876.0;435858.0
1337;NL:S:41260110;1.6;1.6;0.9;1.1;0.6;0.7;Boerenhoek;Angeren;195279.5;435488.0
1338;NL:S:41260130;1.5;1.8;1.5;1.9;1.0;1.0;Stenen Palen;Doornenburg;195613.5;435225.5
1339;NL:S:41260150;0.3;0.7;0.3;0.6;0.0;0.2;de Linge;Doornenburg;195696.5;434584.5
1340;NL:S:41260170;7.6;8.4;3.2;3.9;2.3;2.3;Krakkedel;Doornenburg;195783.0;433991.0
1341;NL:S:41260190;1.8;2.1;0.9;1.3;1.1;0.9;de Woerd;Doornenburg;196530.0;433771.0
1342;NL:S:41260210;20.9;21.9;10.1;10.1;6.6;6.3;Rijnstraat;Doornenburg;196858.0;433725.5
1343;NL:S:41260230;68.5;62.2;34.0;31.8;21.3;17.8;van Kol;Doornenburg;197114.0;433634.5
1344;NL:S:41260250;6.2;7.7;3.4;4.6;1.1;1.9;Blauwe Hoek;Doornenburg;196895.0;433218.5
1345;NL:S:41260280;19.6;18.4;9.1;8.3;6.2;6.9;Molenstraat;Gendt;196318.5;432901.0
1346;NL:S:41310020;0.3;0.5;0.0;0.0;0.0;0.0;Raadhuisstraat;Vorden;218370.5;457649.0
1347;NL:S:41310030;4.8;4.9;0.0;0.0;0.0;0.0;Centrum;Vorden;218409.0;457699.0
1348;NL:S:41310050;9.8;10.7;0.9;1.2;0.9;1.3;De Horsterkamp Zuid;Vorden;218297.5;456874.5
1349;NL:S:41310070;2.5;3.2;0.0;0.0;0.0;0.0;Villa Nuova;Vorden;217658.0;458408.5
1350;NL:S:41310290;253.5;219.5;50.1;38.0;33.6;43.4;Station;Vorden;218713.5;458055.5
1351;NL:S:41310330;5.7;8.6;2.6;3.6;1.1;1.2;De Bleek;Vorden;218684.5;457530.5
1352;NL:S:41310350;0.1;0.2;0.0;0.0;0.0;0.0;De Wehme;Vorden;218117.5;457153.5
1353;NL:S:41320070;26.9;27.2;3.3;2.5;2.7;2.1;Doesburgse Dijk;Dieren;204103.0;450490.5
1354;NL:S:41320111;385.7;311.1;190.1;165.9;114.7;89.4;Station Dieren;Dieren;204108.0;450918.0
1355;NL:S:41320150;6.1000000000000005;8.0;3.1;5.9;1.9000000000000001;3.1;Hofstetten;Ellecom;203144.5;449839.5
1356;NL:S:41320170;23.4;21.3;11.600000000000001;11.2;9.2;10.3;Dorp;Ellecom;202966.5;449675.5
1357;NL:S:41320510;0.1;0.3;0.0;0.2;0.1;0.2;Langebrug;Dieren;205252.5;448622.5
1358;NL:S:41321220;0.2;0.4;0.1;0.1;0.0;0.0;Vogelplantsoen;Dieren;203555.0;452543.0
1359;NL:S:41321280;1.9;2.0;0.4;0.3;0.0;0.0;Sparrenhof;Dieren;203656.0;452984.0
1360;NL:S:41321300;0.4;0.3;0.1;0.0;0.0;0.0;Imboslaan Industrielaan;Dieren;203936.0;452575.0
1361;NL:S:41321320;0.0;0.6;0.1;0.2;0.0;0.0;Fazantlaan;Dieren;203906.0;452147.5
1362;NL:S:41321400;0.4;0.5;0.7;0.7;0.0;0.0;Julius Rontgenlaan;Dieren;203360.0;451621.5
1363;NL:S:41321420;43.5;52.2;20.9;21.700000000000003;7.3;9.0;Callunaplein;Dieren;203919.3;451511.7
1364;NL:S:41321460;0.0;0.0;0.1;0.0;0.0;0.0;Gelders Hof;Dieren;203842.5;450914.5
1365;NL:S:41321500;1.4;3.4;0.4;1.2;0.0;0.0;Tellegenlaan;Dieren;203882.5;451766.5
1366;NL:S:41321520;0.1;0.3;0.0;0.0;0.0;0.0;Lindelaan;Dieren;204083.0;451731.5
1367;NL:S:41321540;0.5;0.4;0.1;0.0;0.0;0.0;Spankerenseweg;Dieren;204280.0;451722.5
1368;NL:S:41321560;0.8;0.6;0.1;0.1;0.0;0.0;Kanaaldijk;Spankeren;204479.5;452188.5
1369;NL:S:41321580;0.2;0.4;0.0;0.1;0.0;0.0;Dorpsweg;Spankeren;204682.0;452342.0
1370;NL:S:41321600;0.9;0.5;0.2;0.3;0.0;0.0;Kerkweg;Spankeren;204861.0;452420.0
1371;NL:S:41321620;0.8;0.4;0.2;0.0;0.0;0.0;Loohof;Spankeren;204596.0;452500.0
1372;NL:S:41321630;0.0;0.1;0.0;0.0;0.0;0.0;Treubstraat;Dieren;203887.0;451371.5
1373;NL:S:41321650;0.2;0.1;0.1;0.1;0.0;0.0;E. van Beinumlaan;Dieren;203139.5;451545.5
1374;NL:S:41321720;0.0;0.1;0.0;0.0;0.0;0.0;Imboslaan Industrielaan;Dieren;203862.0;452615.0
1375;NL:S:41321730;0.9;0.9;0.7;0.8;0.0;0.0;Abelenlaan;Dieren;203200.0;453404.0
1376;NL:S:41321740;0.5;0.3;0.2;0.4;0.0;0.0;Larixhof;Dieren;203498.0;453175.0
1377;NL:S:41321760;1.1;0.4;0.1;0.2;0.0;0.0;Olmenhof;Dieren;203392.0;453273.0
1378;NL:S:41321850;0.2;0.2;0.0;0.0;0.0;0.0;Zilverakkerweg;Dieren;203232.5;451816.5
1379;NL:S:41321860;0.0;0.0;0.0;0.0;0.0;0.0;Willem de Feschlaan;Dieren;203301.0;451403.0
1380;NL:S:41321870;0.5;0.3;0.1;0.0;0.0;0.0;Admiraal Helfrichlaan;Dieren;202950.0;451750.0
1381;NL:S:41321880;0.1;0.0;0.1;0.1;0.0;0.0;Valeriuslaan;Dieren;203414.0;451546.0
1382;NL:S:41321890;0.6;1.0;0.6;0.3;0.0;0.0;van Limburg Stirumstraat;Dieren;203892.5;451957.0
1383;NL:S:41321910;0.1;0.8;0.0;0.1;0.0;0.0;Industrielaan;Dieren;204099.0;452209.5
1384;NL:S:41321930;0.2;0.6;0.2;0.2;0.0;0.0;Domeinlaan;Dieren;203124.0;452815.0
1385;NL:S:41321950;0.2;1.0;0.1;0.6;0.0;0.0;Crematorium Domeinlaan;Dieren;203099.0;452498.0
1386;NL:S:41321970;0.0;0.4;0.0;0.2;0.0;0.0;Beverodelaan;Dieren;203187.0;453022.0
1387;NL:S:41321980;0.1;0.0;0.0;0.0;0.0;0.0;Hans Brandts Buyslaan;Dieren;203453.0;451257.0
1388;NL:S:41322000;0.1;0.0;0.0;0.0;0.0;0.0;Bernard Zweerslaan;Dieren;203556.0;451356.0
1389;NL:S:41327005;33.1;28.4;12.600000000000001;11.7;6.0;6.8;Rode Kruislaan;Dieren;203733.0;451665.0
1390;NL:S:41327007;40.9;40.900000000000006;17.8;18.5;9.5;12.3;Geitenbergweg;Dieren;203494.5;452081.5
1391;NL:S:41327009;14.399999999999999;14.5;6.1000000000000005;8.2;2.5;4.4;Crematorium;Dieren;203363.5;452560.5
1392;NL:S:41327011;32.6;37.3;15.3;17.4;9.2;9.8;Cederlaan;Dieren;203232.0;453037.0
1393;NL:S:41330030;2.4;2.3;0.8;0.6;0.8;0.7;Wielbergen;Angerlo;204930.5;445762.0
1394;NL:S:41330050;0.7;0.6000000000000001;0.7;0.9;0.30000000000000004;0.4;Bingerdenseweg;Angerlo;204194.5;445172.5
1395;NL:S:41330070;37.300000000000004;6.2;7.6;1.6;7.6000000000000005;1.1;Tutenburgsestraat;Giesbeek;202561.0;445219.5
1396;NL:S:41330090;46.2;82.1;24.3;29.299999999999997;12.600000000000001;19.5;Zwalmstraat;Giesbeek;201660.0;445004.0
1397;NL:S:41330170;91.30000000000001;79.9;36.7;33.599999999999994;22.200000000000003;21.4;Beumerskamp;Doesburg;205687.0;446307.5
1398;NL:S:41350090;3.0;5.4;1.6;4.4;0.0;0.0;Oranjelaan;Zevenaar;202057.5;437735.0
1399;NL:S:41350112;245.2;247.8;41.5;47.3;0.0;0.0;Station Zevenaar;Zevenaar;202168.8;437440.0
1400;NL:S:41350130;30.8;29.2;18.1;19.0;0.0;0.0;Oude Doesburgseweg;Zevenaar;202373.0;438293.5
1401;NL:S:41350150;23.1;26.5;9.7;9.2;0.0;0.0;Sportcentrum;Zevenaar;202230.5;438653.5
1402;NL:S:41350170;16.3;9.0;3.9;5.1;0.0;0.0;Zwembad;Zevenaar;202153.5;439056.5
1403;NL:S:41350190;58.8;56.1;20.3;18.3;0.0;0.0;Ziekenhuis;Zevenaar;201827.7;439456.7
1404;NL:S:41350210;15.5;17.9;5.5;8.1;0.0;0.0;Rosorum;Zevenaar;201402.0;439038.5
1405;NL:S:41350250;5.0;6.4;1.7;3.7;0.0;0.0;Schellekrans;Zevenaar;201041.0;439206.0
1406;NL:S:41350510;1.0;0.7;0.0;0.0;0.0;0.0;Ringbaan Oost;Zevenaar;203252.5;438084.0
1407;NL:S:41350570;0.6;2.5;0.0;0.0;0.0;0.0;De Bem;Zevenaar;204219.0;437266.0
1408;NL:S:41350610;0.5;3.0;0.0;0.0;0.0;0.0;Hengelder;Zevenaar;204070.7;437754.3
1409;NL:S:41350630;1.4;1.2;0.0;0.0;0.0;0.0;Tol;Zevenaar;203767.0;437393.0
1410;NL:S:41350670;3.1;2.0;0.0;0.0;0.0;0.0;7Poort;Zevenaar;204694.0;437561.0
1411;NL:S:41351010;0.4;1.0;0.0;0.0;0.0;0.0;Buitenmolen;Zevenaar;201641.5;437630.0
1412;NL:S:41351030;0.1;0.4;0.0;0.0;0.0;0.0;Maatjes;Zevenaar;201511.5;438113.5
1413;NL:S:41351050;0.5;0.4;0.0;0.0;0.0;0.0;Mozartlaan;Zevenaar;201267.5;438238.5
1414;NL:S:41352100;0.1;0.2;0.0;0.0;0.0;0.0;Didamseweg;Zevenaar;202731.5;438072.5
1415;NL:S:41353130;11.7;14.0;6.4;6.0;0.0;0.0;Subenhara;Zevenaar;202097.0;439418.5
1416;NL:S:41360030;5.1;4.7;2.2;2.9;1.9;1.7;Olyhorststraat;Gendt;195652.5;432888.0
1417;NL:S:41360050;20.5;16.0;8.5;9.4;5.4;6.4;Kapelstraat;Gendt;195383.0;432809.0
1418;NL:S:41360070;86.2;74.9;45.8;40.5;23.9;19.7;Julianaplein;Gendt;195189.5;432333.5
1419;NL:S:41360090;12.4;15.8;7.3;8.2;3.4;4.5;Markt;Gendt;195155.0;431989.5
1420;NL:S:41360110;29.6;29.0;13.0;13.3;8.3;7.8;Baron van Gendtlaan;Gendt;194839.0;431925.0
1421;NL:S:41360130;5.7;6.5;4.7;6.0;3.1;3.2;Kommerdijk;Gendt;194333.0;431943.0
1422;NL:S:41360150;10.2;9.9;6.0;5.7;3.2;3.3;Kruisstraat;Gendt;194238.5;432355.5
1423;NL:S:41360170;9.7;10.9;4.2;4.7;1.7;1.9;Industrieterrein;Gendt;193504.0;432422.5
1424;NL:S:41360190;2.0;2.2;1.5;1.2;1.1;1.0;Groenestraat;Haalderen;192798.0;432628.0
1425;NL:S:41360210;0.8;0.8;0.2;0.5;0.2;0.1;Kolkweg;Haalderen;192449.5;432917.0
1426;NL:S:41360230;14.1;12.9;6.8;7.8;4.9;5.2;Kerk;Haalderen;192230.0;433119.5
1427;NL:S:41360250;9.4;10.2;6.9;7.6;3.4;3.3;Lage Zandsestraat;Haalderen;191970.5;433411.5
1428;NL:S:41360510;65.4;64.5;31.5;29.9;17.1;16.2;Dwarsakker;Gendt;195208.0;432630.0
1429;NL:S:41400010;1.4;1.8;0.0;0.0;0.0;0.0;De Boggelaar;Warnsveld;215586.0;460221.5
1430;NL:S:41400110;0.3;0.5;0.0;0.0;0.0;0.0;Kasteel Hackfort;Vorden;216076.5;457057.0
1431;NL:S:41410030;76.0;77.5;19.3;16.8;13.4;10.8;Gemeentehuis;Hengelo;218044.5;451112.5
1432;NL:S:41410150;5.0;4.4;0.4;0.9;0.4;0.8;Van Neck;Hengelo;218316.5;453948.5
1433;NL:S:41410190;35.5;36.2;8.9;9.3;9.2;6.5;Vordenseweg;Hengelo;217998.0;452662.5
1434;NL:S:41410210;49.0;50.4;14.5;17.4;13.7;12.0;Banninkstraat;Hengelo;217972.0;451773.0
1435;NL:S:41420010;2.4000000000000004;3.9;0.9;2.0999999999999996;0.5;0.8;NH Kerk;Drempt;208331.0;446665.5
1436;NL:S:41420050;32.1;21.5;0.0;0.0;0.0;0.0;Gouden Regenstraat;Doesburg;207041.0;446714.0
1437;NL:S:41420070;13.2;8.0;0.0;0.0;0.0;0.0;Hoek Looiersweg;Doesburg;206656.0;446795.0
1438;NL:S:41420090;0.3;2.4;0.0;0.0;0.0;0.0;Koppelweg;Doesburg;206166.0;446938.5
1439;NL:S:41420110;29.5;21.7;10.5;8.5;7.0;7.5;Beinum;Doesburg;206213.5;446574.5
1440;NL:S:41420130;18.5;21.3;8.2;7.1;6.0;5.6;Potsmaat;Doesburg;206290.0;446292.0
1441;NL:S:41420150;42.0;37.8;13.2;12.3;8.5;9.3;tunnel Angerlo;Doesburg;205976.5;445770.0
1442;NL:S:41420210;235.10000000000002;175.5;76.9;63.2;42.5;35.7;Kraakselaan;Doesburg;207136.0;447409.5
1443;NL:S:41420230;127.3;119.8;73.1;67.2;41.7;38.4;Meipoort;Doesburg;206643.0;447572.0
1444;NL:S:41420250;58.199999999999996;73.7;21.2;25.8;14.5;15.2;Karel Doormansingel;Doesburg;206275.0;447326.5
